"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"Pancreatic cancer","9/75",0.0279712794180379,0.358540945267577,0,0,2.24075399665951,8.01422927501258,"SMAD2;GADD45B;BAD;ERBB2;RPS6KB2;BAX;PIK3R2;BRCA2;GADD45G"
"Base excision repair","5/33",0.0389770806781432,0.477892902227669,0,0,2.93000373645535,9.50722186190614,"PARP3;POLD1;POLD2;XRCC1;NEIL1"
"Neurotrophin signaling pathway","12/119",0.041542507190728,0.478219117478655,0,0,1.84367929168716,5.864814082645,"SHC4;MAPK11;RPS6KA5;MAPK7;IRAK1;BAD;ABL1;BAX;PIK3R2;ATF4;SH2B1;MAPK13"
"Human papillomavirus infection","27/330",0.0423953118332141,0.478219117478655,0,0,1.46891089108911,4.64281234887223,"HDAC2;ITGB4;PIK3R2;TCIRG1;LFNG;CREB3L4;EIF4EBP1;DVL2;ATP6V0B;JAG1;WNT3A;ITGA3;BAD;LAMB2;FZD7;FZD9;PPP2R5B;TSC2;LAMB1;AXIN2;IRF3;CCNE1;PARD3;RPS6KB2;TBPL1;CTNNB1;BAX"
"Thiamine metabolism","3/15",0.0515931349689605,0.494200824892879,0,0,4.09834638816362,12.1490013883957,"ALPP;ALPI;ALPG"
"Prostate cancer","10/97",0.0524955528097894,0.494200824892879,0,0,1.88829840771383,5.56486605425928,"SPINT1;CREB3L4;CCNE1;BAD;ERBB2;TMPRSS2;CTNNB1;PLAT;PIK3R2;ATF4"
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis","4/25",0.0527286108063896,0.494200824892879,0,0,3.12377633980421,9.19201510859012,"PIGC;PIGO;PIGY;PIGX"
"DNA replication","5/36",0.0538279263155542,0.494200824892879,0,0,2.6460331299041,7.73161055834509,"RNASEH2C;RNASEH2A;POLD1;POLD2;DNA2"
"Adherens junction","8/72",0.0544876171883271,0.494200824892879,0,0,2.05244755244755,5.97217455549092,"SMAD2;PTPN1;PARD3;INSR;ERBB2;CTNNB1;ACTN4;NECTIN2"
"Notch signaling pathway","6/48",0.0562425142992301,0.494200824892879,0,0,2.3443031662927,6.74709750940735,"LFNG;NCOR2;HDAC2;JAG1;DVL2;DTX2"
"Colorectal cancer","9/86",0.0589981179231672,0.494200824892879,0,0,1.91952142345843,5.43272500043966,"SMAD2;GADD45B;BAD;RPS6KB2;BAX;CTNNB1;PIK3R2;AXIN2;GADD45G"
"Thyroid cancer","5/37",0.0594133033815156,0.494200824892879,0,0,2.56320836965998,7.23654500279921,"RXRB;GADD45B;BAX;CTNNB1;GADD45G"
"Folate biosynthesis","4/26",0.0595844966182904,0.494200824892879,0,0,2.98162812796959,8.40926429733385,"SPR;ALPP;ALPI;ALPG"
"Cushing syndrome","14/155",0.0636848467883995,0.51311790840939,0,0,1.6321903551085,4.49473988360397,"WNT3A;FZD7;FZD9;CACNA1D;AXIN2;ADCY6;CREB3L4;CCNE1;DVL2;WDR5;ORAI1;CTNNB1;MEN1;ATF4"
"Cholesterol metabolism","6/50",0.0662191756322093,0.518716875785639,0,0,2.23750594954783,6.07434802749273,"STARD3;CETP;NPC1;TSPO;VDAC2;ANGPTL4"
"Chronic myeloid leukemia","8/76",0.0705021499755728,0.532432283942111,0,0,1.93130399012752,5.12203462985743,"SHC4;HDAC2;GADD45B;BAD;ABL1;BAX;PIK3R2;GADD45G"
"Epstein-Barr virus infection","17/201",0.0728595820586126,0.532432283942111,0,0,1.51928749281747,3.97935004600384,"HDAC2;GADD45B;PIK3R2;CD3G;GADD45G;TAPBP;MAPK13;NCOR2;MAPK11;MAVS;PSMC6;IRAK1;IRF3;CCNE1;PSMC2;PSMD1;BAX"
"Riboflavin metabolism","2/8",0.0736342520345472,0.532432283942111,0,0,5.46144927536232,14.2469822389713,"FLAD1;ACP5"
"Cellular senescence","14/160",0.0782484766504797,0.539118463432617,0,0,1.57587211401883,4.0151108496108,"SMAD2;GADD45B;LIN37;TSC2;CACNA1D;PIK3R2;GADD45G;MAPK13;MAPK11;CCNE1;EIF4EBP1;VDAC2;SQSTM1;RAD9A"
"FoxO signaling pathway","12/132",0.0785762395501715,0.539118463432617,0,0,1.64280701754386,4.17878508152337,"SMAD2;PLK3;MAPK11;GADD45B;BCL6;INSR;PRKAG2;IRS2;PIK3R2;FBXO32;GADD45G;MAPK13"
"Non-small cell lung cancer","7/66",0.0845627312123316,0.539118463432617,0,0,1.94690252386944,4.80935861926885,"RXRB;GADD45B;BAD;ERBB2;BAX;PIK3R2;GADD45G"
"Phospholipase D signaling pathway","13/148",0.0853554701803587,0.539118463432617,0,0,1.58208304880825,3.89339680905318,"SHC4;DGKD;INSR;TSC2;PIK3R2;ADCY6;PLD2;DNM2;CYTH2;FCER1A;MS4A2;PLPP2;RAPGEF3"
"Spliceosome","12/134",0.0856908536545587,0.539118463432617,0,0,1.61570319240725,3.96979758272617,"SF3B4;SART1;LSM7;HNRNPA3;SF3A2;DDX39B;RBM8A;U2AF2;HNRNPU;DHX16;ACIN1;USP39"
"Small cell lung cancer","9/93",0.0871641179248283,0.539118463432617,0,0,1.75890513685789,4.29166261797983,"RXRB;GADD45B;ITGA3;CCNE1;LAMB2;BAX;PIK3R2;LAMB1;GADD45G"
"Hepatitis B","14/163",0.0879413096379447,0.539118463432617,0,0,1.54389544827261,3.75334202761354,"SMAD2;BAD;PIK3R2;HSPG2;MAPK13;MAPK11;MAVS;IRAK1;IRF3;CREB3L4;CCNE1;BAX;STAT6;ATF4"
"RNA transport","14/165",0.0948055783921669,0.555969149920744,0,0,1.52328355776953,3.58874490452889,"UPF1;SEC13;RBM8A;RPP40;ELAC1;NXF1;EIF2S3;DDX39B;GEMIN4;EIF4EBP1;EIF3G;ACIN1;GEMIN7;EIF4G1"
"Insulin signaling pathway","12/137",0.0970906130971664,0.555969149920744,0,0,1.57667368421053,3.67697738155772,"SHC4;PTPN1;BAD;INSR;FASN;MKNK2;RPS6KB2;EIF4EBP1;TSC2;PRKAG2;IRS2;PIK3R2"
"Ubiquitin mediated proteolysis","12/137",0.0970906130971664,0.555969149920744,0,0,1.57667368421053,3.67697738155772,"CUL7;ANAPC7;FANCL;MGRN1;FBXO4;UBE2E1;SYVN1;KEAP1;UBA2;TRIM37;PML;ANAPC11"
"RNA polymerase","4/31",0.100407837140929,0.555969149920744,0,0,2.4288295263905,5.58270113673723,"POLR3B;POLR2E;POLR2I;POLR3K"
"Signaling pathways regulating pluripotency of stem cells","12/139",0.105175606215012,0.555969149920744,0,0,1.55167840861998,3.49457200690401,"SMAD2;MAPK11;WNT3A;FZD7;DVL2;FZD9;PCGF1;CTNNB1;PIK3R2;AXIN2;ACVR2B;MAPK13"
"Fatty acid degradation","5/44",0.107220090652003,0.555969149920744,0,0,2.10236290881452,4.69430650579191,"ACADVL;CPT1A;HADH;CPT1B;ACADSB"
"ABC transporters","5/45",0.115237216878033,0.555969149920744,0,0,2.04969485614647,4.42890382201729,"ABCC3;ABCC8;ABCC5;ABCA3;ABCD1"
"Proteoglycans in cancer","16/201",0.118950565310264,0.555969149920744,0,0,1.42086029691663,3.02507876425123,"SMAD2;WNT3A;FZD7;FZD9;HSPB2;PIK3R2;HSPG2;MAPK13;MAPK11;TFAP4;ERBB3;ERBB2;RPS6KB2;PDCD4;TIMP3;CTNNB1"
"Thermogenesis","18/231",0.119209687352656,0.555969149920744,0,0,1.38870258588568,2.95359161571396,"CPT1A;NDUFA3;COX17;PRKAG2;TSC2;CPT1B;ARID1B;ADCY6;SMARCA4;MAPK13;MAPK11;CREB3L4;AKT1S1;RPS6KB2;COX11;UQCRFS1;NDUFS1;NDUFV3"
"Arrhythmogenic right ventricular cardiomyopathy (ARVC)","7/72",0.119972236307409,0.555969149920744,0,0,1.76662411823984,3.74611748077384,"JUP;ITGB4;ITGA3;LMNA;PKP2;CTNNB1;CACNA1D"
"Bile secretion","7/72",0.119972236307409,0.555969149920744,0,0,1.76662411823984,3.74611748077384,"ABCC3;EPHX1;ATP1B3;SLC5A1;SLC27A5;ADCY6;AQP1"
"Lysine degradation","6/59",0.122860320259592,0.555969149920744,0,0,1.85666304455201,3.89287872994042,"PHYKPL;DOT1L;KMT2B;PLOD3;PLOD1;HADH"
"VEGF signaling pathway","6/59",0.122860320259592,0.555969149920744,0,0,1.85666304455201,3.89287872994042,"MAPK11;BAD;NOS3;HSPB1;PIK3R2;MAPK13"
"Type II diabetes mellitus","5/46",0.123530725617596,0.555969149920744,0,0,1.9995959767793,4.18168580709539,"ABCC8;INSR;IRS2;PIK3R2;CACNA1D"
"Relaxin signaling pathway","11/130",0.129594452423596,0.555969149920744,0,0,1.51731121896611,3.10039074996555,"SHC4;SMAD2;MAPK11;GNG5;CREB3L4;NOS3;VEGFC;PIK3R2;ADCY6;ATF4;MAPK13"
"SNARE interactions in vesicular transport","4/34",0.129697486986421,0.555969149920744,0,0,2.1855981416957,4.46419471576091,"STX18;VTI1A;STX4;VAMP5"
"Human T-cell leukemia virus 1 infection","17/219",0.130218070493918,0.555969149920744,0,0,1.38257076809002,2.81843240645705,"SMAD2;CRTC2;ANAPC7;NFYB;CRTC1;PIK3R2;CD3G;ADCY6;ANAPC11;CREB3L4;CCNE1;TBPL1;VDAC2;TSPO;BAX;TLN1;ATF4"
"Other types of O-glycan biosynthesis","3/22",0.130226673017153,0.555969149920744,0,0,2.58746736292428,5.27449712775808,"LFNG;B4GALT3;PLOD3"
"Pathways in cancer","37/530",0.13073581747401,0.555969149920744,0,0,1.23547603671127,2.51367069899439,"HDAC2;LRP5;KEAP1;PIK3R2;BRCA2;ADCY6;RXRB;RPS6KA5;GNG5;ERBB2;ABL1;DVL2;STAT6;SMAD2;NQO1;JAG1;JUP;GADD45B;ITGA3;WNT3A;BAD;LAMB2;FZD7;ZBTB16;TXNRD1;DAPK3;FZD9;VEGFC;LAMB1;AXIN2;PML;GADD45G;CCNE1;RPS6KB2;RARA;CTNNB1;BAX"
"Adrenergic signaling in cardiomyocytes","12/145",0.131733292288614,0.555969149920744,0,0,1.4812030075188,3.00236281902347,"MAPK11;RPS6KA5;CREB3L4;TNNC1;MYL3;PPP2R5B;ATP1B3;CACNA1D;RAPGEF3;ADCY6;ATF4;MAPK13"
"Ether lipid metabolism","5/47",0.132091961151383,0.555969149920744,0,0,1.95188275833437,3.95111218755946,"LPCAT2;ENPP6;PLPP2;PAFAH2;PLD2"
"Proximal tubule bicarbonate reclamation","3/23",0.143702911745164,0.595944428119651,0,0,2.4579634464752,4.76846684110359,"CA4;ATP1B3;AQP1"
"Pertussis","7/76",0.147201057292617,0.596865683350556,0,0,1.66385671792924,3.1878760788638,"MAPK11;IRF3;SFTPA2;IRAK1;C4BPB;SFTPA1;MAPK13"
"Sphingolipid signaling pathway","10/119",0.148158148349429,0.596865683350556,0,0,1.50540657786918,2.874536234014,"MAPK11;NOS3;PPP2R5B;FCER1A;BAX;PIK3R2;DEGS1;MS4A2;PLD2;MAPK13"
"mRNA surveillance pathway","8/91",0.153275688866449,0.602322501166531,0,0,1.58100935209369,2.96521006092432,"UPF1;NXF1;CPSF7;DDX39B;RBM8A;CSTF3;PPP2R5B;ACIN1"
"Cytosolic DNA-sensing pathway","6/63",0.153784468382944,0.602322501166531,0,0,1.7260034904014,3.23142928006218,"IL33;MAVS;IRF3;POLR3B;POLR2E;POLR3K"
"N-Glycan biosynthesis","5/50",0.159286810985856,0.614279283658522,0,0,1.82146662791824,3.34612319062202,"DPAGT1;B4GALT3;DOLPP1;MGAT4A;MGAT4B"
"Axon guidance","14/181",0.161193854577059,0.614279283658522,0,0,1.37616156088526,2.51169793236535,"UNC5B;SEMA4C;SEMA3G;PIK3R2;SSH3;RHOD;PARD3;PLXNA2;ABL1;PLXNB3;PLXNB2;EPHB4;EPHB3;PAK4"
"Non-homologous end-joining","2/13",0.170077599203621,0.639491773005614,0,0,2.97818181818182,5.27585052096377,"XRCC4;POLM"
"Fluid shear stress and atherosclerosis","11/139",0.178065855175525,0.660718041572341,0,0,1.40994741454864,2.4330078305951,"NQO1;MAPK11;MAPK7;NOS3;KEAP1;CTNNB1;PLAT;PIK3R2;SQSTM1;ACVR2B;MAPK13"
"Glycosaminoglycan biosynthesis","5/53",0.188528495865026,0.690455010830353,0,0,1.70735251380413,2.84872810431618,"B4GALT3;B3GNT7;CHST12;B4GALT7;B4GALT4"
"ECM-receptor interaction","7/82",0.192884754499987,0.69735257396149,0,0,1.53025909752547,2.51828985197299,"ITGB4;ITGA3;LAMB2;LAMB1;HMMR;AGRN;HSPG2"
"Ferroptosis","4/40",0.196973754373791,0.703121502954546,0,0,1.8207510646535,2.95814655319598,"LPCAT3;VDAC2;SLC3A2;SLC39A8"
"Peroxisome","7/83",0.201002099990155,0.703330344936305,0,0,1.51004366812227,2.42277434700953,"PEX16;PEX3;PEX6;PXMP4;PEX10;PEX11G;ABCD1"
"Apoptosis","11/143",0.202020418226386,0.703330344936305,0,0,1.36692959392346,2.1862487476661,"PARP3;GADD45B;BAD;LMNA;TNFRSF10B;BAX;PIK3R2;CTSF;ATF4;GADD45G;LMNB1"
"Adipocytokine signaling pathway","6/69",0.205746495489782,0.707067890155009,0,0,1.56112357683038,2.46830883607841,"RXRB;CPT1A;PRKAG2;IRS2;CPT1B;CAMKK2"
"Homologous recombination","4/41",0.209089476615017,0.707067890155009,0,0,1.77144740559375,2.77230279114297,"TOP3B;POLD1;POLD2;BRCA2"
"Choline metabolism in cancer","8/99",0.210615967280215,0.707067890155009,0,0,1.44140474909706,2.24530336848853,"PCYT1B;DGKD;RPS6KB2;EIF4EBP1;TSC2;PIK3R2;PLPP2;PLD2"
"Hypertrophic cardiomyopathy (HCM)","7/85",0.217619576713715,0.721984948626678,0,0,1.47116784234688,2.24354096577394,"ITGB4;ITGA3;TNNC1;MYL3;LMNA;PRKAG2;CACNA1D"
"Insulin secretion","7/86",0.226108133248355,0.73290222501191,0,0,1.45246807804986,2.15944519135358,"CREB3L4;ABCC8;KCNMB4;ATP1B3;CACNA1D;ADCY6;ATF4"
"Salmonella infection","7/86",0.226108133248355,0.73290222501191,0,0,1.45246807804986,2.15944519135358,"KLC4;MAPK11;KLC3;PKN3;MYH14;PKN1;MAPK13"
"PI3K-Akt signaling pathway","24/354",0.23209540944828,0.743760289368353,0,0,1.19393939393939,1.74387593099341,"CRTC2;PKN3;ITGB4;ITGA3;BAD;LAMB2;NOS3;INSR;PPP2R5B;VEGFC;TSC2;PIK3R2;LAMB1;GNG5;ERBB3;CREB3L4;CCNE1;CDC37;ERBB2;RPS6KB2;EIF4EBP1;MTCP1;PKN1;ATF4"
"Non-alcoholic fatty liver disease (NAFLD)","11/149",0.240364753755603,0.761605174821123,0,0,1.30707871305364,1.86336840974532,"MLXIP;INSR;NDUFA3;PRKAG2;UQCRFS1;BAX;IRS2;PIK3R2;NDUFS1;NDUFV3;ATF4"
"Carbohydrate digestion and absorption","4/44",0.246584146489333,0.772630325666576,0,0,1.6383275261324,2.29374369469234,"PIK3R2;CACNA1D;ATP1B3;SLC5A1"
"PPAR signaling pathway","6/74",0.253135948026047,0.775117381981908,0,0,1.44595010779181,1.98648759865935,"RXRB;SLC27A1;CPT1A;ANGPTL4;CPT1B;SLC27A5"
"Selenocompound metabolism","2/17",0.256235957480347,0.775117381981908,0,0,2.18353623188406,2.97322641254262,"TXNRD1;KYAT3"
"Basal transcription factors","4/45",0.259398481079344,0.775117381981908,0,0,1.59828333474972,2.15670732952525,"TAF12;TBPL1;GTF2F2;GTF2H4"
"Proteasome","4/45",0.259398481079344,0.775117381981908,0,0,1.59828333474972,2.15670732952525,"PSMC6;PSMA4;PSMC2;PSMD1"
"Protein digestion and absorption","7/90",0.261121103859153,0.775117381981908,0,0,1.38217498816226,1.85594446312841,"CPA3;COL18A1;COL27A1;COL13A1;COL7A1;ATP1B3;SLC3A2"
"Dilated cardiomyopathy (DCM)","7/91",0.270108221332913,0.790841673855657,0,0,1.36564774381368,1.78754082541732,"ITGB4;ITGA3;TNNC1;MYL3;LMNA;CACNA1D;ADCY6"
"Glycerolipid metabolism","5/61",0.274130550951429,0.790841673855657,0,0,1.46282226927388,1.89311264330362,"DGKD;TKFC;GPAT4;PLPP2;LPIN3"
"Th17 cell differentiation","8/107",0.274831503680335,0.790841673855657,0,0,1.32436250618069,1.71054274980579,"SMAD2;RXRB;MAPK11;RORC;RARA;CD3G;STAT6;MAPK13"
"Sphingolipid metabolism","4/47",0.285384434158071,0.791200341710526,0,0,1.52378251357264,1.91069849841165,"ARSA;NEU1;DEGS1;PLPP2"
"Cell cycle","9/124",0.285795070113935,0.791200341710526,0,0,1.28264293050325,1.60648495501074,"SMAD2;HDAC2;ANAPC7;GADD45B;CCNE1;ABL1;SFN;ANAPC11;GADD45G"
"GnRH signaling pathway","7/93",0.288319252686833,0.791200341710526,0,0,1.33374631867574,1.65876281982275,"MAPK11;MAPK7;CACNA1D;ADCY6;ATF4;PLD2;MAPK13"
"Fructose and mannose metabolism","3/33",0.295568883952445,0.791200341710526,0,0,1.63777197563098,1.99620387455954,"GMPPB;TKFC;GMPPA"
"Amino sugar and nucleotide sugar metabolism","4/48",0.298518320913072,0.791200341710526,0,0,1.48907190370605,1.80017471958765,"GMPPB;GNPDA2;GMPPA;GALK1"
"Valine, leucine and isoleucine degradation","4/48",0.298518320913072,0.791200341710526,0,0,1.48907190370605,1.80017471958765,"ACAD8;HADH;ACADSB;BCAT2"
"Phosphonate and phosphinate metabolism","1/6",0.299525952648352,0.791200341710526,0,0,3.27419635099913,3.94722120163573,"PCYT1B"
"Vitamin B6 metabolism","1/6",0.299525952648352,0.791200341710526,0,0,3.27419635099913,3.94722120163573,"PDXK"
"TNF signaling pathway","8/110",0.300207221854703,0.791200341710526,0,0,1.28520499108734,1.54646442183811,"MAPK11;RPS6KA5;JAG1;CREB3L4;VEGFC;PIK3R2;ATF4;MAPK13"
"Hippo signaling pathway","11/160",0.316591844935007,0.809003562412323,0,0,1.20987124211071,1.39152359721101,"SMAD2;TEAD4;CRB1;WNT3A;PARD3;FZD7;DVL2;FZD9;CTNNB1;AXIN2;NKD1"
"Leukocyte transendothelial migration","8/112",0.317411055722691,0.809003562412323,0,0,1.2603550295858,1.44633004249674,"MAPK11;CLDN4;CTNNB1;PIK3R2;ACTN4;RAPGEF3;SIPA1;MAPK13"
"Cortisol synthesis and secretion","5/65",0.31963320677484,0.809003562412323,0,0,1.36501017146178,1.55690489766293,"CREB3L4;ORAI1;CACNA1D;ADCY6;ATF4"
"Circadian entrainment","7/97",0.325511655825303,0.809003562412323,0,0,1.27419699175158,1.43010392452321,"PER2;PER1;RPS6KA5;PER3;GNG5;CACNA1D;ADCY6"
"Purine metabolism","9/129",0.325825390016739,0.809003562412323,0,0,1.22887139107612,1.37804858021464,"ENTPD2;CANT1;GUK1;PDE4D;ADK;PRUNE1;NME3;ITPA;ADCY6"
"Necroptosis","11/162",0.331055993653196,0.809003562412323,0,0,1.19371876650551,1.31961760227983,"IL33;PARP3;USP21;FAF1;CHMP4C;VDAC2;TNFRSF10B;BAX;STAT6;RBCK1;SQSTM1"
"Amyotrophic lateral sclerosis (ALS)","4/51",0.338266772176302,0.809003562412323,0,0,1.39380235747646,1.51077084788081,"MAPK11;BAD;BAX;MAPK13"
"Arginine biosynthesis","2/21",0.343055595700141,0.809003562412323,0,0,1.72347826086957,1.84388520614995,"NOS3;ASL"
"Phosphatidylinositol signaling system","7/99",0.344392483746495,0.809003562412323,0,0,1.24636415416746,1.32859094888723,"CDS1;INPP4B;DGKD;IMPA1;PIK3R2;IP6K1;IP6K2"
"Thyroid hormone signaling pathway","8/116",0.35232917625502,0.809003562412323,0,0,1.21341621341621,1.2658229080329,"RXRB;HDAC2;BAD;TSC2;CTNNB1;ATP1B3;PIK3R2;MED16"
"Protein processing in endoplasmic reticulum","11/165",0.352989264401237,0.809003562412323,0,0,1.17027669963691,1.21862976512921,"SEC13;SSR4;SAR1B;DERL3;LMAN2;EDEM2;DNAJB12;SYVN1;BAX;UBXN6;ATF4"
"AGE-RAGE signaling pathway in diabetic complications","7/100",0.353882353060422,0.809003562412323,0,0,1.23289665211063,1.28072164663718,"SMAD2;MAPK11;NOS3;VEGFC;BAX;PIK3R2;MAPK13"
"HIF-1 signaling pathway","7/100",0.353882353060422,0.809003562412323,0,0,1.23289665211063,1.28072164663718,"NOS3;INSR;MKNK2;ERBB2;RPS6KB2;EIF4EBP1;PIK3R2"
"Fc epsilon RI signaling pathway","5/68",0.354316310253453,0.809003562412323,0,0,1.29980210625372,1.34862947525612,"MAPK11;FCER1A;PIK3R2;MS4A2;MAPK13"
"Oxidative phosphorylation","9/133",0.35857240408476,0.809003562412323,0,0,1.18897637795276,1.21944351164876,"ATP6V0B;PPA2;NDUFA3;COX17;COX11;UQCRFS1;NDUFS1;NDUFV3;TCIRG1"
"cGMP-PKG signaling pathway","11/166",0.360352265841108,0.809003562412323,0,0,1.1626643295355,1.18670033307906,"CREB3L4;BAD;NOS3;INSR;VDAC2;KCNMB4;IRS2;ATP1B3;CACNA1D;ADCY6;ATF4"
"Focal adhesion","13/199",0.360590617949534,0.809003562412323,0,0,1.14515657009072,1.16807342784253,"SHC4;ITGB4;ITGA3;BAD;LAMB2;VEGFC;PIK3R2;LAMB1;ACTN4;ERBB2;CTNNB1;TLN1;PAK4"
"Melanogenesis","7/101",0.363397081000208,0.809003562412323,0,0,1.21971569265075,1.23466837702063,"CREB3L4;WNT3A;FZD7;DVL2;FZD9;CTNNB1;ADCY6"
"Ribosome biogenesis in eukaryotes","7/101",0.363397081000208,0.809003562412323,0,0,1.21971569265075,1.23466837702063,"NXF1;REXO1;EIF6;NOB1;TCOF1;RPP40;GNL3"
"Terpenoid backbone biosynthesis","2/22",0.364338483781436,0.809003562412323,0,0,1.63721739130435,1.6530524644878,"PDSS1;RCE1"
"Prolactin signaling pathway","5/70",0.377535544242855,0.812174105645175,0,0,1.25967406612568,1.227036613707,"SHC4;MAPK11;PIK3R2;TNFRSF11A;MAPK13"
"RIG-I-like receptor signaling pathway","5/70",0.377535544242855,0.812174105645175,0,0,1.25967406612568,1.227036613707,"MAPK11;MAVS;TKFC;IRF3;MAPK13"
