Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Cellular senescence	5/160	0.10483467547176442	0.4211754733732867	0	0	2.0592452034577273	4.644361273341075	CCND3;MRAS;SERPINE1;AKT1;PIK3R1
Starch and sucrose metabolism	2/36	0.10759918981042321	0.4211754733732867	0	0	3.741671425851894	8.341465861982636	PYGB;G6PC3
Inositol phosphate metabolism	3/74	0.1082606418732006	0.4211754733732867	0	0	2.6913297969635996	5.9834010299317	INPP5J;SYNJ2;PLCD3
Hepatitis B	5/163	0.11110129773995917	0.4211754733732867	0	0	2.019835360304459	4.438210296258533	ATF6B;AKT1;PIK3R1;ELK1;HSPG2
Gastric acid secretion	3/75	0.11154418929520835	0.4211754733732867	0	0	2.653814935064935	5.8207037211236345	KCNQ1;ADCY3;SLC9A1
Pancreatic cancer	3/75	0.11154418929520835	0.4211754733732867	0	0	2.653814935064935	5.8207037211236345	ERBB2;AKT1;PIK3R1
AMPK signaling pathway	4/120	0.11746469590967741	0.43017156479315466	0	0	2.1984724250252725	4.708286910730946	PFKL;G6PC3;AKT1;PIK3R1
Sulfur relay system	1/8	0.11785522323100128	0.43017156479315466	0	0	9.07004608294931	19.394464388314972	CTU2
RNA degradation	3/79	0.12504871158976028	0.4489453743960246	0	0	2.5136278195488724	5.225962756645496	PFKL;PABPC5;TOB2
Sulfur metabolism	1/9	0.13157804262797454	0.46476760218591007	0	0	7.935887096774193	16.095210073596718	PAPSS2
Vasopressin-regulated water reabsorption	2/44	0.1493367637640393	0.5191230359416604	0	0	3.027739251040222	5.757401702242867	AVPR2;ADCY3
Axon guidance	5/181	0.15227377888718976	0.5210618371296025	0	0	1.8115901663695781	3.4095489272611665	SEMA5A;ABLIM2;UNC5A;FES;PIK3R1
Glycosphingolipid biosynthesis	2/45	0.15476204991067852	0.5214290604682861	0	0	2.9571761872506963	5.5176959927325075	A4GALT;ST6GALNAC4
Taurine and hypotaurine metabolism	1/11	0.15838857498040515	0.525562089707708	0	0	6.348064516129032	11.697603430825591	GGT5
Estrogen signaling pathway	4/137	0.16523063421832532	0.5277580787019017	0	0	1.9157992701623767	3.44922990742452	ATF6B;AKT1;ADCY3;PIK3R1
Hedgehog signaling pathway	2/47	0.16572230861469608	0.5277580787019017	0	0	2.825458468176915	5.0785969600632495	GRK2;GLI2
Dilated cardiomyopathy (DCM)	3/91	0.16868979684535673	0.5277580787019017	0	0	2.1695321723730814	3.861102896016366	SGCA;DAG1;ADCY3
Morphine addiction	3/91	0.16868979684535673	0.5277580787019017	0	0	2.1695321723730814	3.861102896016366	GRK2;GNG5;ADCY3
Chemokine signaling pathway	5/190	0.17494302311412846	0.5378053875316644	0	0	1.7226638403108991	3.00311115661213	GRK2;GNG5;AKT1;ADCY3;PIK3R1
Arginine and proline metabolism	2/49	0.1768127301473965	0.5378053875316644	0	0	2.7049507677477105	4.686771164025184	CARNS1;PYCR1
Vibrio cholerae infection	2/50	0.18240096598869968	0.547202897966099	0	0	2.648462783171521	4.506486301143326	KCNQ1;ADCY3
Prostate cancer	3/97	0.1919586540928495	0.5680938546801898	0	0	2.0304296767062726	3.351173975802486	ERBB2;AKT1;PIK3R1
Pancreatic secretion	3/98	0.19591353418513444	0.5685135549479545	0	0	2.008954203691046	3.274759823498945	KCNQ1;ADCY3;SLC9A1
Glycosaminoglycan biosynthesis	2/53	0.19931151381063544	0.5685135549479545	0	0	2.4922901199314675	4.019780545649018	CHPF;CHPF2
Progesterone-mediated oocyte maturation	3/99	0.19988832753877853	0.5685135549479545	0	0	1.9879261363636365	3.2005539840058894	AKT1;ADCY3;PIK3R1
Chagas disease (American trypanosomiasis)	3/103	0.21597184739099667	0.5998873032725794	0	0	1.9080194805194806	2.9242444240082817	SERPINE1;AKT1;PIK3R1
Glutathione metabolism	2/56	0.21639770300700353	0.5998873032725794	0	0	2.3534699748291983	3.6023090376609272	GGT5;G6PD
C-type lectin receptor signaling pathway	3/104	0.22003516651700808	0.6023462683403096	0	0	1.889031760318889	2.8599334426686567	MRAS;AKT1;PIK3R1
Wnt signaling pathway	4/158	0.23186673744001057	0.6099928419524374	0	0	1.6527771902364736	2.41568671226141	CCND3;WNT2B;DVL2;FZD8
VEGF signaling pathway	2/59	0.23360793212466757	0.6099928419524374	0	0	2.229262476579799	3.2415952509072694	AKT1;PIK3R1
Viral myocarditis	2/59	0.23360793212466757	0.6099928419524374	0	0	2.229262476579799	3.2415952509072694	SGCA;DAG1
Selenocompound metabolism	1/17	0.23396985718723626	0.6099928419524374	0	0	3.9663306451612903	5.761345090797039	PAPSS2
JAK-STAT signaling pathway	4/162	0.24525891132484284	0.6245546695365184	0	0	1.6106048736238816	2.2636098753838567	CCND3;AKT1;PIK3R1;IL6R
Necroptosis	4/162	0.24525891132484284	0.6245546695365184	0	0	1.6106048736238816	2.2636098753838567	PYGB;PARP3;SHARPIN;SPATA2
Protein processing in endoplasmic reticulum	4/165	0.2554138640903421	0.6423724127271996	0	0	1.5803508204018046	2.1569735080421024	ERN1;ATF6B;PRKCSH;HSPBP1
Glutamatergic synapse	3/114	0.26140824647500455	0.6423724127271996	0	0	1.7179712179712179	2.3049537613291595	GRK2;GNG5;ADCY3
Cortisol synthesis and secretion	2/65	0.26821552477085164	0.6423724127271996	0	0	2.016335336723686	2.653425571511191	ATF6B;ADCY3
One carbon pool by folate	1/20	0.26918350590612466	0.6423724127271996	0	0	3.33955857385399	4.382709615040727	MTHFD1L
Tight junction	4/170	0.27252105461754844	0.6423724127271996	0	0	1.532357442800518	1.9921250554459191	CTTN;ACTN1;ERBB2;MYH13
Fc epsilon RI signaling pathway	2/68	0.2855302593847842	0.6423724127271996	0	0	1.9243895263312738	2.4120438190843845	AKT1;PIK3R1
Glycolysis / Gluconeogenesis	2/68	0.2855302593847842	0.6423724127271996	0	0	1.9243895263312738	2.4120438190843845	PFKL;G6PC3
Adipocytokine signaling pathway	2/69	0.2912942369282699	0.6423724127271996	0	0	1.8955706902381297	2.3380374530110215	G6PC3;AKT1
Ras signaling pathway	5/232	0.2939571532575997	0.6423724127271996	0	0	1.4009098499899226	1.715163711962089	MRAS;GNG5;AKT1;PIK3R1;ELK1
Prolactin signaling pathway	2/70	0.2970523030085457	0.6423724127271996	0	0	1.8675994669712546	2.266980105951647	AKT1;PIK3R1
Histidine metabolism	1/23	0.3027833817246877	0.6423724127271996	0	0	2.883724340175953	3.4452940153139804	CARNS1
Mannose type O-glycan biosynthesis	1/23	0.3027833817246877	0.6423724127271996	0	0	2.883724340175953	3.4452940153139804	B4GAT1
Mismatch repair	1/23	0.3027833817246877	0.6423724127271996	0	0	2.883724340175953	3.4452940153139804	POLD1
B cell receptor signaling pathway	2/71	0.30280325092514887	0.6423724127271996	0	0	1.8404390037990714	2.1987209846816715	AKT1;PIK3R1
Platelet activation	3/124	0.30366368713027453	0.6423724127271996	0	0	1.5751851454330794	1.8773599723395586	AKT1;ADCY3;PIK3R1
Adherens junction	2/72	0.3085459127230106	0.6423724127271996	0	0	1.8140545538603792	2.1331188515898116	ACTN1;ERBB2
Arrhythmogenic right ventricular cardiomyopathy (ARVC)	2/72	0.3085459127230106	0.6423724127271996	0	0	1.8140545538603792	2.1331188515898116	SGCA;DAG1
Bile secretion	2/72	0.3085459127230106	0.6423724127271996	0	0	1.8140545538603792	2.1331188515898116	ADCY3;SLC9A1
Melanoma	2/72	0.3085459127230106	0.6423724127271996	0	0	1.8140545538603792	2.1331188515898116	AKT1;PIK3R1
MAPK signaling pathway	6/295	0.31091998058942083	0.6423724127271996	0	0	1.3205513642293947	1.542694114658522	MRAS;ERBB2;AKT1;ELK1;DUSP7;MAP3K12
Bacterial invasion of epithelial cells	2/74	0.3200018943324006	0.6487314296251563	0	0	1.7634843581445523	2.0093640961123636	CTTN;PIK3R1
Thyroid hormone synthesis	2/74	0.3200018943324006	0.6487314296251563	0	0	1.7634843581445523	2.0093640961123636	ATF6B;ADCY3
Glioma	2/75	0.32571306376483933	0.6487314296251563	0	0	1.7392383738972381	1.9509705710997585	AKT1;PIK3R1
Transcriptional misregulation in cancer	4/186	0.32832778272814855	0.6487314296251563	0	0	1.3964992662061066	1.5553410476548302	PER2;CEBPB;DOT1L;TCF3
Chronic myeloid leukemia	2/76	0.33141164460785705	0.6487314296251563	0	0	1.715647686521473	1.8947510745617835	AKT1;PIK3R1
Dopaminergic synapse	3/131	0.3334416953506795	0.6487314296251563	0	0	1.4885095373376624	1.634811054466426	ATF6B;GNG5;AKT1
Calcium signaling pathway	4/188	0.3353715618463057	0.6487314296251563	0	0	1.381178303356465	1.5089597018340621	PHKG1;ERBB2;ADCY3;PLCD3
FoxO signaling pathway	3/132	0.3376958126815882	0.6487314296251563	0	0	1.4768951978254303	1.6033318282434847	G6PC3;AKT1;PIK3R1
Cardiac muscle contraction	2/78	0.3427671235780758	0.6527478266399879	0	0	1.670328734457503	1.788427661317309	COX6A2;SLC9A1
Huntington disease	4/193	0.35300466140106096	0.666448455576141	0	0	1.3442945039036245	1.3997789381562822	HIP1;NDUFA3;POLR2E;COX6A2
Measles	3/138	0.36317167052784743	0.6722951983393536	0	0	1.4108225108225108	1.428993389734272	CCND3;AKT1;PIK3R1
ECM-receptor interaction	2/82	0.36528576777252264	0.6722951983393536	0	0	1.5864886731391585	1.597713566477512	DAG1;HSPG2
Fluid shear stress and atherosclerosis	3/139	0.36740507867223005	0.6722951983393536	0	0	1.4003771963330787	1.4021840792496238	GPC1;AKT1;PIK3R1
Nicotinate and nicotinamide metabolism	1/30	0.3753151914061371	0.6722951983393536	0	0	2.1868743047830925	2.1431129721930757	NMNAT2
Viral carcinogenesis	4/201	0.38121137763984403	0.6722951983393536	0	0	1.2891747548735926	1.2432817589186524	CCND3;ATF6B;ACTN1;PIK3R1
Hypertrophic cardiomyopathy (HCM)	2/85	0.3819801422934321	0.6722951983393536	0	0	1.5289117635590908	1.4714042783067627	SGCA;DAG1
RNA polymerase	1/31	0.385043615555974	0.6722951983393536	0	0	2.1138709677419354	2.0174756273808483	POLR2E
beta-Alanine metabolism	1/31	0.385043615555974	0.6722951983393536	0	0	2.1138709677419354	2.0174756273808483	CARNS1
Colorectal cancer	2/86	0.38750379942933094	0.6722951983393536	0	0	1.5106333795654183	1.4321251967314563	AKT1;PIK3R1
Insulin secretion	2/86	0.38750379942933094	0.6722951983393536	0	0	1.5106333795654183	1.4321251967314563	ATF6B;ADCY3
Rap1 signaling pathway	4/206	0.3987822177548084	0.6722951983393536	0	0	1.2569419808430355	1.155556828584054	MRAS;AKT1;ADCY3;PIK3R1
GABAergic synapse	2/89	0.4039417581164774	0.6722951983393536	0	0	1.4583193839973216	1.3219440262755309	GNG5;ADCY3
Retrograde endocannabinoid signaling	3/148	0.4052384725732979	0.6722951983393536	0	0	1.3128526645768026	1.1858729824474599	GNG5;NDUFA3;ADCY3
Human papillomavirus infection	6/330	0.4074437781188311	0.6722951983393536	0	0	1.1757741347905282	1.0556715389812634	CCND3;WNT2B;DVL2;AKT1;FZD8;PIK3R1
Protein digestion and absorption	2/90	0.4093746255430085	0.6722951983393536	0	0	1.4416740217711093	1.2875945157113307	COL18A1;KCNQ1
Salivary secretion	2/90	0.4093746255430085	0.6722951983393536	0	0	1.4416740217711093	1.2875945157113307	ADCY3;SLC9A1
Fc gamma R-mediated phagocytosis	2/91	0.4147832717528418	0.6722951983393536	0	0	1.4254027126286317	1.254353149727773	AKT1;PIK3R1
cAMP signaling pathway	4/212	0.4197535059759399	0.6722951983393536	0	0	1.2203081934352293	1.0593344481504825	AKT1;ADCY3;PIK3R1;SLC9A1
Alanine, aspartate and glutamate metabolism	1/35	0.42247025600513266	0.6722951983393536	0	0	1.8648007590132827	1.606779904370449	CAD
Prion diseases	1/35	0.42247025600513266	0.6722951983393536	0	0	1.8648007590132827	1.606779904370449	ELK1
GnRH signaling pathway	2/93	0.42552567974733435	0.6722951983393536	0	0	1.3939329279135104	1.1910180849133365	ADCY3;ELK1
Small cell lung cancer	2/93	0.42552567974733435	0.6722951983393536	0	0	1.3939329279135104	1.1910180849133365	AKT1;PIK3R1
Regulation of actin cytoskeleton	4/214	0.42670791127474955	0.6722951983393536	0	0	1.2085621219171707	1.0292786366664965	MRAS;ACTN1;PIK3R1;SLC9A1
DNA replication	1/36	0.43146656952395823	0.6749369908981918	0	0	1.8114285714285714	1.5226239036443903	POLD1
NF-kappa B signaling pathway	2/95	0.43616476838698137	0.6760581274344711	0	0	1.3638166823259212	1.1316067047794596	PIDD1;CARD10
Aldosterone-regulated sodium reabsorption	1/37	0.4403231886208747	0.6760581274344711	0	0	1.761021505376344	1.4444713777113163	PIK3R1
Amoebiasis	2/96	0.44144434805081906	0.6760581274344711	0	0	1.3492391379191626	1.1032773210168456	ACTN1;PIK3R1
Aldosterone synthesis and secretion	2/98	0.4519213234013618	0.6864389391373191	0	0	1.320995145631068	1.049196666003787	ATF6B;ADCY3
Choline metabolism in cancer	2/99	0.4571178780357978	0.6864389391373191	0	0	1.3073099122543623	1.0233804788248646	AKT1;PIK3R1
Pyruvate metabolism	1/39	0.4576259594248794	0.6864389391373191	0	0	1.6681663837011884	1.3040108518268512	LDHD
Inflammatory mediator regulation of TRP channels	2/100	0.46228594920014116	0.688711720236945	0	0	1.2939039693547323	0.9983396098380466	ADCY3;PIK3R1
T cell receptor signaling pathway	2/101	0.4674251645516498	0.6916629124108872	0	0	1.2807688535843875	0.9740452296491839	AKT1;PIK3R1
Bladder cancer	1/41	0.4743954693616172	0.6926173852679611	0	0	1.5845967741935485	1.181655969704511	ERBB2
Homologous recombination	1/41	0.4743954693616172	0.6926173852679611	0	0	1.5845967741935485	1.181655969704511	POLD1
cGMP-PKG signaling pathway	3/166	0.47861214580866634	0.6941460922655492	0	0	1.1667994582105012	0.8597733631217234	ATF6B;AKT1;ADCY3
Toll-like receptor signaling pathway	2/104	0.48266622489151373	0.6954204161265889	0	0	1.2429088140110414	0.905371955509647	AKT1;PIK3R1
Parathyroid hormone synthesis, secretion and action	2/106	0.49267663118405575	0.703990889348186	0	0	1.2188822504356485	0.8628494761945564	ATF6B;ADCY3
Alzheimer disease	3/171	0.4982583920044239	0.703990889348186	0	0	1.1317833951762524	0.7884415972240233	ERN1;NDUFA3;COX6A2
Influenza A	3/171	0.4982583920044239	0.703990889348186	0	0	1.1317833951762524	0.7884415972240233	NLRX1;AKT1;PIK3R1
Drug metabolism	2/108	0.5025641710343521	0.7055227785674558	0	0	1.1957623496366856	0.8227226935656471	NME3;NME4
Basal transcription factors	1/45	0.5063997382650278	0.7063792527391152	0	0	1.44024926686217	0.9799872603924472	TAF6
Type II diabetes mellitus	1/46	0.5140925126695509	0.7105744900605613	0	0	1.4081720430107527	0.9369301470983799	PIK3R1
Nucleotide excision repair	1/47	0.5216657740120779	0.7105744900605613	0	0	1.3774894810659186	0.8963712172478728	POLD1
Leukocyte transendothelial migration	2/112	0.5219630192445577	0.7105744900605613	0	0	1.1520447190350103	0.7490117102017458	ACTN1;PIK3R1
NOD-like receptor signaling pathway	3/178	0.5251220643727524	0.7105744900605613	0	0	1.0861224489795918	0.699598122667705	NLRX1;SHARPIN;ANTXR1
Tuberculosis	3/179	0.5288952332123823	0.7105744900605613	0	0	1.0798959563164108	0.6878558345068956	MRC2;CEBPB;AKT1
Notch signaling pathway	1/48	0.5291213733054896	0.7105744900605613	0	0	1.3481125600549073	0.8581241101251709	DVL2
Cocaine addiction	1/49	0.5364611326204128	0.7105744900605613	0	0	1.319959677419355	0.8220196274173274	ATF6B
Ovarian steroidogenesis	1/49	0.5364611326204128	0.7105744900605613	0	0	1.319959677419355	0.8220196274173274	ADCY3
Cholesterol metabolism	1/50	0.5436868462178989	0.7105744900605613	0	0	1.292955892034233	0.787903851143389	TSPO
N-Glycan biosynthesis	1/50	0.5436868462178989	0.7105744900605613	0	0	1.292955892034233	0.787903851143389	MGAT1
Amyotrophic lateral sclerosis (ALS)	1/51	0.5508002803857704	0.7105744900605613	0	0	1.2670322580645161	0.7556365030585498	CCS
Neurotrophin signaling pathway	2/119	0.5546729776757889	0.7105744900605613	0	0	1.0827317235084226	0.6381367076045462	AKT1;PIK3R1
Sphingolipid signaling pathway	2/119	0.5546729776757889	0.7105744900605613	0	0	1.0827317235084226	0.6381367076045462	AKT1;PIK3R1
Kaposi sarcoma-associated herpesvirus infection	3/186	0.5548321360746848	0.7105744900605613	0	0	1.0382158824781775	0.6116022500491162	GNG5;AKT1;PIK3R1
Lysosome	2/123	0.5726424790842205	0.7276911941129504	0	0	1.0467249725855199	0.5835425807321488	GALNS;GGA1
Legionellosis	1/55	0.5781656062815222	0.7276911941129504	0	0	1.1729390681003584	0.642647374815548	RAB1B
Pathogenic Escherichia coli infection	1/55	0.5781656062815222	0.7276911941129504	0	0	1.1729390681003584	0.642647374815548	CTTN
Osteoclast differentiation	2/127	0.5900807332174808	0.7384438889978759	0	0	1.0130226537216829	0.534365312128647	AKT1;PIK3R1
Lysine degradation	1/59	0.6038688588718764	0.7514050005280735	0	0	1.0918242491657397	0.550714214049502	DOT1L
Epstein-Barr virus infection	3/201	0.6074453114198298	0.7515848768414843	0	0	0.9588252656434475	0.4779678079604026	CCND3;AKT1;PIK3R1
Oxidative phosphorylation	2/133	0.6152382953220159	0.7534994848169143	0	0	0.9663282195706415	0.4693896944908588	NDUFA3;COX6A2
Glycerolipid metabolism	1/61	0.616128900118138	0.7534994848169143	0	0	1.0553225806451614	0.5110917590259934	TKFC
Spliceosome	2/134	0.6193146450549981	0.7534994848169143	0	0	0.9589585172109444	0.4594771326569535	SRSF2;RBMX
Arachidonic acid metabolism	1/63	0.6280106805683434	0.7556831815630066	0	0	1.0211758584807493	0.4750490746292553	GGT5
Cytosolic DNA-sensing pathway	1/63	0.6280106805683434	0.7556831815630066	0	0	1.0211758584807493	0.4750490746292553	POLR2E
Mitophagy	1/65	0.6395258342102594	0.7611747700654719	0	0	0.9891633064516129	0.4421839529903107	MRAS
Shigellosis	1/65	0.6395258342102594	0.7611747700654719	0	0	0.9891633064516129	0.4421839529903107	CTTN
Human immunodeficiency virus 1 infection	3/212	0.6433148307131359	0.7615456644658203	0	0	0.9078481327285155	0.40047091856695055	GNG5;AKT1;PIK3R1
Retinol metabolism	1/67	0.6506856383444415	0.7620891197292641	0	0	0.9590909090909091	0.4121488356547237	RDH5
Parkinson disease	2/142	0.6507336319149424	0.7620891197292641	0	0	0.903791030975497	0.388318234253197	NDUFA3;COX6A2
Amphetamine addiction	1/68	0.6561357136461532	0.764328304726104	0	0	0.9447279730380356	0.39809668238146295	ATF6B
Leishmaniasis	1/74	0.6871014023945087	0.7917604895309336	0	0	0.8668139637649138	0.3252922198069721	ELK1
Oxytocin signaling pathway	2/153	0.6905308379014079	0.7917604895309336	0	0	0.8374804432156712	0.3101145249909537	ADCY3;ELK1
Ribosome	2/153	0.6905308379014079	0.7917604895309336	0	0	0.8374804432156712	0.3101145249909537	MRPL4;MRPS2
Hepatitis C	2/155	0.6973530179295778	0.793952831073633	0	0	0.8264483787042325	0.29790448712018325	AKT1;PIK3R1
