Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
FoxO signaling pathway	18/132	0.0037375809774301233	0.09717710541318321	0	0	2.1727535778525064	12.144207801831655	CREBBP;MAP2K2;GADD45B;PRMT1;INSR;PLK1;STAT3;ARAF;AGAP2;FOXO4;SLC2A4;MAPK12;IGF1R;MAPK11;AKT2;S1PR1;EP300;HRAS
Notch signaling pathway	9/48	0.00463898160412523	0.10621730997301296	0	0	3.1672438262844165	17.01842588815615	JAG2;NCOR2;CREBBP;KAT2A;NOTCH1;DVL1;EP300;DVL3;RFNG
Endocytosis	28/244	0.0048280595442278616	0.10621730997301296	0	0	1.7872588157019296	9.532006463075637	ARF1;VPS4A;AGAP2;AP2A1;SNX32;IGF1R;CYTH2;ZFYVE27;CYTH4;PSD4;CLTCL1;MVB12A;HRAS;GIT1;AP2M1;SH3GLB2;SNF8;EPS15L1;EPN1;PML;ARFGAP2;ACAP3;EHD4;ACAP1;HGS;CHMP2A;STAMBP;VPS28
Renal cell carcinoma	11/69	0.006709840219143723	0.13707245019107892	0	0	2.604149144939725	13.031631434346602	CREBBP;EGLN3;MAP2K2;EGLN2;BAD;AKT2;PRCC;ARAF;EP300;ARNT;HRAS
AMPK signaling pathway	16/120	0.0075002918896879085	0.1430055653633828	0	0	2.115042227801872	10.348506828062392	CRTC2;INSR;PPP2R5B;PPP2R5D;SLC2A4;ADIPOR1;EEF2;CPT1B;IGF1R;GYS1;PPP2R1A;AKT2;PPP2R2D;RPS6KB2;EIF4EBP1;ULK1
Ribosome	19/153	0.008165170439970839	0.14520764153118476	0	0	1.9504965876935028	9.377749005605015	RPL4;RPS9;RPS5;RPLP1;MRPL14;RPL8;MRPL12;RPL3L;MRPL11;RPS14;RPS28;MRPL2;RPLP2;RPL13;RPS11;RPL18;RPS21;RPS23;RPL19
Dilated cardiomyopathy (DCM)	13/91	0.008631223447657835	0.14520764153118476	0	0	2.2894152479644707	10.880146091736144	MYBPC3;ITGB4;TPM2;TNNC1;TPM1;ADCY6;DES;TNNT2;MYL3;LMNA;TNNI3;EMD;MYH7
Arginine biosynthesis	5/21	0.011881667663178889	0.18720601861143474	0	0	4.2816409124356145	18.97948057333228	ABHD14A-ACY1;ACY1;NOS3;GPT;GLUL
Hypertrophic cardiomyopathy (HCM)	12/85	0.012436763474186223	0.18720601861143474	0	0	2.2569911647888468	9.901642319749401	MYBPC3;DES;ITGB4;TPM2;TNNC1;TNNT2;TPM1;MYL3;LMNA;TNNI3;EMD;MYH7
Non-small cell lung cancer	10/66	0.013479090493661139	0.1927509940593543	0	0	2.4504114792150244	10.552980416924328	RXRB;STAT5A;RASSF1;MAP2K2;GADD45B;BAD;AKT2;STAT3;ARAF;HRAS
Cardiac muscle contraction	11/78	0.016421882334215487	0.21235960843558707	0	0	2.253245965295474	9.25890435352073	TPM2;TNNC1;TNNT2;TPM1;MYL3;UQCRC1;ATP1A4;TNNI3;CYC1;COX5B;MYH7
Proximal tubule bicarbonate reclamation	5/23	0.017548705235879855	0.21235960843558707	0	0	3.8054942359578123	15.384757368960749	CA4;ATP1A4;SLC25A10;SLC38A3;AQP1
Apoptosis	17/143	0.01778095148861302	0.21235960843558707	0	0	1.85403188743946	7.4710579458458986	MAP2K2;GADD45B;BAD;HTRA2;TNFRSF10B;TNFRSF10A;TRAF2;TNFRSF1A;AKT2;DDIT3;LMNA;CAPN1;CTSF;CTSD;HRAS;SPTAN1;BCL2L1
VEGF signaling pathway	9/59	0.01782038672186745	0.21235960843558707	0	0	2.468988929889299	9.943636028305452	MAPK11;MAP2K2;SPHK2;BAD;NOS3;AKT2;SPHK1;HRAS;MAPK12
Spliceosome	16/134	0.020271372246143983	0.2219493842454669	0	0	1.8626967761404214	7.261808362537791	SF3B5;SF3B2;SF3A2;DDX23;PRPF40B;PQBP1;SART1;XAB2;LSM7;PRPF6;DDX39B;PUF60;SNRNP70;ACIN1;SNRNP200;SRSF9
Lysosome	15/123	0.020275195344204952	0.2219493842454669	0	0	1.907585866073635	7.43645079860459	ARSA;IDUA;GAA;AP3D1;CTNS;TCIRG1;MCOLN1;CLN3;GGA3;HYAL1;NEU1;CLTCL1;CTSF;ATP6V0D1;CTSD
Vitamin digestion and absorption	5/24	0.02095326354764897	0.2219493842454669	0	0	3.605011424809264	13.935030587022544	SLC5A6;SCARB1;ABCC1;TCN2;APOA1
Phospholipase D signaling pathway	17/148	0.024074443754910996	0.24095452908087545	0	0	1.7827856078251358	6.643736737160721	ARF1;DGKD;MAP2K2;SPHK2;INSR;SPHK1;AGPAT1;DGKZ;ADCY6;AGPAT3;CYTH2;CYTH4;AKT2;PTK2B;HRAS;PLCB2;RAPGEF3
Insulin signaling pathway	16/137	0.024432452249459398	0.24095452908087545	0	0	1.8162199279005322	6.741523262415645	MAP2K2;BAD;INSR;ARAF;SLC2A4;PPP1CA;PPP1R3F;GYS1;AKT2;MKNK2;RPS6KB2;EIF4EBP1;FLOT1;TRIP10;FLOT2;HRAS
Thyroid hormone signaling pathway	14/116	0.026386107015366835	0.25154755354649716	0	0	1.8843572984749455	6.84948361588173	CREBBP;MAP2K2;NOTCH1;HDAC3;BAD;ATP1A4;MED12;RXRB;KAT2A;MED24;AKT2;EP300;HRAS;PLCB2
Necroptosis	18/162	0.027870290843922077	0.2571259090761843	0	0	1.7173105497771173	6.1483049295539365	STAT5A;RNF31;CAMK2B;USP21;STAT2;VPS4A;STAT3;TNFRSF10B;TNFRSF10A;TRAF2;TNFRSF1A;PYCARD;CHMP2A;CAPN1;RBCK1;GLUL;SQSTM1;FTL
Focal adhesion	21/199	0.030878498520278568	0.26218277269593376	0	0	1.6214662795853656	5.6389654618939	LAMA5;ITGB4;BAD;LAMB2;ILK;ACTN4;PARVB;MYLK3;PPP1CA;IGF1R;COL4A2;COL4A1;AKT2;COL6A2;COL6A1;ZYX;FLNA;FLNC;HRAS;PPP1R12C;BCAR1
Proteasome	7/45	0.03147209943618461	0.26218277269593376	0	0	2.5246480238917117	8.731883627490138	PSMB6;PSMD4;PSMD13;PSMB3;PSMD2;ADRM1;PSMB10
Mitophagy	9/65	0.031595029054828264	0.26218277269593376	0	0	2.2037427517132313	7.613392346129499	FIS1;RHOT2;ATG9A;ULK1;AMBRA1;TBC1D17;HRAS;SQSTM1;BCL2L1
RNA transport	18/165	0.032680284691251	0.26218277269593376	0	0	1.6819904782120871	5.754061332594439	NUP214;POM121;SEC13;THOC5;AAAS;RANGAP1;DDX39B;POM121C;NUP85;EEF1A2;GEMIN4;EIF4EBP1;TACC3;EIF3G;ACIN1;GEMIN8;EIF3D;EIF3B
Collecting duct acid secretion	5/27	0.03363796511341481	0.26218277269593376	0	0	3.1129172519901	10.559326410613032	TCIRG1;ATP6V0E2;ATP6V0D1;SLC12A7;ATP6V1F
Proteoglycans in cancer	21/201	0.033918750313809615	0.26218277269593376	0	0	1.6032762472077438	5.425145821170147	CAMK2B;MAP2K2;FZD4;PTCH1;STAT3;ARAF;IGF2;WNT9B;HSPB2;NUDT16L1;MAPK12;PPP1CA;IGF1R;MAPK11;AKT2;RPS6KB2;TIMP3;FLNA;FLNC;HRAS;PPP1R12C
Hepatitis C	17/155	0.03553687697911789	0.26746175831651886	0	0	1.6917142764920434	5.6455623803075445	SCARB1;MAP2K2;CD81;BAD;STAT2;STAT3;ARAF;NR1H3;TRAF2;TNFRSF1A;CLDN15;PPP2R1A;AKT2;OAS3;PPP2R2D;HRAS;YWHAH
Long-term potentiation	9/67	0.03748914472901889	0.2722603182276723	0	0	2.1275225855706834	6.986154130314229	CAMK2B;CREBBP;MAP2K2;ARAF;EP300;HRAS;PLCB2;RAPGEF3;PPP1CA
Hepatocellular carcinoma	18/168	0.03807836618568843	0.2722603182276723	0	0	1.6480832095096583	5.386115528161321	MAP2K2;GADD45B;FZD4;BAD;ARAF;IGF2;AXIN1;WNT9B;LRP5;KEAP1;IGF1R;AKT2;DVL1;RPS6KB2;DPF3;DVL3;HRAS;BCL2L1
Huntington disease	20/193	0.04059464518330004	0.28317240298594665	0	0	1.588133085604184	5.088567573746589	CREBBP;NDUFA13;NDUFB7;NDUFA11;HTT;AP2A1;DNAH9;COX5B;NDUFS8;NDUFS7;DLG4;NDUFS6;POLR2C;CLTCL1;UQCRC1;EP300;CYC1;PLCB2;NDUFV1;AP2M1
Endometrial cancer	8/58	0.04218870783122314	0.28515136401470137	0	0	2.1930383480825957	6.9422880735369885	MAP2K2;GADD45B;BAD;AKT2;ARAF;AXIN1;ILK;HRAS
Amino sugar and nucleotide sugar metabolism	7/48	0.04287240787633622	0.28515136401470137	0	0	2.339540234016931	7.368444743962601	GMPPB;GPI;CYB5R3;NAGK;AMDHD2;GFPT2;RENBP
Alzheimer disease	18/171	0.044099134951291565	0.2866443771833952	0	0	1.6155056376190893	5.042502160768826	NDUFA13;NDUFB7;NDUFA11;LRP1;BAD;ATP2A3;ATP2A1;COX5B;HSD17B10;TNFRSF1A;NDUFS8;NDUFS7;NDUFS6;UQCRC1;CAPN1;CYC1;NDUFV1;PLCB2
Arginine and proline metabolism	7/49	0.04719476493442779	0.29994895047214104	0	0	2.2837140751658067	6.97325768093885	GAMT;ALDH4A1;ALDH2;CKM;NOS3;SAT2;CNDP2
Citrate cycle (TCA cycle)	5/30	0.050246161414960674	0.3057532375463564	0	0	2.738925680647535	8.191636784699098	PC;MDH2;IDH3G;IDH2;ACO2
Glyoxylate and dicarboxylate metabolism	5/30	0.050246161414960674	0.3057532375463564	0	0	2.738925680647535	8.191636784699098	GRHPR;SHMT2;MDH2;ACO2;GLUL
N-Glycan biosynthesis	7/50	0.05178522820527485	0.3085536513897626	0	0	2.230484481842642	6.603684639906134	MAN2A2;MGAT5B;MGAT4B;MGAT3;MOGS;ALG12;ALG1
cGMP-PKG signaling pathway	17/166	0.06090108897255891	0.3554634989010581	0	0	1.5658908935093148	4.3821522784048925	MAP2K2;BAD;NOS3;NPR2;INSR;SRF;PDE2A;ATP2A3;ATP1A4;ATP2A1;MYLK3;ADCY6;PPP1CA;AKT2;PLCB2;MEF2D;MYH7
PI3K-Akt signaling pathway	32/354	0.06314911380647172	0.35813088090351286	0	0	1.3663850185589317	3.774305849056224	LAMA5;CRTC2;PKN3;ITGB4;EFNA4;IGF1R;GYS1;PPP2R1A;AKT2;CD19;EIF4EBP1;HRAS;YWHAH;MAP2K2;BAD;LAMB2;NOS3;INSR;IGF2;PPP2R5B;PPP2R5D;COL4A2;COL4A1;CDC37;GNB2;COL6A2;COL6A1;PPP2R2D;RPS6KB2;PKN1;EPHA2;BCL2L1
PPAR signaling pathway	9/74	0.06386249974153552	0.35813088090351286	0	0	1.8976894692023842	5.220587278660442	RXRB;FADS2;PLIN4;ILK;APOA1;NR1H3;CPT1B;SLC27A5;PPARD
Salmonella infection	10/86	0.06745381612900053	0.3709959887095029	0	0	1.8036227940604836	4.8631300009319745	PYCARD;MAPK11;KLC2;PKN3;MYH14;FLNA;PLEKHM2;FLNC;PKN1;MAPK12
Oxidative phosphorylation	14/133	0.06963537923023745	0.3754911035200127	0	0	1.613681917211329	4.299627258861808	NDUFA13;NDUFB7;NDUFA11;TCIRG1;COX5B;NDUFS8;NDUFS7;NDUFS6;UQCRC1;CYC1;ATP6V0D1;ATP6V0E2;NDUFV1;ATP6V1F
Base excision repair	5/33	0.07089692164363876	0.3754911035200127	0	0	2.4450751603069483	6.470960520997359	MPG;NTHL1;APEX1;POLD2;APEX2
MAPK signaling pathway	27/295	0.07322235345195444	0.38075623795016306	0	0	1.384074392435727	3.6183227497362656	SRF;ARAF;ECSIT;RASGRP2;EFNA4;CACNA1H;IGF1R;MAPK7;IRAK1;AKT2;MKNK2;FLNA;FLNC;MAP3K6;HRAS;MAP2K2;GADD45B;INSR;IGF2;TRAF2;DUSP8;MAPK8IP3;MAPK12;TNFRSF1A;MAPK11;DDIT3;EPHA2
Pathways in cancer	45/530	0.07556203853328634	0.38475130920972755	0	0	1.276810767294811	3.2977484556294425	CAMK2B;LAMA5;NOTCH1;ARAF;LRP5;KEAP1;RASGRP2;ADCY6;IGF1R;RXRB;RASSF1;AKT2;DVL1;DVL3;EP300;HRAS;JAG2;STAT5A;ZBTB17;CREBBP;EGLN3;EGLN2;MAP2K2;JUP;GADD45B;FZD4;BAD;LAMB2;STAT2;PTCH1;DAPK3;STAT3;WNT9B;IGF2;AXIN1;ARNT;TRAF2;PML;COL4A2;COL4A1;GNB2;RPS6KB2;PLCB2;PPARD;BCL2L1
Breast cancer	15/147	0.0766812049823583	0.38475130920972755	0	0	1.5587303726666217	4.002973360303455	JAG2;MAP2K2;NOTCH1;GADD45B;FZD4;ARAF;AXIN1;WNT9B;LRP5;IGF1R;AKT2;DVL1;RPS6KB2;DVL3;HRAS
SNARE interactions in vesicular transport	5/34	0.07867280005692542	0.38793828993587365	0	0	2.3606353556113775	6.0018157700882035	VAMP8;STX5;STX4;STX11;STX1A
Melanogenesis	11/101	0.08282051543741287	0.395213425233317	0	0	1.675338753387534	4.173401986085427	CAMK2B;CREBBP;MAP2K2;FZD4;DVL1;WNT9B;EP300;DVL3;HRAS;PLCB2;ADCY6
Synaptic vesicle cycle	9/78	0.08317089409990493	0.395213425233317	0	0	1.7872934381517729	4.444744668467589	NAPA;CLTCL1;AP2A1;TCIRG1;ATP6V0D1;ATP6V0E2;AP2M1;STX1A;ATP6V1F
Oocyte meiosis	13/125	0.08429377251479837	0.395213425233317	0	0	1.5914930739135031	3.936474230088337	CAMK2B;PLK1;PPP2R5B;PPP2R5D;ADCY6;MAPK12;IGF1R;ANAPC11;PPP1CA;ESPL1;PPP2R1A;ANAPC2;YWHAH
Epithelial cell signaling in Helicobacter pylori infection	8/68	0.09055357701050581	0.4033204245362772	0	0	1.8265486725663718	4.3870294287307665	MAPK11;CSK;TCIRG1;ATP6V0D1;ATP6V0E2;GIT1;MAPK12;ATP6V1F
Pyrimidine metabolism	7/57	0.09158307361345795	0.4033204245362772	0	0	1.917494473102432	4.583787431569214	CANT1;UCK1;UPP1;UMPS;DCTPP1;UCKL1;DHODH
Glucagon signaling pathway	11/103	0.09216769853494186	0.4033204245362772	0	0	1.6387416048073524	3.906998506459743	CAMK2B;GYS1;CRTC2;CREBBP;PPP4C;PRMT1;AKT2;PGAM2;EP300;CPT1B;PLCB2
Signaling pathways regulating pluripotency of stem cells	14/139	0.09225601868022601	0.4033204245362772	0	0	1.5357274074074074	3.65992675241828	MAP2K2;FZD4;STAT3;AXIN1;WNT9B;MAPK12;IGF1R;MAPK11;AKT2;DVL1;DVL3;ID3;JARID2;HRAS
Viral carcinogenesis	19/201	0.09307394412375629	0.4033204245362772	0	0	1.4323542628375343	3.4009261050890216	STAT5A;VAC14;CREBBP;GSN;HDAC3;HDAC10;BAD;SRF;STAT3;MRPS18B;UBR4;TRAF2;ACTN4;KAT2A;DNAJA3;EP300;ATP6V0D1;HRAS;YWHAH
Adipocytokine signaling pathway	8/69	0.09664695271852819	0.4099334749810584	0	0	1.7965085352289762	4.197884612231502	RXRB;AKT2;STAT3;TRAF2;SLC2A4;ADIPOR1;CPT1B;TNFRSF1A
Protein processing in endoplasmic reticulum	16/165	0.09810392639650235	0.4099334749810584	0	0	1.4726863561229164	3.419176984440196	BCAP31;SEC13;SSR2;DERL3;EDEM2;MOGS;TRAF2;RAD23A;HERPUD1;DDIT3;LMAN2;FBXO6;STUB1;CAPN1;P4HB;UBXN6
Sulfur relay system	2/8	0.09890003417375186	0.4099334749810584	0	0	4.559471365638767	10.549001295742805	MPST;TST
Small cell lung cancer	10/93	0.1014131463704658	0.41113430902007636	0	0	1.6508871527468811	3.7781419992268885	RXRB;LAMA5;ZBTB17;COL4A2;GADD45B;COL4A1;LAMB2;AKT2;TRAF2;BCL2L1
Nitrogen metabolism	3/17	0.10526832043775458	0.41113430902007636	0	0	2.931982785766768	6.600605006149268	CA4;GLUL;CA14
Lysine degradation	7/59	0.10541001646509497	0.41113430902007636	0	0	1.8435462842242503	4.147790387123301	KMT2D;ALDH2;SUV39H1;KMT2B;SETD1A;PLOD1;COLGALT1
Endocrine and other factor-regulated calcium reabsorption	6/48	0.10637740862757221	0.41113430902007636	0	0	1.9560277719335157	4.382992799209681	CLTCL1;ATP1A4;AP2A1;PLCB2;ADCY6;AP2M1
Valine, leucine and isoleucine degradation	6/48	0.10637740862757221	0.41113430902007636	0	0	1.9560277719335157	4.382992799209681	BCKDHA;ALDH2;IVD;HSD17B10;ACADS;BCAT2
Biosynthesis of unsaturated fatty acids	4/27	0.10839470948060295	0.41334515881936595	0	0	2.3801790281329924	5.288700668353371	FADS2;TECR;ACOT2;ACOT1
Human T-cell leukemia virus 1 infection	20/219	0.11211754480710119	0.42191602387935445	0	0	1.3786940655659248	3.0168686266843117	STAT5A;VAC14;CREBBP;CRTC2;CRTC3;MAP2K2;TRRAP;SRF;GPS2;ADCY6;ANAPC11;TNFRSF1A;KAT2A;KAT5;ESPL1;AKT2;EP300;HRAS;ANAPC2;BCL2L1
Ovarian steroidogenesis	6/49	0.11463545544876265	0.4257888345239756	0	0	1.9104360036990102	4.138000827126611	SCARB1;HSD17B1;INSR;ACOT2;ADCY6;IGF1R
Adherens junction	8/72	0.11627755428588382	0.426351032381574	0	0	1.7120206489675516	3.6838836368007146	FARP2;CREBBP;INSR;EP300;ACTN4;BAIAP2;NECTIN2;IGF1R
Glycerolipid metabolism	7/61	0.12029206224542499	0.42900334468084006	0	0	1.775075738966675	3.7593133405428354	DGKD;ALDH2;GPAT4;AGPAT1;DGKZ;AGPAT3;PNPLA2
Sulfur metabolism	2/9	0.12159297348442237	0.42900334468084006	0	0	3.907908537864485	8.234260661443225	MPST;TST
Cholesterol metabolism	6/50	0.12320594428189736	0.42900334468084006	0	0	1.866916588566073	3.9091328736368682	SCARB1;LRPAP1;LRP1;OSBPL5;APOA1;LCAT
Pyruvate metabolism	5/39	0.12391301284427078	0.42900334468084006	0	0	2.012942042159027	4.203376192694157	GRHPR;PC;ALDH2;MDH2;HAGH
ErbB signaling pathway	9/85	0.12450097065912491	0.42900334468084006	0	0	1.6220625364148378	3.379472836483178	CAMK2B;STAT5A;MAP2K2;BAD;AKT2;RPS6KB2;ARAF;EIF4EBP1;HRAS
Inositol phosphate metabolism	8/74	0.1304624462333828	0.44419356693747	0	0	1.6599624564226334	3.3807955069797515	ITPKC;TPI1;IMPA2;MTMR14;ITPK1;INPP5E;PI4KB;PLCB2
Glycine, serine and threonine metabolism	5/40	0.134151677068859	0.4457700824813122	0	0	1.9553242930726376	3.927824547254375	GAMT;GRHPR;SHMT2;PGAM2;GCAT
Basal cell carcinoma	7/63	0.13619127897338723	0.4457700824813122	0	0	1.7114959469417834	3.4122007721930827	GADD45B;FZD4;PTCH1;DVL1;AXIN1;WNT9B;DVL3
Phosphatidylinositol signaling system	10/99	0.1371600253788653	0.4457700824813122	0	0	1.5390934891208736	3.0575738473612093	ITPKC;DGKD;IMPA2;MTMR14;INPP5E;ITPK1;PI4KB;IP6K1;DGKZ;PLCB2
Progesterone-mediated oocyte maturation	10/99	0.1371600253788653	0.4457700824813122	0	0	1.5390934891208736	3.0575738473612093	MAPK11;AKT2;PLK1;ARAF;KIF22;ADCY6;MAPK12;IGF1R;ANAPC2;ANAPC11
Gastric cancer	14/149	0.13905063231644296	0.4468368633989066	0	0	1.421201646090535	2.803913102472263	MAP2K2;GADD45B;JUP;FZD4;ARAF;AXIN1;WNT9B;LRP5;RXRB;AKT2;DVL1;RPS6KB2;DVL3;HRAS
Apelin signaling pathway	13/137	0.14218967779875977	0.447424588579085	0	0	1.436546405291182	2.8021178702519483	MAP2K2;SPHK2;NOS3;SPHK1;MYLK3;ADCY6;AKT2;GNB2;MYL3;RPS6KB2;HRAS;PLCB2;MEF2D
AGE-RAGE signaling pathway in diabetic complications	10/100	0.1436915330715423	0.447424588579085	0	0	1.5219103889709502	2.9526376605962015	STAT5A;MAPK11;COL4A2;COL4A1;NOS3;AKT2;STAT3;HRAS;PLCB2;MAPK12
Bladder cancer	5/41	0.14475340343863252	0.447424588579085	0	0	1.900907530046603	3.6739289403088717	RASSF1;MAP2K2;DAPK3;ARAF;HRAS
Chronic myeloid leukemia	8/76	0.14549121237012205	0.447424588579085	0	0	1.6109665104980044	3.10536282424496	STAT5A;MAP2K2;GADD45B;BAD;AKT2;ARAF;HRAS;BCL2L1
Glycosaminoglycan biosynthesis	6/53	0.150704106356982	0.45852525976698777	0	0	1.7474696832012033	3.3069761541009277	CHST12;B3GAT3;B4GALT7;ST3GAL1;ST3GAL2;ST3GAL3
Fanconi anemia pathway	6/54	0.160432452309731	0.4825170480659297	0	0	1.7109720176730485	3.1308773816448925	MUS81;FANCA;FANCE;TELO2;FANCG;FAAP100
Thermogenesis	20/231	0.16196376438576662	0.4825170480659297	0	0	1.2994386143082826	2.365475502249645	NDUFA13;NDUFB7;NDUFA11;COX5B;CPT1B;ADCY6;MAPK12;MAPK11;NDUFS8;NDUFS7;NDUFS6;ZNF516;RPS6KB2;UQCRC1;DPF3;NDUFAF3;CYC1;HRAS;NDUFV1;PNPLA2
mRNA surveillance pathway	9/91	0.16719305733819445	0.4890898212916301	0	0	1.502889028890289	2.6880764881387145	CPSF7;DDX39B;CPSF1;PPP2R1A;PPP2R2D;PPP2R5B;ACIN1;PPP2R5D;PPP1CA
Rap1 signaling pathway	18/206	0.16759021848454458	0.4890898212916301	0	0	1.3122569631058139	2.343997288926853	FARP2;MAP2K2;RGS14;INSR;RASGRP2;EFNA4;ADCY6;MAPK12;IGF1R;MAPK11;ADORA2A;AKT2;HRAS;PLCB2;RAPGEF3;SIPA1;BCAR1;EPHA2
Cushing syndrome	14/155	0.17240844672361716	0.49806884609044955	0	0	1.3602836879432625	2.391227632663404	CAMK2B;SCARB1;KMT2D;MAP2K2;FZD4;AIP;AXIN1;WNT9B;ARNT;CACNA1H;ADCY6;DVL1;DVL3;PLCB2
Fatty acid degradation	5/44	0.17856411194404956	0.5106933601599817	0	0	1.7544008603611252	3.0224950860163458	ACADVL;ALDH2;ECI1;ACADS;CPT1B
GnRH signaling pathway	9/93	0.1827822831701037	0.5127836325100278	0	0	1.4669478123352662	2.4930184600174266	CAMK2B;MAPK11;MAP2K2;MAPK7;PTK2B;HRAS;PLCB2;ADCY6;MAPK12
Dopaminergic synapse	12/131	0.1828808759301498	0.5127836325100278	0	0	1.3811098403858584	2.3463955295872942	CAMK2B;MAPK11;GSK3A;PPP2R1A;AKT2;GNB2;PPP2R2D;PPP2R5B;PPP2R5D;PLCB2;MAPK12;PPP1CA
Other types of O-glycan biosynthesis	3/22	0.1865284093601122	0.5179332531746805	0	0	2.159828299624889	3.626722606164869	RFNG;COLGALT1;ST3GAL3
Influenza A	15/171	0.19027888833755868	0.5187254230056834	0	0	1.317215031077151	2.1856080736510486	CREBBP;MAP2K2;STAT2;TNFRSF10B;TNFRSF10A;FURIN;PML;MAPK12;TNFRSF1A;PYCARD;MAPK11;DDX39B;AKT2;OAS3;EP300
Glycosphingolipid biosynthesis	5/45	0.19044115180278584	0.5187254230056834	0	0	1.7104488594554819	2.8366289935463675	B4GALNT1;ST3GAL1;ST3GAL2;ST3GAL3;ST6GALNAC6
ECM-receptor interaction	8/82	0.1952384358925765	0.5265850861119172	0	0	1.4798692497807542	2.4174163195226592	LAMA5;COL4A2;ITGB4;COL4A1;LAMB2;COL6A2;COL6A1;AGRN
Prolactin signaling pathway	7/70	0.19908358254302236	0.5265850861119172	0	0	1.520756570867109	2.454547533559523	STAT5A;MAPK11;MAP2K2;AKT2;STAT3;HRAS;MAPK12
Cellular senescence	14/160	0.20298389627005992	0.5265850861119172	0	0	1.313343480466768	2.0942951173479942	MAP2K2;GADD45B;LIN37;ZFP36L2;MAPK12;ZFP36L1;PPP1CA;MAPK11;AKT2;EIF4EBP1;CAPN1;SQSTM1;HRAS;RAD9A
