Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Cell adhesion molecules (CAMs)	1/145	0.38634818487522243	0.5048225710109218	0	0	2.082175925925926	1.980183209104384	SDC3
Breast cancer	1/147	0.3904827866654187	0.5048225710109218	0	0	2.053445413034454	1.9310013192256277	WNT3A
Retrograde endocannabinoid signaling	1/148	0.39253978454401983	0.5048225710109218	0	0	2.039373325087611	1.9070534507964187	NDUFV3
Non-alcoholic fatty liver disease (NAFLD)	1/149	0.39458994372527983	0.5048225710109218	0	0	2.0254914004914006	1.8835210024911972	NDUFV3
Gastric cancer	1/149	0.39458994372527983	0.5048225710109218	0	0	2.0254914004914006	1.8835210024911972	WNT3A
mTOR signaling pathway	1/152	0.4006996125992785	0.5048225710109218	0	0	1.9849488260084287	1.8153215070510793	WNT3A
Phagosome	1/152	0.4006996125992785	0.5048225710109218	0	0	1.9849488260084287	1.8153215070510793	ATP6V0B
Cushing syndrome	1/155	0.4067485349917286	0.5048225710109218	0	0	1.9459858323494688	1.7505312773378598	WNT3A
Wnt signaling pathway	1/158	0.41273730576466583	0.5048225710109218	0	0	1.9085118702953099	1.6889260367837182	WNT3A
Hippo signaling pathway	1/160	0.41669669325814374	0.5048225710109218	0	0	1.8843148465789976	1.6495229534792242	WNT3A
cGMP-PKG signaling pathway	1/166	0.4284177495076014	0.5048225710109218	0	0	1.81524334251607	1.5387028350226102	KCNMB4
Hepatocellular carcinoma	1/168	0.432272969291957	0.5048225710109218	0	0	1.7933224460170567	1.5040559791814745	WNT3A
Alzheimer disease	1/171	0.43800781896535856	0.5048225710109218	0	0	1.7614081996434938	1.4540750852345445	NDUFV3
Tuberculosis	1/179	0.45302323892131435	0.5091248225235356	0	0	1.6815628192032686	1.3314813747820013	ATP6V0B
Axon guidance	1/181	0.45671491432258343	0.5091248225235356	0	0	1.6627104377104378	1.303059357256488	PLXNB3
Proteoglycans in cancer	1/201	0.4923077886476022	0.5399504778715637	0	0	1.4949242424242424	1.0593798155564007	WNT3A
Thermogenesis	1/231	0.5414320345924787	0.5844028309887072	0	0	1.297957839262187	0.7963461110566346	NDUFV3
Endocytosis	1/244	0.5612360798438892	0.5963133348341323	0	0	1.2277091906721536	0.7091415773008992	VPS25
Cytokine-cytokine receptor interaction	1/294	0.6298553959488453	0.6553817146587274	0	0	1.0156169200537801	0.4694841719839666	IL34
MicroRNAs in cancer	1/299	0.6361057818746472	0.6553817146587274	0	0	0.9983221476510067	0.4516313614650097	WNT3A
Herpes simplex virus 1 infection	1/492	0.8120538722449965	0.8241740792934293	0	0	0.5999506264272049	0.12490287852034192	ZNF554
Pathways in cancer	1/530	0.835106958486399	0.835106958486399	0	0	0.555765595463138	0.10014644176114415	WNT3A
