Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Parathyroid hormone synthesis, secretion and action	1/106	0.3708118094826056	0.5326373345565619	0	0	2.193576965669989	2.176161274432933	PDE4D
Th17 cell differentiation	1/107	0.3735633565033754	0.5326373345565619	0	0	2.1727731461167177	2.1394594486333274	STAT6
MicroRNAs in cancer	2/299	0.3744282252823356	0.5326373345565619	0	0	1.5540503069914835	1.5266293211575472	ERBB3;TIMP3
TNF signaling pathway	1/110	0.3817468288508038	0.5355059682490442	0	0	2.112652016215063	2.0344789095422615	VEGFC
Toxoplasmosis	1/113	0.3898246089065554	0.5393463767063301	0	0	2.0557516611295683	1.9366380420805769	LAMB1
Osteoclast differentiation	1/127	0.4261626210011654	0.5599694645516101	0	0	1.8260428202288668	1.5574944927708072	TNFRSF11A
Purine metabolism	1/129	0.4311760287689109	0.5599694645516101	0	0	1.797329215116279	1.5119831671028794	PDE4D
Relaxin signaling pathway	1/130	0.4336664714546632	0.5599694645516101	0	0	1.7833062916892013	1.4899159189770774	VEGFC
Natural killer cell mediated cytotoxicity	1/131	0.43614613519360557	0.5599694645516101	0	0	1.769499105545617	1.4682912860531891	TNFRSF10B
FoxO signaling pathway	1/132	0.4386150660099533	0.5599694645516101	0	0	1.7559027161370495	1.447097537089978	INSR
Estrogen signaling pathway	1/137	0.45080032782898727	0.5599694645516101	0	0	1.6909199726402189	1.3472079711349176	FKBP4
Insulin signaling pathway	1/137	0.45080032782898727	0.5599694645516101	0	0	1.6909199726402189	1.3472079711349176	INSR
Signaling pathways regulating pluripotency of stem cells	1/139	0.4556008947764411	0.5599694645516101	0	0	1.6662453656892484	1.30989893835578	AXIN2
Apoptosis	1/143	0.46507793149379617	0.5599694645516101	0	0	1.6189813298395022	1.239411631139873	TNFRSF10B
Cell adhesion molecules (CAMs)	1/145	0.46975510697279976	0.5599694645516101	0	0	1.5963339793281655	1.2061001914285707	PVR
Breast cancer	1/147	0.4743918527518782	0.5599694645516101	0	0	1.5743071041733037	1.1739948208658215	AXIN2
Gastric cancer	1/149	0.47898851423064454	0.5599694645516101	0	0	1.5528755499685731	1.14303855474465	AXIN2
Oxytocin signaling pathway	1/153	0.48806295154219737	0.5599694645516101	0	0	1.5117044063647491	1.0843620216374719	CAMKK2
Ribosome	1/153	0.48806295154219737	0.5599694645516101	0	0	1.5117044063647491	1.0843620216374719	RPS17
Cushing syndrome	1/155	0.4925414037678645	0.5599694645516101	0	0	1.4919208698278466	1.0565436778339263	AXIN2
Wnt signaling pathway	1/158	0.4991865642563288	0.5599694645516101	0	0	1.4631906384239373	1.0165888271993788	AXIN2
Hippo signaling pathway	1/160	0.5035688078695999	0.5599694645516101	0	0	1.4446394617522305	0.9910731132889748	AXIN2
JAK-STAT signaling pathway	1/162	0.507913142542857	0.5599694645516101	0	0	1.426549183879821	0.9664083626105539	STAT6
Hepatitis B	1/163	0.5100711954331498	0.5599694645516101	0	0	1.4176715475165087	0.9543835232773217	STAT6
cGMP-PKG signaling pathway	1/166	0.5164893790414128	0.5609185729374483	0	0	1.3916842847075406	0.9194865778454283	INSR
Influenza A	1/171	0.5270021532050092	0.5662469944011269	0	0	1.3504103967168262	0.8650062501875397	TNFRSF10B
Alcoholism	1/180	0.5453588453975674	0.5798025619489927	0	0	1.2819280239054176	0.7772474070278572	CAMKK2
Transcriptional misregulation in cancer	1/186	0.5572035583873941	0.5842210685739803	0	0	1.2399748585795098	0.7251678637968909	SPINT1
Calcium signaling pathway	1/188	0.5610836005116444	0.5842210685739803	0	0	1.2265887327446836	0.7088276763520139	ERBB3
cAMP signaling pathway	1/212	0.6051029754458016	0.6236265359186323	0	0	1.0857489253830046	0.5454331691039368	PDE4D
Endocytosis	1/244	0.6570745056572703	0.6703487380947909	0	0	0.9412383960187578	0.3952804664011786	CHMP4C
Neuroactive ligand-receptor interaction	1/338	0.7737435052554019	0.7814809403079559	0	0	0.675453729901318	0.17326391144610065	NMU
Olfactory transduction	1/444	0.8587764780401316	0.8587764780401316	0	0	0.5110504488424589	0.07780569463762774	ANO2
