Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Measles	2/138	0.33058933530358164	0.6875589099918828	0	0	1.71362687086669	1.8967764880108853	STAT5B;HSPA8
Sphingolipid metabolism	1/47	0.3323851182094551	0.6875589099918828	0	0	2.5297953964194373	2.7864709361019444	ACER1
Notch signaling pathway	1/48	0.33810666167795217	0.6875589099918828	0	0	2.4758448060075096	2.6847909212615453	MAML3
Arginine and proline metabolism	1/49	0.3437794549959414	0.6875589099918828	0	0	2.4241421568627453	2.5883897787945456	P4HA2
Cocaine addiction	1/49	0.3437794549959414	0.6875589099918828	0	0	2.4241421568627453	2.5883897787945456	GRM2
Adrenergic signaling in cardiomyocytes	2/145	0.3523597439154425	0.6888100052376546	0	0	1.6291637356726114	1.6993849700665407	PPP2R2D;ADCY7
Phospholipase D signaling pathway	2/148	0.36161733992630496	0.6888100052376546	0	0	1.595444597552079	1.622836304466428	GRM2;ADCY7
Fanconi anemia pathway	1/54	0.37142650185754833	0.6888100052376546	0	0	2.194894561598224	2.173832959100051	TOP3A
Legionellosis	1/55	0.37681534567949654	0.6888100052376546	0	0	2.1541394335511983	2.102440110375338	HSPA8
Regulation of lipolysis in adipocytes	1/55	0.37681534567949654	0.6888100052376546	0	0	2.1541394335511983	2.102440110375338	ADCY7
Oxytocin signaling pathway	2/153	0.37693602872277615	0.6888100052376546	0	0	1.54222344135742	1.504716244966273	EEF2;ADCY7
Cushing syndrome	2/155	0.38302181013504405	0.6888100052376546	0	0	1.5219089608229879	1.4605202454993682	GNA11;ADCY7
Pyrimidine metabolism	1/57	0.3874556279461807	0.6888100052376546	0	0	2.0769957983193277	1.9693117604884305	UPP1
Hippo signaling pathway	2/160	0.3981237761099461	0.697216566193579	0	0	1.4733727810650887	1.3569650258704073	PPP2R2D;BMP6
Long-term depression	1/60	0.4030783273306628	0.697216566193579	0	0	1.971086739780658	1.7909774575934232	GNA11
Non-small cell lung cancer	1/66	0.4331451732041908	0.7392344289351523	0	0	1.7885972850678733	1.4964877513825037	STAT5B
Prolactin signaling pathway	1/70	0.4523483311427283	0.7475653310563266	0	0	1.6845694799658995	1.3363736040932037	STAT5B
Adherens junction	1/72	0.46170596440418255	0.7475653310563266	0	0	1.6369511184755592	1.2650800731082525	BAIAP2
Bile secretion	1/72	0.46170596440418255	0.7475653310563266	0	0	1.6369511184755592	1.2650800731082525	ADCY7
Thyroid hormone synthesis	1/74	0.47090462403463723	0.7475653310563266	0	0	1.591941982272361	1.19889103278921	ADCY7
Gastric acid secretion	1/75	0.4754451796663091	0.7475653310563266	0	0	1.570349761526232	1.1675608478038089	ADCY7
Pathways in cancer	5/530	0.4756271257395458	0.7475653310563266	0	0	1.1075157773952955	0.8230183217400048	STAT5B;HSP90AB1;ZBTB16;GNA11;ADCY7
Chronic myeloid leukemia	1/76	0.4799469951933051	0.7475653310563266	0	0	1.5493333333333332	1.13733400577511	STAT5B
Chemokine signaling pathway	2/190	0.4847493943568368	0.7475653310563266	0	0	1.2363716479919427	0.895285436482592	STAT5B;ADCY7
Huntington disease	2/193	0.49298927880916493	0.7512217581853942	0	0	1.2167663186591902	0.8605797006002238	POLR2F;SLC25A6
ECM-receptor interaction	1/82	0.5061625570839136	0.7557655297531305	0	0	1.4341321713870734	0.9764968699493402	COL1A1
ErbB signaling pathway	1/85	0.5187733496680779	0.7557655297531305	0	0	1.382703081232493	0.9074517122263099	STAT5B
GABAergic synapse	1/89	0.5350910555486479	0.7557655297531305	0	0	1.3195855614973262	0.8251610650503559	ADCY7
Human papillomavirus infection	3/330	0.538100096590287	0.7557655297531305	0	0	1.0649847094801224	0.6599824016797572	COL1A1;PPP2R2D;MAML3
Salivary secretion	1/90	0.5390837842734496	0.7557655297531305	0	0	1.3046926635822869	0.8061490821430515	ADCY7
Dilated cardiomyopathy (DCM)	1/91	0.5430424214147953	0.7557655297531305	0	0	1.2901307189542484	0.7877123237412353	ADCY7
Morphine addiction	1/91	0.5430424214147953	0.7557655297531305	0	0	1.2901307189542484	0.7877123237412353	ADCY7
Human immunodeficiency virus 1 infection	2/212	0.5432064745100625	0.7557655297531305	0	0	1.105607213299521	0.6747142523863782	GNA11;TAP1
IL-17 signaling pathway	1/93	0.5508585758757346	0.7573606358001843	0	0	1.2619565217391304	0.7524758645514192	HSP90AB1
Prostate cancer	1/97	0.566094355926444	0.7573606358001843	0	0	1.2091299019607844	0.6879882737820335	HSP90AB1
Pancreatic secretion	1/98	0.5698223191759351	0.7573606358001843	0	0	1.1966040024257125	0.6730068117406004	ADCY7
Inflammatory mediator regulation of TRP channels	1/100	0.5771829849119133	0.7573606358001843	0	0	1.172311348781937	0.6442975473743275	ADCY7
Melanogenesis	1/101	0.580816225850475	0.7573606358001843	0	0	1.1605294117647058	0.6305398598632738	ADCY7
Ribosome biogenesis in eukaryotes	1/101	0.580816225850475	0.7573606358001843	0	0	1.1605294117647058	0.6305398598632738	NOB1
PI3K-Akt signaling pathway	3/354	0.585771116751705	0.7573606358001843	0	0	0.9909442409442409	0.5299828946872853	COL1A1;HSP90AB1;PPP2R2D
Herpes simplex virus 1 infection	4/492	0.6095454371574704	0.7802181595615622	0	0	0.9492981250613527	0.469942237939146	EIF2B5;ZNF707;ZNF74;TAP1
Toxoplasmosis	1/113	0.6220678796437814	0.7883632534099408	0	0	1.0355567226890756	0.49158505270481057	HSPA8
Lysosome	1/123	0.6533423631831753	0.8198806126220238	0	0	0.9501928640308582	0.4044533879514311	GAA
Autophagy	1/128	0.6680007107819316	0.8256784863863865	0	0	0.9125521074571561	0.3681837863681066	IGBP1
Dopaminergic synapse	1/131	0.6764981942916616	0.8256784863863865	0	0	0.8913574660633484	0.3483652278581477	PPP2R2D
Apelin signaling pathway	1/137	0.6928498717824442	0.8256784863863865	0	0	0.8517733564013841	0.31255136655683086	ADCY7
Fluid shear stress and atherosclerosis	1/139	0.6981157089458854	0.8256784863863865	0	0	0.8393435635123615	0.3016352471220815	HSP90AB1
Parkinson disease	1/142	0.7058466409792521	0.8256784863863865	0	0	0.8213600333750521	0.2861267532825892	SLC25A6
Apoptosis	1/143	0.7083796243256313	0.8256784863863865	0	0	0.8155343827671914	0.2811759780883987	DDIT3
Retrograde endocannabinoid signaling	1/148	0.7207229272899629	0.8256784863863865	0	0	0.787595038015206	0.2579377727077755	ADCY7
MAPK signaling pathway	2/295	0.7208407488006338	0.8256784863863865	0	0	0.7890623422259022	0.25828933269772714	HSPA8;DDIT3
Non-alcoholic fatty liver disease (NAFLD)	1/149	0.7231285355597956	0.8256784863863865	0	0	0.7822337042925278	0.2535753636832854	DDIT3
mTOR signaling pathway	1/152	0.7302224531219618	0.8256784863863865	0	0	0.7665757693805999	0.24101606807564652	SLC3A2
Phagosome	1/152	0.7302224531219618	0.8256784863863865	0	0	0.7665757693805999	0.24101606807564652	TAP1
Hepatitis C	1/155	0.7371356469711764	0.8256784863863865	0	0	0.751527883880825	0.2292034922834323	PPP2R2D
Cellular senescence	1/160	0.7482684094521747	0.8256784863863865	0	0	0.7277099519052904	0.21103117719276301	SLC25A6
JAK-STAT signaling pathway	1/162	0.7525891168902356	0.8256784863863865	0	0	0.718597004018999	0.20425103858771168	STAT5B
Hepatitis B	1/163	0.7547217414625563	0.8256784863863865	0	0	0.7141249092229485	0.20095914276619756	STAT5B
NOD-like receptor signaling pathway	1/178	0.7846028001170462	0.8510945628388298	0	0	0.6531073446327683	0.15842926207887809	HSP90AB1
Focal adhesion	1/199	0.8204516194525798	0.8695354535147175	0	0	0.5832144979203803	0.11541834445929426	COL1A1
Viral carcinogenesis	1/201	0.8235394118409826	0.8695354535147175	0	0	0.5773235294117647	0.11208382514552277	STAT5B
Epstein-Barr virus infection	1/201	0.8235394118409826	0.8695354535147175	0	0	0.5773235294117647	0.11208382514552277	TAP1
Rap1 signaling pathway	1/206	0.83102986137257	0.8695354535147175	0	0	0.5630989956958393	0.10422374000557476	ADCY7
cAMP signaling pathway	1/212	0.8396022211706438	0.8695354535147175	0	0	0.5469194312796208	0.09561630831281206	ADCY7
Regulation of actin cytoskeleton	1/214	0.8423624705923826	0.8695354535147175	0	0	0.5417288041977354	0.09293079714705076	BAIAP2
Thermogenesis	1/231	0.8639966609313495	0.8789059675787447	0	0	0.5012531969309463	0.07327638774047568	ADCY7
Ras signaling pathway	1/232	0.8651730618353269	0.8789059675787447	0	0	0.4990578049401579	0.07227640620951588	FOXO4
Cytokine-cytokine receptor interaction	1/294	0.9213890421445936	0.9286440739725038	0	0	0.39221039951816905	0.03211141033580734	BMP6
Neuroactive ligand-receptor interaction	1/338	0.9464495803067622	0.9464495803067622	0	0	0.340233897713388	0.018725650149569607	GRM2
