Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
JAK-STAT signaling pathway	4/162	0.09640457792666149	0.7353610120020755	0	0	2.3662447257383965	5.535123423894743	STAT5B;CDKN1A;AOX1;EPOR
Cytokine-cytokine receptor interaction	6/294	0.09669737657507785	0.7353610120020755	0	0	1.9529246794871795	4.56236210807972	BMP4;CXCL12;AMHR2;IL31RA;IL17B;EPOR
Hepatitis B	4/163	0.09804813493361006	0.7353610120020755	0	0	2.3512428870919435	5.460283710699803	STAT5B;CDKN1A;MYD88;ATF4
Parathyroid hormone synthesis, secretion and action	3/106	0.10511517338637891	0.737721917198451	0	0	2.7170201996963144	6.120627710268389	CDKN1A;ARRB2;ATF4
Drug metabolism	3/108	0.10958229256728529	0.737721917198451	0	0	2.664996614759648	5.892519333663631	MAOA;AOX1;FMO3
Legionellosis	2/55	0.11720811559790396	0.737721917198451	0	0	3.512459950160199	7.530026247790826	C3;MYD88
Pathogenic Escherichia coli infection	2/55	0.11720811559790396	0.737721917198451	0	0	3.512459950160199	7.530026247790826	ARPC4;TUBB4A
Leukocyte transendothelial migration	3/112	0.11873145556988901	0.737721917198451	0	0	2.566676812035306	5.469308549177579	AFDN;CXCL12;NCF4
Toxoplasmosis	3/113	0.1210620582069253	0.737721917198451	0	0	2.5432141318397243	5.369874532342233	ALOX5;LAMB1;MYD88
Kaposi sarcoma-associated herpesvirus infection	4/186	0.13927317014914764	0.7481229405455179	0	0	2.0517006802721087	4.0445545258733695	C3;HCK;GABARAPL1;CDKN1A
Non-small cell lung cancer	2/66	0.15722903538308747	0.7481229405455179	0	0	2.907134433962264	5.378349038275023	STAT5B;CDKN1A
Amphetamine addiction	2/68	0.16476140350712346	0.7481229405455179	0	0	2.8187535734705547	5.0829368052682575	MAOA;ATF4
Dopaminergic synapse	3/131	0.16564250906104078	0.7481229405455179	0	0	2.1835752369668247	3.925900954686727	MAOA;ARRB2;ATF4
Phenylalanine metabolism	1/17	0.1671929342336873	0.7481229405455179	0	0	5.801056338028169	10.375809037256893	MAOA
Viral carcinogenesis	4/201	0.1693119337810717	0.7481229405455179	0	0	1.8940294899685763	3.3638200559289313	C3;STAT5B;CDKN1A;ATF4
Oxidative phosphorylation	3/133	0.17086783279897763	0.7481229405455179	0	0	2.1497630331753554	3.7983409088382025	NDUFS3;NDUFB2;ATP5PO
Spliceosome	3/134	0.17349823467026887	0.7481229405455179	0	0	2.1332440939184543	3.736564445502076	PHF5A;TRA2A;CTNNBL1
Other glycan degradation	1/18	0.1761115378256675	0.7481229405455179	0	0	5.459541563104115	9.481245959938741	NEU3
Adherens junction	2/72	0.1800072343921264	0.7481229405455179	0	0	2.657142857142857	4.556357603382695	AFDN;CSNK2A2
Bile secretion	2/72	0.1800072343921264	0.7481229405455179	0	0	2.657142857142857	4.556357603382695	ABCC3;ABCC2
Measles	3/138	0.1841322902788124	0.7481229405455179	0	0	2.0696155871511324	3.5019982130645935	STAT5B;CSNK2A2;MYD88
Bacterial invasion of epithelial cells	2/74	0.1877088664429153	0.7481229405455179	0	0	2.583071278825996	4.321124624941638	CLTA;ARPC4
PPAR signaling pathway	2/74	0.1877088664429153	0.7481229405455179	0	0	2.583071278825996	4.321124624941638	FABP6;PLIN5
Parkinson disease	3/142	0.19493440632836337	0.7481229405455179	0	0	2.0096491527157423	3.2859615635247845	NDUFS3;NDUFB2;ATP5PO
Chronic myeloid leukemia	2/76	0.1954554592467885	0.7481229405455179	0	0	2.5130035696073434	4.102284211563154	STAT5B;CDKN1A
Pertussis	2/76	0.1954554592467885	0.7481229405455179	0	0	2.5130035696073434	4.102284211563154	C3;MYD88
Pathways in cancer	8/530	0.20882830950616302	0.7481229405455179	0	0	1.4331733809470668	2.2446975610597417	BMP4;STAT5B;CDKN1A;CXCL12;WNT11;HMOX1;LAMB1;EPOR
MAPK signaling pathway	5/295	0.20975130490577293	0.7481229405455179	0	0	1.6083154594951328	2.5119196965156942	MAP4K1;BDNF;ARRB2;MYD88;ATF4
Non-alcoholic fatty liver disease (NAFLD)	3/149	0.21419572526202252	0.7481229405455179	0	0	1.9126144257612154	2.94708077619593	NDUFS3;NDUFB2;ATF4
Histidine metabolism	1/23	0.21929854229446757	0.7481229405455179	0	0	4.217669654289373	6.399559879089191	MAOA
Mismatch repair	1/23	0.21929854229446757	0.7481229405455179	0	0	4.217669654289373	6.399559879089191	RPA2
Phagosome	3/152	0.2225732547775748	0.7481229405455179	0	0	1.8738191418302108	2.8154113804217284	C3;NCF4;TUBB4A
ErbB signaling pathway	2/85	0.23073229230748477	0.7481229405455179	0	0	2.2394862468742898	3.2842001946378154	STAT5B;CDKN1A
Cushing syndrome	3/155	0.2310153246947863	0.7481229405455179	0	0	1.8365552506859566	2.6910515711185226	CDKN1A;WNT11;ATF4
Insulin secretion	2/86	0.23468196430748317	0.7481229405455179	0	0	2.2127133872416893	3.207381214818029	ABCC8;ATF4
Salmonella infection	2/86	0.23468196430748317	0.7481229405455179	0	0	2.2127133872416893	3.207381214818029	ARPC4;MYD88
Folate biosynthesis	1/26	0.24412129988043293	0.7481229405455179	0	0	3.710985915492958	5.23282430236071	SPR
TGF-beta signaling pathway	2/90	0.25051462072297453	0.7481229405455179	0	0	2.111706689536878	2.9231046318427603	BMP4;AMHR2
Fc gamma R-mediated phagocytosis	2/91	0.2544786909832176	0.7481229405455179	0	0	2.087873648505406	2.857334793481365	HCK;ARPC4
Morphine addiction	2/91	0.2544786909832176	0.7481229405455179	0	0	2.087873648505406	2.857334793481365	GRK5;ARRB2
Phototransduction	1/28	0.2602317714950043	0.7481229405455179	0	0	3.4357503042949054	4.6251473333363	RCVRN
Small cell lung cancer	2/93	0.2624104458826855	0.7481229405455179	0	0	2.0417789757412397	2.731584638485366	CDKN1A;LAMB1
Hepatocellular carcinoma	3/168	0.2681964172566197	0.7481229405455179	0	0	1.6907367514002585	2.225069867843605	CDKN1A;WNT11;HMOX1
Citrate cycle (TCA cycle)	1/30	0.2760004415862119	0.7481229405455179	0	0	3.1984782256758946	4.117569942154547	IDH3B
Nicotinate and nicotinamide metabolism	1/30	0.2760004415862119	0.7481229405455179	0	0	3.1984782256758946	4.117569942154547	AOX1
Pentose phosphate pathway	1/30	0.2760004415862119	0.7481229405455179	0	0	3.1984782256758946	4.117569942154547	FBP1
Alzheimer disease	3/171	0.276882221174576	0.7481229405455179	0	0	1.6602911306702777	2.132084534753383	NDUFS3;NDUFB2;ATP5PO
Glycerophospholipid metabolism	2/97	0.2782753016887986	0.7481229405455179	0	0	1.9554121151936446	2.501254381489066	CHKB;LPIN1
Prostate cancer	2/97	0.2782753016887986	0.7481229405455179	0	0	1.9554121151936446	2.501254381489066	CDKN1A;ATF4
RNA polymerase	1/31	0.28375886275273016	0.7481229405455179	0	0	3.0917057902973397	3.8944068372223795	POLR3C
HIF-1 signaling pathway	2/100	0.29016113400455446	0.7481229405455179	0	0	1.895263765883712	2.3450456321682633	CDKN1A;HMOX1
Base excision repair	1/33	0.29902831733548685	0.7481229405455179	0	0	2.898180751173709	3.4987330813615314	POLE4
Fructose and mannose metabolism	1/33	0.29902831733548685	0.7481229405455179	0	0	2.898180751173709	3.4987330813615314	FBP1
Chagas disease (American trypanosomiasis)	2/103	0.3020235026448483	0.7481229405455179	0	0	1.838688585839716	2.2013707208246434	C3;MYD88
Glucagon signaling pathway	2/103	0.3020235026448483	0.7481229405455179	0	0	1.838688585839716	2.2013707208246434	FBP1;ATF4
Alcoholism	3/180	0.3030857041184406	0.7481229405455179	0	0	1.575146598120331	1.880314966997602	MAOA;BDNF;ATF4
African trypanosomiasis	1/37	0.32860195375333	0.7502679981442396	0	0	2.5756390193009913	2.8664495986216116	MYD88
Thyroid cancer	1/37	0.32860195375333	0.7502679981442396	0	0	2.5756390193009913	2.8664495986216116	CDKN1A
PI3K-Akt signaling pathway	5/354	0.3291650323564073	0.7502679981442396	0	0	1.332378223495702	1.4805334002419115	CDKN1A;BDNF;LAMB1;EPOR;ATF4
Serotonergic synapse	2/113	0.3412660390818255	0.7502679981442396	0	0	1.6721910589835118	1.7977607894953271	MAOA;ALOX5
Ferroptosis	1/40	0.34996416587254775	0.7502679981442396	0	0	2.377151799687011	2.4958299455219133	HMOX1
Glycine, serine and threonine metabolism	1/40	0.34996416587254775	0.7502679981442396	0	0	2.377151799687011	2.4958299455219133	MAOA
Bladder cancer	1/41	0.3569334761440828	0.7502679981442396	0	0	2.317605633802817	2.387610895608877	CDKN1A
Porphyrin and chlorophyll metabolism	1/42	0.3638284107420481	0.7502679981442396	0	0	2.260964158937364	2.285999637694765	HMOX1
Epstein-Barr virus infection	3/201	0.36444459165370147	0.7502679981442396	0	0	1.4065776245871033	1.419772379062981	CDKN1A;PSMC5;MYD88
Proteoglycans in cancer	3/201	0.36444459165370147	0.7502679981442396	0	0	1.4065776245871033	1.419772379062981	CD63;CDKN1A;WNT11
Neurotrophin signaling pathway	2/119	0.36449099199628215	0.7502679981442396	0	0	1.5859538784067087	1.6006294092949331	BDNF;ATF4
Lysosome	2/123	0.3798024800286578	0.7502679981442396	0	0	1.5332137845002338	1.4843103221915788	CD63;CLTA
Basal transcription factors	1/45	0.384074819364556	0.7502679981442396	0	0	2.106487409304311	2.015735514993973	TAF12
Type II diabetes mellitus	1/46	0.39068006869646005	0.7502679981442396	0	0	2.059572248304643	1.9357225332832213	ABCC8
Osteoclast differentiation	2/127	0.39495810015841376	0.7502679981442396	0	0	1.4838490566037736	1.3784595606281644	NCF4;OSCAR
cAMP signaling pathway	3/212	0.39631306998180504	0.7502679981442396	0	0	1.331798907004694	1.2326475428982215	AFDN;VIPR2;BDNF
Hedgehog signaling pathway	1/47	0.3972148098966915	0.7502679981442396	0	0	2.0146968769136557	1.860125427559415	ARRB2
Sphingolipid metabolism	1/47	0.3972148098966915	0.7502679981442396	0	0	2.0146968769136557	1.860125427559415	NEU3
Purine metabolism	2/129	0.4024730171860451	0.7502679981442396	0	0	1.4603327885901054	1.3290886246850977	NUDT16;NUDT5
Endocrine and other factor-regulated calcium reabsorption	1/48	0.4036797921097899	0.7502679981442396	0	0	1.971731095794626	1.7886229535385159	CLTA
Intestinal immune network for IgA production	1/48	0.4036797921097899	0.7502679981442396	0	0	1.971731095794626	1.7886229535385159	CXCL12
Valine, leucine and isoleucine degradation	1/48	0.4036797921097899	0.7502679981442396	0	0	1.971731095794626	1.7886229535385159	AOX1
Relaxin signaling pathway	2/130	0.40621403065324907	0.7502679981442396	0	0	1.4488502358490567	1.305233085441363	ARRB2;ATF4
Arginine and proline metabolism	1/49	0.4100757566989466	0.7502679981442396	0	0	1.9305555555555556	1.7209230220038294	MAOA
Malaria	1/49	0.4100757566989466	0.7502679981442396	0	0	1.9305555555555556	1.7209230220038294	MYD88
Ovarian steroidogenesis	1/49	0.4100757566989466	0.7502679981442396	0	0	1.9305555555555556	1.7209230220038294	ALOX5
FoxO signaling pathway	2/132	0.41366219871087767	0.7502679981442396	0	0	1.4264150943396225	1.2591045679683508	GABARAPL1;CDKN1A
Human T-cell leukemia virus 1 infection	3/219	0.4163791949904156	0.7502679981442396	0	0	1.2881779884149553	1.128648618981705	STAT5B;CDKN1A;ATF4
Mineral absorption	1/51	0.422663558266324	0.7502679981442396	0	0	1.8531455399061032	1.5958896280788755	HMOX1
Human cytomegalovirus infection	3/225	0.43340807232706496	0.7502679981442396	0	0	1.2529780965799924	1.0475843693688354	CDKN1A;CXCL12;ATF4
Fluid shear stress and atherosclerosis	2/139	0.4393565735373796	0.7502679981442396	0	0	1.3530505440022036	1.112808240983368	BMP4;HMOX1
Signaling pathways regulating pluripotency of stem cells	2/139	0.4393565735373796	0.7502679981442396	0	0	1.3530505440022036	1.112808240983368	BMP4;WNT11
Fanconi anemia pathway	1/54	0.4410457119359288	0.7502679981442396	0	0	1.747984763929489	1.4309121331586434	RPA2
Thermogenesis	3/231	0.4502542808829308	0.7502679981442396	0	0	1.2196308306310801	0.9731956243246628	ATP5PO;NDUFS3;NDUFB2
Ras signaling pathway	3/232	0.4530426730283062	0.7502679981442396	0	0	1.2142428444297275	0.9613997904669939	AFDN;SYNGAP1;BDNF
Cell adhesion molecules (CAMs)	2/145	0.4608861316560053	0.7502679981442396	0	0	1.2958833619210979	1.0037967848029214	CNTN2;PVR
Endometrial cancer	1/58	0.4646521252492999	0.7502679981442396	0	0	1.6249897043077177	1.2454997992657935	CDKN1A
Breast cancer	2/147	0.46795573001668056	0.7502679981442396	0	0	1.277878985035784	0.9703977646479462	CDKN1A;WNT11
Retrograde endocannabinoid signaling	2/148	0.4714699353641585	0.7502679981442396	0	0	1.2690617730679763	0.9542074745165409	NDUFS3;NDUFB2
Gastric cancer	2/149	0.4749702633141366	0.7502679981442396	0	0	1.2603645231677576	0.9383452699963143	CDKN1A;WNT11
Glycerolipid metabolism	1/61	0.48170329589453287	0.7502679981442396	0	0	1.5435054773082941	1.1274179566636005	LPIN1
mTOR signaling pathway	2/152	0.48538693893180956	0.7502679981442396	0	0	1.2349685534591195	0.8926462541235214	WNT11;LPIN1
Arachidonic acid metabolism	1/63	0.49276932563847936	0.7502679981442396	0	0	1.4935635317280025	1.0570159911890673	ALOX5
Cytosolic DNA-sensing pathway	1/63	0.49276932563847936	0.7502679981442396	0	0	1.4935635317280025	1.0570159911890673	POLR3C
Cortisol synthesis and secretion	1/65	0.5036001670820942	0.7502679981442396	0	0	1.4467429577464788	0.9924260934134181	ATF4
Shigellosis	1/65	0.5036001670820942	0.7502679981442396	0	0	1.4467429577464788	0.9924260934134181	ARPC4
Wnt signaling pathway	2/158	0.5058324299925989	0.7502679981442396	0	0	1.1871069182389937	0.8090725189880642	WNT11;CSNK2A2
Acute myeloid leukemia	1/66	0.5089289511451424	0.7502679981442396	0	0	1.424413145539906	0.9621153827244809	STAT5B
Aminoacyl-tRNA biosynthesis	1/66	0.5089289511451424	0.7502679981442396	0	0	1.424413145539906	0.9621153827244809	CARS2
Hippo signaling pathway	2/160	0.5125302219184943	0.7502679981442396	0	0	1.1719608311440173	0.7833334630392677	BMP4;WNT11
Long-term potentiation	1/67	0.5142007957162641	0.7502679981442396	0	0	1.40275999430929	0.9330337979146626	ATF4
Retinol metabolism	1/67	0.5142007957162641	0.7502679981442396	0	0	1.40275999430929	0.9330337979146626	AOX1
Necroptosis	2/162	0.5191683598739681	0.7502679981442396	0	0	1.1571933962264151	0.7585715797874593	STAT5B;CHMP4C
Fc epsilon RI signaling pathway	1/68	0.5194163064075505	0.7502679981442396	0	0	1.3817532058019761	0.9051168647868595	ALOX5
Glycolysis / Gluconeogenesis	1/68	0.5194163064075505	0.7502679981442396	0	0	1.3817532058019761	0.9051168647868595	FBP1
Staphylococcus aureus infection	1/68	0.5194163064075505	0.7502679981442396	0	0	1.3817532058019761	0.9051168647868595	C3
Renal cell carcinoma	1/69	0.5245760823416123	0.7517624661794007	0	0	1.3613642640154653	0.8783043096146196	CDKN1A
Prolactin signaling pathway	1/70	0.5296807163798954	0.7517624661794007	0	0	1.3415663060488534	0.8525397312320229	STAT5B
Arrhythmogenic right ventricular cardiomyopathy (ARVC)	1/72	0.5397268987954672	0.7517624661794007	0	0	1.3036434569860478	0.8039465042374347	ACTN2
Melanoma	1/72	0.5397268987954672	0.7517624661794007	0	0	1.3036434569860478	0.8039465042374347	CDKN1A
p53 signaling pathway	1/72	0.5397268987954672	0.7517624661794007	0	0	1.3036434569860478	0.8039465042374347	CDKN1A
Thyroid hormone synthesis	1/74	0.5495594719242488	0.7552768982204259	0	0	1.2677985722554506	0.7589527590057211	ATF4
Glioma	1/75	0.5543970715923703	0.7552768982204259	0	0	1.2506027153914479	0.7376981677582397	CDKN1A
Pancreatic cancer	1/75	0.5543970715923703	0.7552768982204259	0	0	1.2506027153914479	0.7376981677582397	CDKN1A
Antigen processing and presentation	1/77	0.5639176779593282	0.7552768982204259	0	0	1.2175685693106004	0.6974805012528001	PSME1
Synaptic vesicle cycle	1/78	0.5686017793331285	0.7552768982204259	0	0	1.201695018596427	0.6784469055764961	CLTA
NOD-like receptor signaling pathway	2/178	0.5700750409671088	0.7552768982204259	0	0	1.0511363636363635	0.5907252617037683	GABARAPL1;MYD88
Tuberculosis	2/179	0.5731248562778939	0.7552768982204259	0	0	1.045144440891163	0.5817814159096835	C3;MYD88
Complement and coagulation cascades	1/79	0.5732357996749899	0.7552768982204259	0	0	1.18622848200313	0.6600864818520147	C3
ECM-receptor interaction	1/82	0.586842675944264	0.7680155826116206	0	0	1.142120210977801	0.6087483693211757	LAMB1
Colorectal cancer	1/86	0.6043157379865247	0.7856104593824822	0	0	1.088152444076222	0.5480571979612543	CDKN1A
Gap junction	1/88	0.612774439107053	0.7863865794155924	0	0	1.0630295181047973	0.5206276073077534	TUBB4A
GABAergic synapse	1/89	0.6169360499245763	0.7863865794155924	0	0	1.0508962868117797	0.5075723000946617	GABARAPL1
Protein digestion and absorption	1/90	0.6210531414356951	0.7863865794155924	0	0	1.0390357124017513	0.4949328443786216	XPNPEP2
Rheumatoid arthritis	1/91	0.6251261876148944	0.7863865794155924	0	0	1.0274387063119457	0.4826925016687537	CXCL12
Th1 and Th2 cell differentiation	1/92	0.6291556575148575	0.7863865794155924	0	0	1.0160965794768613	0.47083536269264287	STAT5B
GnRH signaling pathway	1/93	0.6331420152217847	0.7863865794155924	0	0	1.0050010206164524	0.45934629849049796	ATF4
IL-17 signaling pathway	1/93	0.6331420152217847	0.7863865794155924	0	0	1.0050010206164524	0.45934629849049796	IL17B
Amoebiasis	1/96	0.6448469819949794	0.7918139391399718	0	0	0.9731158883123301	0.42694703250113586	LAMB1
Hematopoietic cell lineage	1/97	0.6486654336657275	0.7918139391399718	0	0	0.9629303599374022	0.4167930492380077	EPOR
Aldosterone synthesis and secretion	1/98	0.6524430205440072	0.7918139391399718	0	0	0.9529548424568026	0.40694170572666283	ATF4
Choline metabolism in cancer	1/99	0.6561801779786648	0.7918139391399718	0	0	0.9431829069656031	0.3973816961627852	CHKB
AGE-RAGE signaling pathway in diabetic complications	1/100	0.6598773366694534	0.7918139391399718	0	0	0.9336083843126096	0.38810223283503725	STAT5B
Melanogenesis	1/101	0.6635349226886328	0.7918139391399718	0	0	0.9242253521126761	0.37909301784722627	WNT11
Longevity regulating pathway	1/102	0.6671533576365298	0.7918139391399718	0	0	0.9150281225305629	0.3703442164522435	ATF4
Regulation of actin cytoskeleton	2/214	0.6699964100415146	0.7918139391399718	0	0	0.8710395158419366	0.3488364528845834	CXCL12;ARPC4
Toll-like receptor signaling pathway	1/104	0.6742744384432297	0.7920693704604204	0	0	0.8971694243128675	0.3535906839877268	MYD88
Th17 cell differentiation	1/107	0.6846727122196046	0.7993454810662829	0	0	0.8716449641243689	0.3301916181439754	STAT5B
Human papillomavirus infection	3/330	0.6886668759955668	0.7993454810662829	0	0	0.8460802643593199	0.31558591986538936	CDKN1A;WNT11;LAMB1
TNF signaling pathway	1/110	0.6947405374403508	0.8016236970465586	0	0	0.8475255200930353	0.3086830587345695	ATF4
Cholinergic synapse	1/112	0.7012740142953158	0.8029455495093644	0	0	0.8321701983673815	0.2953010686958322	ATF4
Neuroactive ligand-receptor interaction	3/338	0.7041214818774426	0.8029455495093644	0	0	0.8255358279691589	0.289601582833814	C3;VIPR2;TRH
Thyroid hormone signaling pathway	1/116	0.7139263273803851	0.8093932199952041	0	0	0.8030618493570116	0.2706121721585604	BMP4
AMPK signaling pathway	1/120	0.7260451561010017	0.8183745979173142	0	0	0.7759103641456583	0.24840232416438168	FBP1
Cell cycle	1/124	0.7376528936647159	0.8266799670380436	0	0	0.7505248291919538	0.22837112013128566	CDKN1A
Autophagy	1/128	0.7487709974806356	0.8343448257641368	0	0	0.7267383830542309	0.2102614653727583	GABARAPL1
Systemic lupus erythematosus	1/133	0.7620113202429659	0.836443418447098	0	0	0.6990325793142694	0.1899927682011394	C3
Apelin signaling pathway	1/137	0.7721016170280905	0.836443418447098	0	0	0.6783347141673571	0.17544388630995456	GABARAPL1
Estrogen signaling pathway	1/137	0.7721016170280905	0.836443418447098	0	0	0.6783347141673571	0.17544388630995456	ATF4
Insulin signaling pathway	1/137	0.7721016170280905	0.836443418447098	0	0	0.6783347141673571	0.17544388630995456	FBP1
Ubiquitin mediated proteolysis	1/137	0.7721016170280905	0.836443418447098	0	0	0.6783347141673571	0.17544388630995456	CBLC
Apoptosis	1/143	0.7864441222632489	0.8472740543720085	0	0	0.6494743106526483	0.15602555505566376	ATF4
Adrenergic signaling in cardiomyocytes	1/145	0.7910224072052404	0.8475240077199004	0	0	0.6403886280646844	0.15012565539279615	ATF4
Oxytocin signaling pathway	1/153	0.8083790535335337	0.8610618645880644	0	0	0.6064368668149246	0.12900380025810598	CDKN1A
Hepatitis C	1/155	0.8124891440215583	0.8610618645880644	0	0	0.5985000914578379	0.12428017554540705	CDKN1A
Cellular senescence	1/160	0.822384509256755	0.8668377259733363	0	0	0.5795316975226622	0.11332581263010223	CDKN1A
MicroRNAs in cancer	2/299	0.8323924302132514	0.8691041363254741	0	0	0.6190521567880058	0.11356590957965561	CDKN1A;HMOX1
cGMP-PKG signaling pathway	1/166	0.8335751047234466	0.8691041363254741	0	0	0.5582870963152653	0.10162582261312479	ATF4
Tight junction	1/170	0.8406427485178376	0.8691041363254741	0	0	0.5449620801733478	0.0945991516543711	AFDN
Influenza A	1/171	0.8423624705923826	0.8691041363254741	0	0	0.5417288041977354	0.09293079714705076	MYD88
Axon guidance	1/181	0.8585755805880615	0.8811696748140632	0	0	0.5113719353155973	0.07797428139727568	CXCL12
Transcriptional misregulation in cancer	1/186	0.8660484145585636	0.8841855541304707	0	0	0.4974241847481284	0.07153679351777681	CDKN1A
Focal adhesion	1/199	0.8836889611192599	0.8974966011367483	0	0	0.46445677431592924	0.05743014154400465	LAMB1
Rap1 signaling pathway	1/206	0.8922091135748743	0.9014548038709871	0	0	0.44843696324287186	0.05114636197473754	AFDN
Human immunodeficiency virus 1 infection	1/212	0.8990157407052837	0.9036498424614965	0	0	0.4355516988185034	0.04636654091027402	MYD88
Olfactory transduction	2/444	0.9527985043474471	0.9527985043474471	0	0	0.41287458379578246	0.019963241970565034	ARRB2;ANO2
