Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Central carbon metabolism in cancer	2/65	0.10982955985749696	0.7512341894252792	0	0	3.64765596160945	8.057035761041872	IDH1;HIF1A
RIG-I-like receptor signaling pathway	2/70	0.12406987511566597	0.7528779302402857	0	0	3.3785909712722297	7.050816510594947	DDX3X;TANK
Selenocompound metabolism	1/17	0.13809171279892649	0.7528779302402857	0	0	7.156791907514451	14.169283059165462	KYAT3
Pancreatic cancer	2/75	0.13872412373975015	0.7528779302402857	0	0	3.1463841987894234	6.214952147282103	RB1;SMAD2
Pantothenate and CoA biosynthesis	1/19	0.1530366768097165	0.7528779302402857	0	0	6.360950545921644	11.939998220861979	PANK3
Peroxisome	2/83	0.1628815710900124	0.7528779302402857	0	0	2.8344817685902957	5.143824485362174	AMACR;IDH1
Endocytosis	4/244	0.16390812914342195	0.7528779302402857	0	0	1.9201960784313725	3.472577054723495	SMAD2;RABEP1;ARPC2;CAPZA2
Hypertrophic cardiomyopathy (HCM)	2/85	0.1690352506875641	0.7528779302402857	0	0	2.7659008125525357	4.9167980527758255	PRKAG1;ITGA8
Hepatitis B	3/163	0.16967777820936203	0.7528779302402857	0	0	2.156359649122807	3.825067324488261	RB1;SMAD2;DDX3X
Hepatocellular carcinoma	3/168	0.1804152954490977	0.7528779302402857	0	0	2.0904837852206275	3.579940706500886	RB1;SMAD2;NQO1
Renin-angiotensin system	1/23	0.1821580043309876	0.7528779302402857	0	0	5.203363110877562	8.86070720390759	NLN
Fc gamma R-mediated phagocytosis	2/91	0.18771785089220672	0.7528779302402857	0	0	2.5786516853932584	4.313607829201881	VAV3;ARPC2
Maturity onset diabetes of the young	1/26	0.20334368249673665	0.7528779302402857	0	0	4.578265895953757	7.292526150272238	HES1
Ascorbate and aldarate metabolism	1/27	0.2102836044169887	0.7528779302402857	0	0	4.401956425077812	6.863962563453386	UGDH
Choline metabolism in cancer	2/99	0.2130326911877091	0.7528779302402857	0	0	2.3650203788060415	3.6570538230670677	SLC44A1;HIF1A
Progesterone-mediated oocyte maturation	2/99	0.2130326911877091	0.7528779302402857	0	0	2.3650203788060415	3.6570538230670677	GNAI3;ANAPC10
Butanoate metabolism	1/28	0.2171634149170765	0.7528779302402857	0	0	4.238706915007493	6.47295113686057	HMGCS1
Chagas disease (American trypanosomiasis)	2/103	0.22581352418714135	0.7528779302402857	0	0	2.270895694220585	3.379196651325094	SMAD2;GNAI3
Glyoxylate and dicarboxylate metabolism	1/30	0.23074476795617313	0.7528779302402857	0	0	3.9459836555710583	5.786560425251395	DLD
Circadian rhythm	1/31	0.23744733255627767	0.7528779302402857	0	0	3.8142581888246627	5.484176421934344	PRKAG1
Th17 cell differentiation	2/107	0.23864949862511786	0.7528779302402857	0	0	2.183942414174972	3.1290638840951233	SMAD2;HIF1A
Propanoate metabolism	1/32	0.2440918300709769	0.7528779302402857	0	0	3.691031139287712	5.205131871458538	DLD
Base excision repair	1/33	0.2506787605645003	0.7528779302402857	0	0	3.5755057803468207	4.9470090066933246	MBD4
Leukocyte transendothelial migration	2/112	0.25474356949262794	0.7528779302402857	0	0	2.0841437632135307	2.8500621144962324	VAV3;GNAI3
Proteoglycans in cancer	3/201	0.255034933814653	0.7528779302402857	0	0	1.7391458444090022	2.3762901817207713	SMAD2;PDCD4;HIF1A
Pentose and glucuronate interconversions	1/34	0.2572086199690336	0.7528779302402857	0	0	3.4669819583114383	4.7077030691208055	UGDH
AMPK signaling pathway	2/120	0.28052880883450193	0.7528779302402857	0	0	1.9420575482853764	2.4685082828783185	PRKAG1;HMGCR
Regulation of actin cytoskeleton	3/214	0.2855958818043587	0.7528779302402857	0	0	1.6309137773343312	2.043824398125527	VAV3;ARPC2;ITGA8
Pyruvate metabolism	1/39	0.28901891161237425	0.7528779302402857	0	0	3.0100395497414056	3.7362511879025977	DLD
Glycine, serine and threonine metabolism	1/40	0.29521652287167005	0.7528779302402857	0	0	2.9327108344449386	3.5780427562884607	DLD
Human T-cell leukemia virus 1 infection	3/219	0.29743846531832857	0.7528779302402857	0	0	1.5927550357374918	1.9312917971425587	RB1;SMAD2;ANAPC10
Bladder cancer	1/41	0.3013604173638908	0.7528779302402857	0	0	2.859248554913295	3.4295209061462395	RB1
Fat digestion and absorption	1/41	0.3013604173638908	0.7528779302402857	0	0	2.859248554913295	3.4295209061462395	FABP1
Homologous recombination	1/41	0.3013604173638908	0.7528779302402857	0	0	2.859248554913295	3.4295209061462395	RBBP8
Relaxin signaling pathway	2/130	0.31265606320395417	0.7528779302402857	0	0	1.7894258720930232	2.080478731970234	SMAD2;GNAI3
Pathways in cancer	6/530	0.31489963152358114	0.7528779302402857	0	0	1.315567066521265	1.5201394832474717	RB1;SMAD2;NQO1;GNAI3;HES1;HIF1A
FoxO signaling pathway	2/132	0.3190505418222612	0.7528779302402857	0	0	1.761717352415027	2.0125960340365587	SMAD2;PRKAG1
Vasopressin-regulated water reabsorption	1/44	0.31947440954305834	0.7528779302402857	0	0	2.6593628175830086	3.034540680935889	DCTN6
ABC transporters	1/45	0.32540802658552753	0.7528779302402857	0	0	2.5987913820283763	2.9175992002672193	ABCA10
Spliceosome	2/134	0.32543109580806123	0.7528779302402857	0	0	1.7348484848484849	1.9475487626945451	THOC1;PLRG1
Thermogenesis	3/231	0.3259565660898439	0.7528779302402857	0	0	1.508002462296091	1.690457398344291	PRKAG1;NDUFS1;COX20
Cysteine and methionine metabolism	1/47	0.3371213794680196	0.7528779302402857	0	0	2.485549132947977	2.7025679879558133	KYAT3
Notch signaling pathway	1/48	0.3429019983946348	0.7528779302402857	0	0	2.4325421227401303	2.60357559850068	HES1
Cocaine addiction	1/49	0.34863249456533457	0.7528779302402857	0	0	2.3817437379576107	2.509731348218364	GNAI3
Ovarian steroidogenesis	1/49	0.34863249456533457	0.7528779302402857	0	0	2.3817437379576107	2.509731348218364	HSD17B7
Parkinson disease	2/142	0.35078622470710935	0.7528779302402857	0	0	1.6350498338870432	1.7128427049260053	GNAI3;NDUFS1
N-Glycan biosynthesis	1/50	0.3543133002736421	0.7528779302402857	0	0	2.333018756635602	2.4206789693623425	SRD5A3
Breast cancer	2/147	0.3664713540613628	0.7528779302402857	0	0	1.5782678428227748	1.5843203761454028	RB1;HES1
Retrograde endocannabinoid signaling	2/148	0.3695913668295304	0.7528779302402857	0	0	1.5673781459063396	1.5601012756777661	GNAI3;NDUFS1
Gastric cancer	2/149	0.37270538814318754	0.7528779302402857	0	0	1.5566366081316247	1.5363489874230396	RB1;SMAD2
Non-alcoholic fatty liver disease (NAFLD)	2/149	0.37270538814318754	0.7528779302402857	0	0	1.5566366081316247	1.5363489874230396	PRKAG1;NDUFS1
Fanconi anemia pathway	1/54	0.37654813075085225	0.7528779302402857	0	0	2.1565056167520993	2.106279312626439	HES1
Pathogenic Escherichia coli infection	1/55	0.3819868368241707	0.7528779302402857	0	0	2.1164632840933417	2.0368189284263143	ARPC2
Regulation of lipolysis in adipocytes	1/55	0.3819868368241707	0.7528779302402857	0	0	2.1164632840933417	2.0368189284263143	GNAI3
Oxytocin signaling pathway	2/153	0.38509896411885813	0.7528779302402857	0	0	1.5150931772678269	1.4457851308878829	PRKAG1;GNAI3
Glutathione metabolism	1/56	0.38737836839620887	0.7528779302402857	0	0	2.0778770362585393	1.9705616845278418	IDH1
Cushing syndrome	2/155	0.3912565049960906	0.7528779302402857	0	0	1.4951360389116888	1.403023564875776	RB1;GNAI3
Cellular senescence	2/160	0.4065283996709728	0.7528779302402857	0	0	1.447453635560789	1.302855171968728	RB1;SMAD2
Long-term depression	1/60	0.40848083362688503	0.7528779302402857	0	0	1.9366121289311258	1.7338687564851867	GNAI3
Glycerolipid metabolism	1/61	0.4136425256255649	0.7528779302402857	0	0	1.9042389210019268	1.6809728922131297	GK
Inflammatory bowel disease (IBD)	1/65	0.43384528820416285	0.7528779302402857	0	0	1.7848627167630058	1.490480466961061	SMAD2
Mitophagy	1/65	0.43384528820416285	0.7528779302402857	0	0	1.7848627167630058	1.490480466961061	HIF1A
Shigellosis	1/65	0.43384528820416285	0.7528779302402857	0	0	1.7848627167630058	1.490480466961061	ARPC2
Non-small cell lung cancer	1/66	0.43878688447567743	0.7528779302402857	0	0	1.7573143619386393	1.4475726640104076	RB1
Alzheimer disease	2/171	0.43945870568741147	0.7528779302402857	0	0	1.3524838310169258	1.1120277915496635	NDUFS1;NAE1
Fc epsilon RI signaling pathway	1/68	0.44854178802317335	0.7528779302402857	0	0	1.7046846691398498	1.366736778801809	VAV3
Glycolysis / Gluconeogenesis	1/68	0.44854178802317335	0.7528779302402857	0	0	1.7046846691398498	1.366736778801809	DLD
Adipocytokine signaling pathway	1/69	0.4533558321960898	0.7528779302402857	0	0	1.6795307718463108	1.3286397772656142	PRKAG1
Renal cell carcinoma	1/69	0.4533558321960898	0.7528779302402857	0	0	1.6795307718463108	1.3286397772656142	HIF1A
Renin secretion	1/69	0.4533558321960898	0.7528779302402857	0	0	1.6795307718463108	1.3286397772656142	GNAI3
B cell receptor signaling pathway	1/71	0.4628589242575173	0.7528779302402857	0	0	1.6313790255986789	1.2567050508888695	VAV3
Alcoholism	2/180	0.4656523251162698	0.7528779302402857	0	0	1.283511889208257	0.9810086817844468	HAT1;GNAI3
Adherens junction	1/72	0.4675486901815224	0.7528779302402857	0	0	1.6083204428885451	1.2227284884518137	SMAD2
Arrhythmogenic right ventricular cardiomyopathy (ARVC)	1/72	0.4675486901815224	0.7528779302402857	0	0	1.6083204428885451	1.2227284884518137	ITGA8
Bile secretion	1/72	0.4675486901815224	0.7528779302402857	0	0	1.6083204428885451	1.2227284884518137	HMGCR
p53 signaling pathway	1/72	0.4675486901815224	0.7528779302402857	0	0	1.6083204428885451	1.2227284884518137	RCHY1
Melanoma	1/72	0.4675486901815224	0.7528779302402857	0	0	1.6083204428885451	1.2227284884518137	RB1
Axon guidance	2/181	0.468518467528776	0.7528779302402857	0	0	1.276276471352475	0.9676469883131366	EFNA2;GNAI3
Bacterial invasion of epithelial cells	1/74	0.4768064343075919	0.7528779302402857	0	0	1.5640985034444532	1.1584412176622558	ARPC2
Gastric acid secretion	1/75	0.4813751122763719	0.7528779302402857	0	0	1.5428839243868147	1.1280154800521878	GNAI3
Glioma	1/75	0.4813751122763719	0.7528779302402857	0	0	1.5428839243868147	1.1280154800521878	RB1
Kaposi sarcoma-associated herpesvirus infection	2/186	0.4827116809741461	0.7528779302402857	0	0	1.2412790697674418	0.9040679065565725	RB1;HIF1A
Chronic myeloid leukemia	1/76	0.4859041224845919	0.7528779302402857	0	0	1.5222350674373797	1.0986639555489106	RB1
Pertussis	1/76	0.4859041224845919	0.7528779302402857	0	0	1.5222350674373797	1.0986639555489106	GNAI3
Chemokine signaling pathway	2/190	0.493897966839398	0.7528779302402857	0	0	1.2146214745175656	0.8568259666631545	VAV3;GNAI3
RNA degradation	1/79	0.49925655557194026	0.7528779302402857	0	0	1.4634652438120646	1.0165744371061711	EXOSC8
Huntington disease	2/193	0.5021874341025454	0.7528779302402857	0	0	1.1953610130281263	0.8233429750769317	TFAM;NDUFS1
Chemical carcinogenesis	1/82	0.5122641310571929	0.7528779302402857	0	0	1.4090487404552916	0.9425337057603482	KYAT3
ECM-receptor interaction	1/82	0.5122641310571929	0.7528779302402857	0	0	1.4090487404552916	0.9425337057603482	ITGA8
Focal adhesion	2/199	0.5185035935021971	0.7528779302402857	0	0	1.1585999291701097	0.7609780739147965	VAV3;ITGA8
Colorectal cancer	1/86	0.529086394818438	0.7528779302402857	0	0	1.3424685481128869	0.8546202343921173	SMAD2
Salmonella infection	1/86	0.529086394818438	0.7528779302402857	0	0	1.3424685481128869	0.8546202343921173	ARPC2
Rap1 signaling pathway	2/206	0.5370876346836575	0.7528779302402857	0	0	1.1184450524395806	0.6952187391921905	EFNA2;GNAI3
Gap junction	1/88	0.5372799093485117	0.7528779302402857	0	0	1.3114743206431467	0.8147351578668095	GNAI3
GABAergic synapse	1/89	0.5413233547126157	0.7528779302402857	0	0	1.2965055176037834	0.7957153263485026	GNAI3
TGF-beta signaling pathway	1/90	0.5453316679278545	0.7528779302402857	0	0	1.2818730921608106	0.7772779838815321	SMAD2
mRNA surveillance pathway	1/91	0.5493051524499436	0.7528779302402857	0	0	1.2675658317276814	0.7594001584513406	RNMT
Dilated cardiomyopathy (DCM)	1/91	0.5493051524499436	0.7528779302402857	0	0	1.2675658317276814	0.7594001584513406	ITGA8
Morphine addiction	1/91	0.5493051524499436	0.7528779302402857	0	0	1.2675658317276814	0.7594001584513406	GNAI3
Human papillomavirus infection	3/330	0.5498671753104379	0.7528779302402857	0	0	1.0461398143677236	0.6256737616787196	RB1;ITGA8;HES1
cAMP signaling pathway	2/212	0.5526227929722296	0.7528779302402857	0	0	1.086157253599114	0.6441777318336491	VAV3;GNAI3
Small cell lung cancer	1/93	0.5571488365474364	0.7528779302402857	0	0	1.239884393063584	0.7252367298634015	RB1
Circadian entrainment	1/97	0.5724313282017013	0.7528779302402857	0	0	1.1879816955684008	0.6627304404114991	GNAI3
Prostate cancer	1/97	0.5724313282017013	0.7528779302402857	0	0	1.1879816955684008	0.6627304404114991	RB1
AGE-RAGE signaling pathway in diabetic complications	1/100	0.58354802824362	0.7528779302402857	0	0	1.1518070882232732	0.6203961472877585	SMAD2
HIF-1 signaling pathway	1/100	0.58354802824362	0.7528779302402857	0	0	1.1518070882232732	0.6203961472877585	HIF1A
Human cytomegalovirus infection	2/225	0.585014078424233	0.7528779302402857	0	0	1.0221608092606111	0.548000205376171	RB1;GNAI3
T cell receptor signaling pathway	1/101	0.5871893561152384	0.7528779302402857	0	0	1.1402312138728323	0.6070681384213071	VAV3
Melanogenesis	1/101	0.5871893561152384	0.7528779302402857	0	0	1.1402312138728323	0.6070681384213071	GNAI3
Longevity regulating pathway	1/102	0.5907990265731289	0.7528779302402857	0	0	1.1288845647570538	0.594108664280511	PRKAG1
Glucagon signaling pathway	1/103	0.594377313347594	0.7528779302402857	0	0	1.1177603989572709	0.5815047358751091	PRKAG1
Parathyroid hormone synthesis, secretion and action	1/106	0.604926572432175	0.7581091758033681	0	0	1.0856592347921827	0.5457046560536392	GNAI3
Drug metabolism	1/108	0.6118074050342971	0.7581091758033681	0	0	1.0652584949489492	0.5234017053163521	GMPS
Insulin resistance	1/108	0.6118074050342971	0.7581091758033681	0	0	1.0652584949489492	0.5234017053163521	PRKAG1
Cholinergic synapse	1/112	0.6252136292688428	0.7607610446543469	0	0	1.02666250065094	0.48218424102127155	GNAI3
Toxoplasmosis	1/113	0.62849262178778	0.7607610446543469	0	0	1.0174442609413707	0.4725326458058001	GNAI3
Serotonergic synapse	1/113	0.62849262178778	0.7607610446543469	0	0	1.0174442609413707	0.4725326458058001	GNAI3
Glutamatergic synapse	1/114	0.6317430897129664	0.7607610446543469	0	0	1.0083891759169268	0.4631253886528485	GNAI3
Thyroid hormone signaling pathway	1/116	0.6381594369511076	0.7631137322981776	0	0	0.9907514450867052	0.4450129788530609	HIF1A
Sphingolipid signaling pathway	1/119	0.647576123491576	0.7672347009206606	0	0	0.9654158910551582	0.41949147716798396	GNAI3
Lysosome	1/123	0.6597537161721226	0.7672347009206606	0	0	0.9335733914526675	0.38826259697486376	LAPTM4A
Platelet activation	1/124	0.6627321645653594	0.7672347009206606	0	0	0.9259363691902815	0.3809157271498266	GNAI3
Oocyte meiosis	1/125	0.6656846886312112	0.7672347009206606	0	0	0.9184225247063211	0.3737420916876833	ANAPC10
Autophagy	1/128	0.6743889486614647	0.7672347009206606	0	0	0.8965909608119794	0.3532104483592944	HIF1A
Purine metabolism	1/129	0.6772399996282537	0.7672347009206606	0	0	0.8895411849710982	0.34668049841991266	GMPS
Dopaminergic synapse	1/131	0.6828678513134807	0.7672347009206606	0	0	0.8757670075589151	0.3340647587713552	GNAI3
Natural killer cell mediated cytotoxicity	1/131	0.6828678513134807	0.7672347009206606	0	0	0.8757670075589151	0.3340647587713552	VAV3
Oxidative phosphorylation	1/133	0.6883981257332705	0.7672347009206606	0	0	0.8624102294622525	0.32201357667707275	NDUFS1
Estrogen signaling pathway	1/137	0.6991726429357337	0.7672347009206606	0	0	0.8368752125127508	0.29948213968623344	GNAI3
Insulin signaling pathway	1/137	0.6991726429357337	0.7672347009206606	0	0	0.8368752125127508	0.29948213968623344	PRKAG1
Measles	1/138	0.7018078800755176	0.7672347009206606	0	0	0.8307244420066664	0.29415585935815586	RCHY1
Fluid shear stress and atherosclerosis	1/139	0.7044201640031796	0.7672347009206606	0	0	0.8246628131021194	0.28894558487351746	NQO1
Signaling pathways regulating pluripotency of stem cells	1/139	0.7044201640031796	0.7672347009206606	0	0	0.8246628131021194	0.28894558487351746	SMAD2
Adrenergic signaling in cardiomyocytes	1/145	0.7196228629277308	0.7739340223939747	0	0	0.7900610147719974	0.2599522000663939	GNAI3
Cell adhesion molecules (CAMs)	1/145	0.7196228629277308	0.7739340223939747	0	0	0.7900610147719974	0.2599522000663939	ITGA8
Hepatitis C	1/155	0.7432521600380967	0.7943507460407159	0	0	0.7383830042789581	0.2190929392408325	RB1
Hippo signaling pathway	1/160	0.7543132976605257	0.8011650552791918	0	0	0.714981641036827	0.2015872741799578	SMAD2
Protein processing in endoplasmic reticulum	1/165	0.7649005196898103	0.804605236834117	0	0	0.6930071901875088	0.18573250584873607	UGGT2
cGMP-PKG signaling pathway	1/166	0.7669628865728718	0.804605236834117	0	0	0.6887721142056402	0.18274285911869068	GNAI3
Tight junction	1/170	0.7750340190022542	0.8081147393255212	0	0	0.6723330027020556	0.17134295982168601	PRKAG1
NOD-like receptor signaling pathway	1/178	0.7903518313826898	0.819091897978424	0	0	0.641683811763169	0.15097349125751522	TANK
PI3K-Akt signaling pathway	2/354	0.8163533758577014	0.840942332961849	0	0	0.6433007399577167	0.13053084023987951	EFNA2;ITGA8
Human immunodeficiency virus 1 infection	1/212	0.8446922498634462	0.8649243995607742	0	0	0.5373530942662247	0.0906960239491257	GNAI3
Ras signaling pathway	1/232	0.8698505193832657	0.8853835643722526	0	0	0.49032855391236896	0.06836842201230839	EFNA2
MAPK signaling pathway	1/295	0.9254978589383261	0.9301559980193754	0	0	0.38401950375525934	0.029732118834925027	EFNA2
MicroRNAs in cancer	1/299	0.9280948226296681	0.9301559980193754	0	0	0.378787290995849	0.02826562729651596	PDCD4
Herpes simplex virus 1 infection	2/492	0.9301559980193754	0.9301559980193754	0	0	0.4588514475557665	0.033222206259242014	ZNF700;ZNF674
