Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
PI3K-Akt signaling pathway	2/354	0.18279146990732292	0.32648279543217545	0	0	2.652056277056277	4.506929060451591	KIT;ITGB6
Circadian entrainment	1/97	0.19277231347464815	0.32648279543217545	0	0	4.811046511627907	7.920163715413833	PRKG1
Glycerophospholipid metabolism	1/97	0.19277231347464815	0.32648279543217545	0	0	4.811046511627907	7.920163715413833	AGPAT5
Hematopoietic cell lineage	1/97	0.19277231347464815	0.32648279543217545	0	0	4.811046511627907	7.920163715413833	KIT
Melanogenesis	1/101	0.1998874257748013	0.32648279543217545	0	0	4.617674418604651	7.434460163948317	KIT
Ribosome biogenesis in eukaryotes	1/101	0.1998874257748013	0.32648279543217545	0	0	4.617674418604651	7.434460163948317	RPP30
Glutamatergic synapse	1/114	0.22259084363141607	0.3518371399335286	0	0	4.0837620909652195	6.1355257374622605	SLC38A2
Lysosome	1/123	0.23793851619509393	0.3558074470213351	0	0	3.780785360274495	5.428236017215065	CTSO
Platelet activation	1/124	0.23962542350416446	0.3558074470213351	0	0	3.749858196256381	5.35734107152606	PRKG1
Apelin signaling pathway	1/137	0.2612259075978302	0.36741057889328443	0	0	3.3891928864569083	4.549549837140044	MEF2A
Fluid shear stress and atherosclerosis	1/139	0.26449538607227524	0.36741057889328443	0	0	3.339737108190091	4.441621487710582	MEF2A
Apoptosis	1/143	0.27099197723297425	0.36741057889328443	0	0	3.245004913200131	4.2368927889372525	CTSO
Breast cancer	1/147	0.277432477939827	0.36741057889328443	0	0	3.1554635234151003	4.045864957025913	KIT
Oxytocin signaling pathway	1/153	0.2869890931769097	0.37006488330706777	0	0	3.029987760097919	3.782367253236813	PPP1R12B
RNA transport	1/165	0.3057332053752981	0.38412633495870785	0	0	2.8065796937039136	3.3259160347952443	RPP30
Transcriptional misregulation in cancer	1/186	0.3373832484544355	0.4132944793566835	0	0	2.485355122564425	2.7004272145364645	MLF1
Proteoglycans in cancer	1/201	0.3591225797373494	0.4272484060224059	0	0	2.2972093023255815	2.3525525226159614	PPP1R12B
Rap1 signaling pathway	1/206	0.36621291944777645	0.4272484060224059	0	0	2.2406125921724334	2.2507857970011966	KIT
Thermogenesis	1/231	0.40053048899089994	0.44753117658073543	0	0	1.9945399393326593	1.824935009579029	PRKG1
Ras signaling pathway	1/232	0.40186472999086453	0.44753117658073543	0	0	1.985804892781637	1.810338655251533	KIT
MAPK signaling pathway	1/295	0.48031989596861824	0.5230149978324954	0	0	1.5552918841955388	1.1405001223197426	KIT
Human papillomavirus infection	1/330	0.5194622316631942	0.5504639628275956	0	0	1.387361278009472	0.908667769198234	ITGB6
Neuroactive ligand-receptor interaction	1/338	0.5279960459774896	0.5504639628275956	0	0	1.3538748188530811	0.8646744703099003	F2RL2
Olfactory transduction	1/444	0.6280065142355731	0.6410899832821475	0	0	1.024358234028033	0.4765363054988241	PRKG1
Pathways in cancer	1/530	0.6936461516808158	0.6936461516808158	0	0	0.8540466874752715	0.3124045701696614	KIT
