Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Dopaminergic synapse	1/131	0.15715057276342775	0.25025192353701464	0	0	6.105846153846154	11.29917891851374	CACNA1D
Vascular smooth muscle contraction	1/132	0.1582534995824069	0.25025192353701464	0	0	6.058931297709924	11.169985836162711	CACNA1D
Insulin signaling pathway	1/137	0.16374735008097807	0.25025192353701464	0	0	5.834705882352941	10.557495291482919	SHC4
Estrogen signaling pathway	1/137	0.16374735008097807	0.25025192353701464	0	0	5.834705882352941	10.557495291482919	SHC4
Measles	1/138	0.16484197514864607	0.25025192353701464	0	0	5.791824817518248	10.441316386831222	CCNE1
Adrenergic signaling in cardiomyocytes	1/145	0.1724658657229811	0.25025192353701464	0	0	5.508333333333334	9.681203980286986	CACNA1D
Breast cancer	1/147	0.17463179980363083	0.25025192353701464	0	0	5.432328767123288	9.47982396276961	SHC4
Phospholipase D signaling pathway	1/148	0.17571272171279131	0.25025192353701464	0	0	5.395102040816327	9.381569269744272	SHC4
Retrograde endocannabinoid signaling	1/148	0.17571272171279131	0.25025192353701464	0	0	5.395102040816327	9.381569269744272	CACNA1D
Oxytocin signaling pathway	1/153	0.18109694579380833	0.25025192353701464	0	0	5.2163157894736845	8.913237611851748	CACNA1D
Hippo signaling pathway	1/160	0.1885780785396147	0.25025192353701464	0	0	4.9849056603773585	8.316034711829612	CRB1
Hepatitis B	1/163	0.1917641217146227	0.25025192353701464	0	0	4.891851851851852	8.078840476657266	CCNE1
cGMP-PKG signaling pathway	1/166	0.19493813427133033	0.25025192353701464	0	0	4.802181818181818	7.8519179804021215	CACNA1D
Hepatocellular carcinoma	1/168	0.19704748050505724	0.25025192353701464	0	0	4.744191616766467	7.706040548856063	SHC4
Tight junction	1/170	0.19915151203803177	0.25025192353701464	0	0	4.687573964497042	7.564288310060023	CACNA1D
Alzheimer disease	1/171	0.20020153882961172	0.25025192353701464	0	0	4.659764705882353	7.494908727328963	CACNA1D
Alcoholism	1/180	0.20959239856114303	0.257047281254232	0	0	4.423463687150838	6.912062748671535	SHC4
Calcium signaling pathway	1/188	0.21785074699722382	0.25898453922217396	0	0	4.232513368983957	6.450117998649596	CACNA1D
Chemokine signaling pathway	1/190	0.21990233395010747	0.25898453922217396	0	0	4.1873015873015875	6.341968767345962	SHC4
Focal adhesion	1/199	0.22907061677652724	0.25898453922217396	0	0	3.995151515151515	5.8877544779398665	SHC4
Viral carcinogenesis	1/201	0.2310938965367091	0.25898453922217396	0	0	3.9548	5.793509801147202	CCNE1
Epstein-Barr virus infection	1/201	0.2310938965367091	0.25898453922217396	0	0	3.9548	5.793509801147202	CCNE1
cAMP signaling pathway	1/212	0.24213099081196915	0.26675448140301683	0	0	3.7465402843601896	5.3136297228557305	CACNA1D
Human T-cell leukemia virus 1 infection	1/219	0.24907510867560553	0.26983136773190597	0	0	3.624954128440367	5.038689090408649	CCNE1
Ras signaling pathway	1/232	0.26180934964878444	0.2789771758552621	0	0	3.418701298701299	4.581533959256237	SHC4
MAPK signaling pathway	1/295	0.3206366341121514	0.3361513099562877	0	0	2.6775510204081634	3.0455717810550733	CACNA1D
Human papillomavirus infection	1/330	0.3513426569535359	0.362496392094918	0	0	2.388449848024316	2.498302541005302	CCNE1
PI3K-Akt signaling pathway	1/354	0.3716221570860812	0.3774287532905512	0	0	2.223342776203966	2.200837317220621	CCNE1
Pathways in cancer	1/530	0.5027862028199275	0.5027862028199275	0	0	1.4703213610586012	1.0109786224306612	CCNE1
