Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Epstein-Barr virus infection	13/201	0.0034611395831573716	0.07124178975332256	0	0	2.5140204737053393	14.244835672737867	RB1;PSMD12;HDAC2;CHUK;STAT1;DDX58;PIK3R3;EIF2AK2;PIK3CB;PSMD6;TBK1;CCND1;PSMC2
Proteoglycans in cancer	13/201	0.0034611395831573716	0.07124178975332256	0	0	2.5140204737053393	14.244835672737867	SMAD2;ITGB1;PPP1R12A;ROCK1;LUM;FZD6;RDX;PIK3R3;PIK3CB;HIF1A;PPP1CB;CCND1;PRKACB
Pancreatic cancer	7/75	0.004222888440714651	0.07220057434558638	0	0	3.7237434152765583	20.35858375853532	RB1;SMAD2;CCND1;CHUK;STAT1;PIK3R3;PIK3CB
Cellular senescence	11/160	0.004377121273964098	0.07220057434558638	0	0	2.6793662007367414	14.552613163170445	RB1;PPP1CB;SMAD2;PPP3CB;CCND1;PTEN;PIK3R3;TRPM7;NBN;PIK3CB;ATR
Endometrial cancer	6/58	0.004772228161106424	0.07220057434558638	0	0	4.169531585732703	22.28590434038592	GSK3B;CCND1;APC;PTEN;PIK3R3;PIK3CB
Prostate cancer	8/97	0.0048984546053202046	0.07220057434558638	0	0	3.2541005985508766	17.308025817594952	RB1;GSK3B;ZEB1;CCND1;CHUK;PTEN;PIK3R3;PIK3CB
Kaposi sarcoma-associated herpesvirus infection	12/186	0.004969270299088942	0.07220057434558638	0	0	2.5044483408013507	13.284801821819418	RB1;GSK3B;PPP3CB;TBK1;CCND1;CHUK;STAT1;PIK3R3;EIF2AK2;PIK3C3;PIK3CB;HIF1A
AMPK signaling pathway	9/120	0.005469289276478952	0.07310775992565015	0	0	2.9374430610385667	15.299985321206014	RAB10;CCND1;CAB39;PPP2R5E;PPP2R3C;PIK3R3;PPP2R2A;PIK3CB;PPP2R3A
RNA degradation	7/79	0.0056236738404346264	0.07310775992565015	0	0	3.5161432421227197	18.216329847794707	ZCCHC7;PNPT1;CNOT7;DIS3;XRN2;EXOSC3;CNOT8
Fatty acid degradation	5/44	0.006570368310314774	0.08114404863238746	0	0	4.627299590124869	23.253038289193512	ALDH3A2;ACSL4;ACADM;ACSL3;ACADSB
Oocyte meiosis	9/125	0.007107704553912879	0.08360014403888007	0	0	2.81010267338241	13.900386258595368	PPP1CB;RPS6KA3;PPP3CB;PPP2R5E;CDC27;SMC3;PRKACB;CPEB2;ANAPC10
Autophagy	9/128	0.008256713279821498	0.08429867441618072	0	0	2.7388348597866115	13.13744771801815	SH3GLB1;RRAGC;LAMP2;PTEN;PIK3R3;PIK3C3;PIK3CB;PRKACB;HIF1A
Nicotinate and nicotinamide metabolism	4/30	0.008412108040388108	0.08429867441618072	0	0	5.546168117596689	26.50005258294778	NADK2;NAMPT;ENPP1;NUDT12
mTOR signaling pathway	10/152	0.00867807856065075	0.08429867441618072	0	0	2.5519911212113207	12.114187366992855	RPS6KA3;GSK3B;RRAGC;CHUK;CAB39;FZD6;PTEN;PIK3R3;ATP6V1H;PIK3CB
Sphingolipid metabolism	5/47	0.008686163411545234	0.08429867441618072	0	0	4.296114356523279	20.38946154996416	GALC;UGCG;ASAH1;ACER3;DEGS1
Colorectal cancer	7/86	0.008873544675387444	0.08429867441618072	0	0	3.2034290572454185	15.135180200776103	SMAD2;GSK3B;CCND1;APC;PIK3R3;PIK3CB;APPL1
Insulin resistance	8/108	0.009231369295192988	0.08444993392269141	0	0	2.894504672897196	13.561182457332283	PPP1CB;RPS6KA3;GSK3B;PTEN;SLC27A6;PIK3R3;PPP1R3A;PIK3CB
B cell receptor signaling pathway	6/71	0.01259003617324754	0.10700046713784024	0	0	3.333390631714654	14.58308253098835	GSK3B;PPP3CB;CHUK;PIK3R3;PIK3CB;BCL10
Measles	9/138	0.013122547622960277	0.10700046713784024	0	0	2.52521557355631	10.942828094215724	GSK3B;TBK1;CCND1;CHUK;DDX58;STAT1;PIK3R3;EIF2AK2;PIK3CB
Small cell lung cancer	7/93	0.013325554625971639	0.10700046713784024	0	0	2.9416218326969803	12.702133949142208	RB1;ITGB1;CCND1;CHUK;PTEN;PIK3R3;PIK3CB
Melanoma	6/72	0.01342920842620667	0.10700046713784024	0	0	3.282715422380227	14.149564479859583	RB1;FGF7;CCND1;PTEN;PIK3R3;PIK3CB
Inositol phosphate metabolism	6/74	0.015223337563585636	0.11750513681892663	0	0	3.185836345711469	13.332488279928501	MINPP1;MTMR2;PTEN;PIK3C3;PIK3CB;MTMR6
Human T-cell leukemia virus 1 infection	12/219	0.01686741760905157	0.12404606074019459	0	0	2.10158574196894	8.579453674924368	RB1;SMAD2;PPP3CB;CCND1;CHUK;CDC27;PTEN;PIK3R3;PIK3CB;PRKACB;ANAPC10;ATR
Chronic myeloid leukemia	6/76	0.017177166653231032	0.12404606074019459	0	0	3.094493216280926	12.576559792651944	RB1;HDAC2;CCND1;CHUK;PIK3R3;PIK3CB
Tight junction	10/170	0.01793142220605917	0.12404606074019459	0	0	2.262781425891182	9.099098196258481	ITGB1;ACTR3;ACTR2;CCND1;ROCK1;RDX;PPP2R2A;MPP5;PRKACB;ACTR3B
Progesterone-mediated oocyte maturation	7/99	0.018257614632589316	0.12404606074019459	0	0	2.7489252109020117	11.004423309291582	RPS6KA3;CDC27;PIK3R3;PIK3CB;PRKACB;CPEB2;ANAPC10
Influenza A	10/171	0.01860108351977893	0.12404606074019459	0	0	2.2486103504131076	8.959667645931466	GSK3B;IL33;RNASEL;TBK1;DDX58;STAT1;PIK3R3;EIF2AK2;PIK3CB;NXT2
Breast cancer	9/147	0.01908400934464532	0.12404606074019459	0	0	2.35942843185149	9.340751840224497	RB1;GSK3B;FGF7;CCND1;APC;FZD6;PTEN;PIK3R3;PIK3CB
Gastric cancer	9/149	0.020638675306024756	0.12894395578457293	0	0	2.325481540930979	9.02423697432042	RB1;SMAD2;GSK3B;FGF7;CCND1;APC;FZD6;PIK3R3;PIK3CB
Terpenoid backbone biosynthesis	3/22	0.020881612272805335	0.12894395578457293	0	0	5.6836257309941525	21.98930174098828	FNTA;ZMPSTE24;PCYOX1
Protein export	3/23	0.02354042168005013	0.14181668670664346	0	0	5.399166666666667	20.241671628547696	SRP54;SEC11A;SRP9
Dopaminergic synapse	8/131	0.02663321076733623	0.1566286442745726	0	0	2.350459691512803	8.521818000490743	PPP1CB;GSK3B;PPP3CB;PPP2R5E;PPP2R3C;PPP2R2A;PPP2R3A;PRKACB
Cytosolic DNA-sensing pathway	5/63	0.028041446767970112	0.1610752872485725	0	0	3.108415587745161	11.109699940210636	IL33;TBK1;CHUK;POLR3B;DDX58
Wnt signaling pathway	9/158	0.028774928168986615	0.1615319831304476	0	0	2.183998190181736	7.749373370668646	GSK3B;PPP3CB;CCND1;DAAM1;APC;TBL1XR1;RYK;FZD6;PRKACB
Vasopressin-regulated water reabsorption	4/44	0.03100359058353691	0.1658129914406616	0	0	3.6024118738404454	12.513526132350687	DCTN6;NSF;PRKACB;RAB5A
Central carbon metabolism in cancer	5/65	0.03155145990976152	0.1658129914406616	0	0	3.0044919454770755	10.38393102637844	PTEN;PIK3R3;PIK3CB;HIF1A;GLS
Mitophagy	5/65	0.03155145990976152	0.1658129914406616	0	0	3.0044919454770755	10.38393102637844	USP8;TBK1;CALCOCO2;FUNDC1;HIF1A
Regulation of actin cytoskeleton	11/214	0.0324132903683595	0.16679339002051657	0	0	1.9611281899329605	6.725074791687349	CHRM2;PPP1CB;ITGB1;NCKAP1;FGF7;PPP1R12A;ROCK1;APC;RDX;PIK3R3;PIK3CB
Hepatitis B	9/163	0.03415599373509395	0.17217409086873886	0	0	2.1125419524295928	7.133667992990181	RB1;SMAD2;TBK1;DDX3X;CHUK;DDX58;STAT1;PIK3R3;PIK3CB
Signaling pathways regulating pluripotency of stem cells	8/139	0.0360634580147852	0.17672911712545045	0	0	2.206006991510309	7.329403453401162	SMAD2;GSK3B;PCGF6;APC;FZD6;PIK3R3;PIK3CB;BMPR1B
Protein processing in endoplasmic reticulum	9/165	0.03649062742266386	0.17672911712545045	0	0	2.0852420051858256	6.903610361062445	ERO1A;ERLEC1;LMAN1;SEC23A;DNAJC10;UBE2D1;PLAA;SSR1;EIF2AK2
Hepatocellular carcinoma	9/168	0.040193777813474316	0.18631100888374225	0	0	2.0455798176807294	6.5745816496190495	RB1;SMAD2;GSK3B;CCND1;APC;FZD6;PTEN;PIK3R3;PIK3CB
Amino sugar and nucleotide sugar metabolism	4/48	0.04087324365240131	0.18631100888374225	0	0	3.274245235284196	10.46867755981121	CYB5R4;CMAS;UGP2;GNPDA2
Valine, leucine and isoleucine degradation	4/48	0.04087324365240131	0.18631100888374225	0	0	3.274245235284196	10.46867755981121	ALDH3A2;ACADM;ACADSB;DLD
Prolactin signaling pathway	5/70	0.04148625703888997	0.18631100888374225	0	0	2.772662281955962	8.823701210139415	GSK3B;CCND1;STAT1;PIK3R3;PIK3CB
Focal adhesion	10/199	0.04564293911633111	0.2005299546898709	0	0	1.9127033761180103	5.904336213176355	PPP1CB;ITGB1;GSK3B;PPP1R12A;CCND1;ROCK1;PTEN;PIK3R3;PIK3CB;ARHGAP5
Vibrio cholerae infection	4/50	0.046401560908441435	0.2005299546898709	0	0	3.131564088085827	9.615223834299305	ERO1A;ATP6V1H;KDELR2;PRKACB
Fatty acid biosynthesis	2/13	0.047088005554706526	0.2005299546898709	0	0	6.535372206351874	19.97037846056638	ACSL4;ACSL3
Lysosome	7/123	0.0505734525077921	0.208240895798384	0	0	2.177480056613484	6.498315778860928	GALC;LAPTM4B;AP3M1;ASAH1;LAMP2;AP4E1;ATP6V1H
beta-Alanine metabolism	3/31	0.05100599294928029	0.208240895798384	0	0	3.8549603174603173	11.471637728693503	ALDH3A2;SMS;ACADM
Platelet activation	7/124	0.052407398158955926	0.208240895798384	0	0	2.1587574945783903	6.365544439514111	PPP1CB;ITGB1;PPP1R12A;ROCK1;PIK3R3;PIK3CB;PRKACB
Phosphatidylinositol signaling system	6/99	0.052783189214355146	0.208240895798384	0	0	2.326425181714423	6.843325131880749	MTMR2;PTEN;PIK3R3;PIK3C3;PIK3CB;MTMR6
Glioma	5/75	0.05311407463683479	0.208240895798384	0	0	2.573951141795008	7.5553530889968705	RB1;CCND1;PTEN;PIK3R3;PIK3CB
Propanoate metabolism	3/32	0.055188127051691675	0.21299167784012257	0	0	3.72183908045977	10.782195500908022	SUCLA2;ACADM;DLD
T cell receptor signaling pathway	6/101	0.05712373141866449	0.21707017939092504	0	0	2.277212584533961	6.5186021765435544	GSK3B;PPP3CB;CHUK;PIK3R3;BCL10;PIK3CB
PI3K-Akt signaling pathway	15/354	0.060417820434140235	0.22610911586716118	0	0	1.6021386430678466	4.4963559237393325	CHRM2;ITGB1;GSK3B;CHUK;PTEN;PIK3R3;PPP2R2A;PIK3CB;PPP2R3A;GHR;FGF7;CCND1;PPP2R5E;PPP2R3C;PKN2
C-type lectin receptor signaling pathway	6/104	0.06402485417790571	0.23256086738151044	0	0	2.2071599589556494	6.066343665944844	PPP3CB;CHUK;STAT1;PIK3R3;BCL10;PIK3CB
Toll-like receptor signaling pathway	6/104	0.06402485417790571	0.23256086738151044	0	0	2.2071599589556494	6.066343665944844	CXCL11;TBK1;CHUK;STAT1;PIK3R3;PIK3CB
Pyrimidine metabolism	4/57	0.06883662458001051	0.24641516335163183	0	0	2.7169811320754715	7.270694060387894	NME7;CMPK1;ENPP1;DCK
Starch and sucrose metabolism	3/36	0.07346644032504968	0.25923158228981813	0	0	3.27003367003367	8.53781779797711	UGP2;GBE1;ENPP1
Insulin signaling pathway	7/137	0.08004064994042412	0.27845127514485574	0	0	1.9415757749712974	4.9029072387583374	PPP1CB;GSK3B;PIK3R3;PPP1R3A;PIK3CB;PRKACB;RHOQ
Human cytomegalovirus infection	10/225	0.08753888816537589	0.3003070191228867	0	0	1.6791308521314194	4.089812249678438	RB1;GSK3B;PPP3CB;TBK1;CCND1;CHUK;ROCK1;PIK3R3;PIK3CB;PRKACB
Pantothenate and CoA biosynthesis	2/19	0.09287130213046511	0.3139508107207968	0	0	4.22746547787322	10.046743310672094	ENPP1;AASDHPPT
Ferroptosis	3/40	0.0940581376248541	0.3139508107207968	0	0	2.915915915915916	6.892765101055206	ACSL4;ACSL3;SLC39A14
Viral carcinogenesis	9/201	0.09805174599382634	0.3229170834730014	0	0	1.6910990168539326	3.927171466441495	RB1;HDAC2;HNRNPK;DDX3X;CCND1;PIK3R3;EIF2AK2;PIK3CB;PRKACB
Adrenergic signaling in cardiomyocytes	7/145	0.1005508696063273	0.3267903262205637	0	0	1.828263573437162	4.19968874045422	PPP1CB;PLN;PPP2R5E;PPP2R3C;PPP2R2A;PPP2R3A;PRKACB
Acute myeloid leukemia	4/66	0.104404522014161	0.33061431971150984	0	0	2.3215033814112154	5.245395776844615	CCND1;CHUK;PIK3R3;PIK3CB
Non-small cell lung cancer	4/66	0.104404522014161	0.33061431971150984	0	0	2.3215033814112154	5.245395776844615	RB1;CCND1;PIK3R3;PIK3CB
Long-term potentiation	4/67	0.10879054644339844	0.3401425945761951	0	0	2.284536325352652	5.067857380244013	PPP1CB;RPS6KA3;PPP3CB;PRKACB
NOD-like receptor signaling pathway	8/178	0.112627399062907	0.34773709460672536	0	0	1.696492578339747	3.704580392930968	RNASEL;TBK1;CHUK;STAT1;NAMPT;ERBIN;TRPM7;DNM1L
Tuberculosis	8/179	0.11528035141021993	0.3482794165183277	0	0	1.6864841230802863	3.6434605321825573	PPP3CB;STAT1;LAMP2;ATP6V1H;PIK3C3;BCL10;PLA2R1;RAB5A
Renal cell carcinoma	4/69	0.11780527155827243	0.3482794165183277	0	0	2.2140145568716996	4.735162213857758	CUL2;PIK3R3;PIK3CB;HIF1A
Other types of O-glycan biosynthesis	2/22	0.11906617199172595	0.3482794165183277	0	0	3.59279112754159	7.645732116188514	EOGT;B3GLCT
Phagosome	7/152	0.12063014078546272	0.3482794165183277	0	0	1.73937210499228	3.678817403706882	ITGB1;LAMP2;ATP6V1H;PIK3C3;PLA2R1;SEC22B;RAB5A
Axon guidance	8/181	0.12068640153250464	0.3482794165183277	0	0	1.6668143266166064	3.524578603439211	ITGB1;GSK3B;PPP3CB;ROCK1;RYK;PIK3R3;PIK3CB;BMPR1B
RIG-I-like receptor signaling pathway	4/70	0.1224306685609627	0.3482794165183277	0	0	2.1803564400966997	4.579207227918593	DDX3X;TBK1;CHUK;DDX58
Proteasome	3/45	0.1226733167493705	0.3482794165183277	0	0	2.568121693121693	5.388511054455473	PSMD12;PSMD6;PSMC2
D-Glutamine and D-glutamate metabolism	1/5	0.12858801840372938	0.3602948992305976	0	0	8.972785977859779	18.404454955041324	GLS
Cushing syndrome	7/155	0.12982285842721938	0.3602948992305976	0	0	1.7038498386446148	3.4785532253544007	RB1;USP8;GSK3B;CCND1;APC;FZD6;PRKACB
Pathways in cancer	19/530	0.13407205275241346	0.365571247655471	0	0	1.344370415739233	2.70134822489674	RB1;ITGB1;SMAD2;GSK3B;HDAC2;CHUK;ROCK1;STAT1;FZD6;CUL2;PTEN;PIK3R3;PIK3CB;HIF1A;FGF7;APC;CCND1;PRKACB;APPL1
Hedgehog signaling pathway	3/47	0.13490752682310486	0.365571247655471	0	0	2.4511363636363637	4.910032342970486	GSK3B;CCND1;PRKACB
AGE-RAGE signaling pathway in diabetic complications	5/100	0.13616418941013494	0.365571247655471	0	0	1.8941498728233221	3.7767337754721066	SMAD2;CCND1;STAT1;PIK3R3;PIK3CB
Bacterial invasion of epithelial cells	4/74	0.14167865462525586	0.3722832733238106	0	0	2.0553405777895573	4.016533775820275	ITGB1;PIK3R3;PIK3CB;CD2AP
PPAR signaling pathway	4/74	0.14167865462525586	0.3722832733238106	0	0	2.0553405777895573	4.016533775820275	SLC27A6;ACSL4;ACADM;ACSL3
Longevity regulating pathway	5/102	0.14445144306557126	0.3731316581653649	0	0	1.8549036139960908	3.588889515319184	HDAC2;PIK3R3;PIK3CB;PRKACB;APPL1
Natural killer cell mediated cytotoxicity	6/131	0.14659778236287524	0.3731316581653649	0	0	1.728	3.317868201783905	PPP3CB;RAET1G;RAET1L;PIK3R3;PIK3CB;ULBP2
Chemokine signaling pathway	8/190	0.1466218672204117	0.3731316581653649	0	0	1.583649994864948	3.0404469933801015	GSK3B;CXCL11;CHUK;ROCK1;STAT1;PIK3R3;PIK3CB;PRKACB
Chagas disease (American trypanosomiasis)	5/103	0.14867486617885267	0.3731316581653649	0	0	1.8358811926257492	3.499177552873625	SMAD2;CHUK;PIK3R3;PPP2R2A;PIK3CB
FoxO signaling pathway	6/132	0.1503131477914341	0.3731316581653649	0	0	1.7141970382193845	3.248462542754487	SMAD2;CCND1;CHUK;PTEN;PIK3R3;PIK3CB
Phosphonate and phosphinate metabolism	1/6	0.152252735424388	0.3731316581653649	0	0	7.177859778597786	13.510263900881712	CHPT1
JAK-STAT signaling pathway	7/162	0.15257610313644476	0.3731316581653649	0	0	1.6263119884448725	3.057615785662487	GHR;CCND1;STAT1;PIK3R3;PIK3CB;STAM2;PTPN2
Spliceosome	6/134	0.15786892281832907	0.38229043074634583	0	0	1.68723812849162	3.1146250379135383	TCERG1;RBM17;RBM25;HNRNPK;PRPF40A;THOC2
RNA transport	7/165	0.1628599964922299	0.3905477585784542	0	0	1.5951846778764405	2.8950438266451926	EIF2S3;NUP153;THOC2;TRNT1;NXT2;NUP58;PAIP1
Th17 cell differentiation	5/107	0.1660762695527177	0.39443114018770453	0	0	1.7635213936875866	3.166064314925453	SMAD2;PPP3CB;CHUK;STAT1;HIF1A
TNF signaling pathway	5/110	0.1796299840137054	0.42255815287033555	0	0	1.7128695344308726	2.9407506597618953	ITCH;CHUK;PIK3R3;PIK3CB;DNM1L
Pathogenic Escherichia coli infection	3/55	0.18749509378516466	0.43199442858373993	0	0	2.0731837606837606	3.470515006477448	ITGB1;ROCK1;NCL
Regulation of lipolysis in adipocytes	3/55	0.18749509378516466	0.43199442858373993	0	0	2.0731837606837606	3.470515006477448	PIK3R3;PIK3CB;PRKACB
Leukocyte transendothelial migration	5/112	0.18888825217426683	0.43199442858373993	0	0	1.6806795678004378	2.8010200586550864	ITGB1;ROCK1;PIK3R3;PIK3CB;ARHGAP5
Citrate cycle (TCA cycle)	2/30	0.1954149407056885	0.44282101242481703	0	0	2.5652231317665697	4.188060447189081	SUCLA2;DLD
Riboflavin metabolism	1/8	0.19767501442530275	0.44387025966408894	0	0	5.126515550869795	8.310752963911014	ENPP1
RNA polymerase	2/31	0.20537418111507785	0.4570038084272453	0	0	2.47663968385493	3.9203266736397326	POLR3B;POLR2B
VEGF signaling pathway	3/59	0.21550799846795937	0.4752721037641604	0	0	1.9247023809523809	2.9539509414706915	PPP3CB;PIK3R3;PIK3CB
cAMP signaling pathway	8/212	0.21996552721431775	0.4808096037339512	0	0	1.4112516034451164	2.1370363431583215	CHRM2;PPP1CB;PPP1R12A;PLN;ROCK1;PIK3R3;PIK3CB;PRKACB
GABAergic synapse	4/89	0.22269854444630177	0.48251351296698713	0	0	1.691323802248172	2.5402605133204568	NSF;PLCL1;PRKACB;GLS
TGF-beta signaling pathway	4/90	0.22849084941145922	0.49075860699678636	0	0	1.6715709539629806	2.4676718584761335	SMAD2;ROCK1;BMPR1B;BMP5
Dilated cardiomyopathy (DCM)	4/91	0.23432067374129914	0.498941434604318	0	0	1.6522721941441154	2.397553857634858	ITGB1;PLN;SGCB;PRKACB
Oxytocin signaling pathway	6/153	0.23691162000339344	0.5001467533404973	0	0	1.4677155778512523	2.1136104110912997	PPP1CB;PPP3CB;PPP1R12A;CCND1;ROCK1;PRKACB
Basal cell carcinoma	3/63	0.24432249099458975	0.5107813451263739	0	0	1.7960185185185185	2.531068268048816	GSK3B;APC;FZD6
IL-17 signaling pathway	4/93	0.2460849395548117	0.5107813451263739	0	0	1.6149757144941737	2.26432275945729	GSK3B;TBK1;CHUK;MAPK6
Shigellosis	3/65	0.25895446695708363	0.5330146111533304	0	0	1.7379032258064515	2.348086324647919	ITGB1;CHUK;ROCK1
Osteoclast differentiation	5/127	0.26298646637090356	0.5339747855203665	0	0	1.472895971722835	1.96727749145785	PPP3CB;CHUK;STAT1;PIK3R3;PIK3CB
Amoebiasis	4/96	0.26396340203003066	0.5339747855203665	0	0	1.5620714689037671	2.0805929922908555	PIK3R3;PIK3CB;PRKACB;RAB5A
Aldosterone-regulated sodium reabsorption	2/37	0.2659064721417209	0.5339747855203665	0	0	2.05143913387906	2.7173581051132176	PIK3R3;PIK3CB
Purine metabolism	5/129	0.27335649965787207	0.5398922872156525	0	0	1.4489896870128314	1.8793084362009471	NME7;ENPP1;HPRT1;PAICS;DCK
Necroptosis	6/162	0.2779444631964532	0.5398922872156525	0	0	1.3823950723392064	1.7699273543817884	IL33;STAT1;CHMP2B;EIF2AK2;TRPM7;DNM1L
Amphetamine addiction	3/68	0.2811028174416531	0.5398922872156525	0	0	1.6574358974358974	2.103343796489916	PPP1CB;PPP3CB;PRKACB
Glycolysis / Gluconeogenesis	3/68	0.2811028174416531	0.5398922872156525	0	0	1.6574358974358974	2.103343796489916	ALDH3A2;MINPP1;DLD
Choline metabolism in cancer	4/99	0.2820739408990237	0.5398922872156525	0	0	1.5125085440874915	1.9142096997508689	PIK3R3;CHPT1;PIK3CB;HIF1A
Pyruvate metabolism	2/39	0.28616702130746635	0.5398922872156525	0	0	1.940350701903382	2.427727308267825	ALDH3A2;DLD
HIF-1 signaling pathway	4/100	0.28815351351655993	0.5398922872156525	0	0	1.4966759431045145	1.8622568643468862	CUL2;PIK3R3;PIK3CB;HIF1A
Inflammatory mediator regulation of TRP channels	4/100	0.28815351351655993	0.5398922872156525	0	0	1.4966759431045145	1.8622568643468862	PPP1CB;PIK3R3;PIK3CB;PRKACB
Adipocytokine signaling pathway	3/69	0.28852543284399246	0.5398922872156525	0	0	1.6322390572390573	2.0288275131614477	CHUK;ACSL4;ACSL3
Ras signaling pathway	8/232	0.2960542157197176	0.5468854395280768	0	0	1.2839118825100133	1.5627938236696197	FGF7;TBK1;CHUK;PIK3R3;SHOC2;PIK3CB;PRKACB;RAB5A
cGMP-PKG signaling pathway	6/166	0.29669088622170964	0.5468854395280768	0	0	1.3475558659217877	1.6373672530874628	PPP1CB;PPP3CB;PPP1R12A;PLN;ROCK1;GTF2I
Bladder cancer	2/41	0.30636718743530444	0.5604691426824855	0	0	1.840655955258543	2.1774425009448644	RB1;CCND1
Adherens junction	3/72	0.3108675001923098	0.5604691426824855	0	0	1.5610305958132045	1.8238901993923209	SMAD2;SNAI2;SSX2IP
p53 signaling pathway	3/72	0.3108675001923098	0.5604691426824855	0	0	1.5610305958132045	1.8238901993923209	CCND1;PTEN;ATR
Apelin signaling pathway	5/137	0.3155842163080624	0.5622862237552634	0	0	1.3606088768728173	1.5692306318073759	SMAD2;CCND1;TFAM;PIK3C3;PRKACB
Tryptophan metabolism	2/42	0.31642827976510773	0.5622862237552634	0	0	1.794547134935305	2.0649112146812656	ALDH3A2;DLD
Carbohydrate digestion and absorption	2/44	0.336442946581714	0.5908682428838454	0	0	1.70891646862072	1.8615683267545737	PIK3R3;PIK3CB
Drug metabolism	4/108	0.3372972560591992	0.5908682428838454	0	0	1.3809761666904523	1.5008320161628703	TPMT;NME7;CMPK1;HPRT1
Basal transcription factors	2/45	0.3463857185240312	0.6025160033481388	0	0	1.6690882517302155	1.7695712558353163	CCNH;GTF2I
Synaptic vesicle cycle	3/78	0.3556169156615008	0.6111170702529388	0	0	1.4357037037037037	1.4843757923287444	NSF;SLC1A3;ATP6V1H
Type II diabetes mellitus	2/46	0.3562787777992842	0.6111170702529388	0	0	1.6310704083347336	1.6833327926384847	PIK3R3;PIK3CB
Cholinergic synapse	4/112	0.36202798760982713	0.615177020663667	0	0	1.3295540438397582	1.3508717893738438	CHRM2;PIK3R3;PIK3CB;PRKACB
Cysteine and methionine metabolism	2/47	0.3661174981277694	0.615177020663667	0	0	1.59474224686794	1.6023985469284563	APIP;SMS
Ether lipid metabolism	2/47	0.3661174981277694	0.615177020663667	0	0	1.59474224686794	1.6023985469284563	CHPT1;PAFAH1B2
Glutamatergic synapse	4/114	0.3743875720028361	0.6248225019236522	0	0	1.3052454039467027	1.2823562672999835	PPP3CB;SLC1A3;PRKACB;GLS
Non-alcoholic fatty liver disease (NAFLD)	5/149	0.38014422918058416	0.6301719772322435	0	0	1.246450330441966	1.2055724282072224	GSK3B;ITCH;NDUFB6;PIK3R3;PIK3CB
Arginine and proline metabolism	2/49	0.38561483940228103	0.6349791022157562	0	0	1.5267235615684116	1.45483966521243	ALDH3A2;SMS
Amyotrophic lateral sclerosis (ALS)	2/51	0.404846255072552	0.6534122256970373	0	0	1.46425742200762	1.3240517004519916	PPP3CB;RAB5A
Neurotrophin signaling pathway	4/119	0.40517403803005714	0.6534122256970373	0	0	1.248172945067355	1.127647593896516	RPS6KA3;GSK3B;PIK3R3;PIK3CB
ErbB signaling pathway	3/85	0.407289489819072	0.6534122256970373	0	0	1.312669376693767	1.1790804177082026	GSK3B;PIK3R3;PIK3CB
