Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Fanconi anemia pathway	1/54	0.21214441912542106	0.5443834544328948	0	0	4.306874864454565	6.677757854906344	FANCL
Legionellosis	1/55	0.21562036372774185	0.5443834544328948	0	0	4.226905065985526	6.4850698911452405	SAR1B
Glutathione metabolism	1/56	0.21908114629616499	0.5443834544328948	0	0	4.149843260188088	6.300761329957106	HPGDS
Arachidonic acid metabolism	1/63	0.24288754403453902	0.5445394803983007	0	0	3.6800148312940304	5.207797734798527	HPGDS
Cytosolic DNA-sensing pathway	1/63	0.24288754403453902	0.5445394803983007	0	0	3.6800148312940304	5.207797734798527	POLR3B
Aminoacyl-tRNA biosynthesis	1/66	0.25286930616869696	0.5445394803983007	0	0	3.509637488947834	4.8253391653703295	RARS2
Fc epsilon RI signaling pathway	1/68	0.2594514193818487	0.5445394803983007	0	0	3.40452907874421	4.593342297068813	MS4A2
Adipocytokine signaling pathway	1/69	0.26272094465889095	0.5445394803983007	0	0	3.3542934415145367	4.483559454877068	PRKAG2
Thermogenesis	2/231	0.2703078557645441	0.5445394803983007	0	0	1.9988829085000508	2.6149261538474593	PRKAG2;UQCRFS1
Inositol phosphate metabolism	1/74	0.2788557237745623	0.5445394803983007	0	0	3.1237600377893244	3.9892313366809797	IMPA1
Metabolism of xenobiotics by cytochrome P450	1/74	0.2788557237745623	0.5445394803983007	0	0	3.1237600377893244	3.9892313366809797	HPGDS
Antigen processing and presentation	1/77	0.28836850695544675	0.5445394803983007	0	0	3.0	3.7305482361528552	HSPA4
Cardiac muscle contraction	1/78	0.2915117823074112	0.5445394803983007	0	0	2.960889685027616	3.649814261471696	UQCRFS1
Peroxisome	1/83	0.3070234387409859	0.5445394803983007	0	0	2.779646761984861	3.2822935843356014	PEX3
Hypertrophic cardiomyopathy (HCM)	1/85	0.3131336608020538	0.5445394803983007	0	0	2.713191023535851	3.1503543295080894	PRKAG2
Protein digestion and absorption	1/90	0.32817716625421917	0.5445394803983007	0	0	2.5601188169959963	2.852488675126878	CPA3
mRNA surveillance pathway	1/91	0.3311465440950161	0.5445394803983007	0	0	2.53154533844189	2.797849402738823	CSTF3
Circadian entrainment	1/97	0.3486922721236938	0.5445394803983007	0	0	2.3726053639846745	2.499695126971941	RPS6KA5
Pancreatic secretion	1/98	0.35157198789072186	0.5445394803983007	0	0	2.3480270174191253	2.454488409664901	CPA3
Choline metabolism in cancer	1/99	0.35443911521150184	0.5445394803983007	0	0	2.3239502697630776	2.4104446686187133	PCYT1B
Phosphatidylinositol signaling system	1/99	0.35443911521150184	0.5445394803983007	0	0	2.3239502697630776	2.4104446686187133	IMPA1
Ribosome biogenesis in eukaryotes	1/101	0.36013582189198173	0.5445394803983007	0	0	2.277241379310345	2.3256874936021084	GNL3
Longevity regulating pathway	1/102	0.36296550931100985	0.5445394803983007	0	0	2.2545806304768408	2.284899024377763	PRKAG2
Glucagon signaling pathway	1/103	0.36578282452867106	0.5445394803983007	0	0	2.232364210051837	2.2451232816725217	PRKAG2
Insulin resistance	1/108	0.37968568060254776	0.5445394803983007	0	0	2.1275110108497155	2.060306182159224	PRKAG2
Drug metabolism	1/108	0.37968568060254776	0.5445394803983007	0	0	2.1275110108497155	2.060306182159224	HPGDS
MicroRNAs in cancer	2/299	0.3797654395798342	0.5445394803983007	0	0	1.535901652180722	1.4870622544826944	ZEB2;RPS6KA5
TNF signaling pathway	1/110	0.3851620715012371	0.5445394803983007	0	0	2.0882632078456185	1.992393274942184	RPS6KA5
Sphingolipid signaling pathway	1/119	0.4092201882977654	0.5536144957655845	0	0	1.9281122150789012	1.7227719470709422	MS4A2
Neurotrophin signaling pathway	1/119	0.4092201882977654	0.5536144957655845	0	0	1.9281122150789012	1.7227719470709422	RPS6KA5
AMPK signaling pathway	1/120	0.4118351736792763	0.5536144957655845	0	0	1.9118130010624939	1.696030631900653	PRKAG2
Lysosome	1/123	0.4196116645724064	0.5549702660473762	0	0	1.8645185603919352	1.619195656193456	PPT1
Purine metabolism	1/129	0.43486096551933356	0.556350141252912	0	0	1.776580459770115	1.479409924854289	ADK
FoxO signaling pathway	1/132	0.44233638682312726	0.556350141252912	0	0	1.735632183908046	1.4157284960940881	PRKAG2
Insulin signaling pathway	1/137	0.4545787739505501	0.556350141252912	0	0	1.671399594320487	1.3177047986537251	PRKAG2
Apelin signaling pathway	1/137	0.4545787739505501	0.556350141252912	0	0	1.671399594320487	1.3177047986537251	PRKAG2
Ubiquitin mediated proteolysis	1/137	0.4545787739505501	0.556350141252912	0	0	1.671399594320487	1.3177047986537251	FANCL
Adrenergic signaling in cardiomyocytes	1/145	0.47361616966194453	0.5682211612528411	0	0	1.577905491698595	1.1792603776283508	RPS6KA5
Phospholipase D signaling pathway	1/148	0.48058453838329396	0.5682211612528411	0	0	1.5454687622175307	1.1324455237846622	MS4A2
Phagosome	1/152	0.4897340122311643	0.5682211612528411	0	0	1.5042247088376342	1.0738552906744567	STX18
Oxytocin signaling pathway	1/153	0.4919963713286794	0.5682211612528411	0	0	1.4942528735632183	1.0598495623273694	PRKAG2
Cellular senescence	1/160	0.5075575991467999	0.5767924774980355	0	0	1.4279621195691463	0.9683654838852943	VDAC2
Protein processing in endoplasmic reticulum	1/165	0.5183833043862789	0.5767924774980355	0	0	1.384076254555649	0.9093939335818445	SAR1B
cGMP-PKG signaling pathway	1/166	0.5205200406689588	0.5767924774980355	0	0	1.3756182514803204	0.8981781453111252	VDAC2
Alzheimer disease	1/171	0.531063943313161	0.5806299113557226	0	0	1.3348208248816769	0.8447718522580493	UQCRFS1
NOD-like receptor signaling pathway	1/178	0.5454413129891501	0.5885024692777673	0	0	1.281576725761413	0.7768406293196046	VDAC2
Calcium signaling pathway	1/188	0.5652274286882925	0.6019305084732465	0	0	1.212428545085746	0.6917233419993168	VDAC2
Human T-cell leukemia virus 1 infection	1/219	0.621310109691833	0.6531721665991065	0	0	1.0383844774860276	0.49419308074499424	VDAC2
Endocytosis	1/244	0.6612764588181649	0.6863882230770825	0	0	0.9303722624284566	0.384786414962724	SH3GL3
MAPK signaling pathway	1/295	0.7303251123747831	0.7485832401841527	0	0	0.7669872546719837	0.24103762124486897	RPS6KA5
Neuroactive ligand-receptor interaction	1/338	0.7775839199438602	0.7871837214246487	0	0	0.6676557863501483	0.16795796336857444	CHRNA5
Pathways in cancer	1/530	0.9063944857375972	0.9063944857375972	0	0	0.42115898572452903	0.041391780126761826	RPS6KA5
