Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Cell cycle	2/124	0.24519642241351092	0.6326067698268582	0	0	2.1414612962761916	3.0102428620323485	ANAPC13;CDC7
Thermogenesis	3/231	0.25997978370767705	0.6500577177463651	0	0	1.7209649122807018	2.318400301187045	NDUFA5;NDUFA12;NDUFS1
Ras signaling pathway	3/232	0.2620387699442712	0.6500577177463651	0	0	1.713362445414847	2.2946426019645796	KDR;GNG11;EXOC2
Estrogen signaling pathway	2/137	0.2820265450999854	0.6514369719515626	0	0	1.9339710571498652	2.4479317579567894	HSP90AA1;HSP90B1
Endocytosis	3/244	0.28689259391399036	0.6514369719515626	0	0	1.6270539419087138	2.031616626226347	ARPC2;PIP5K1B;RAB11A
Vasopressin-regulated water reabsorption	1/44	0.2869890931769097	0.6514369719515626	0	0	3.029987760097919	3.782367253236813	RAB11A
Proteasome	1/45	0.2924556445992719	0.6514369719515626	0	0	2.960974880382775	3.640347667113131	PSME3
Type II diabetes mellitus	1/46	0.2978805565797009	0.6514369719515626	0	0	2.8950292397660817	3.5060618977899556	SOCS4
Apoptosis	2/143	0.29899759702305645	0.6514369719515626	0	0	1.851110797989761	2.2348826116642577	EIF2S1;BIRC3
Valine, leucine and isoleucine degradation	1/48	0.30860672010835594	0.6514369719515626	0	0	2.7715565509518476	3.2584845675973475	MCCC2
Endocrine and other factor-regulated calcium reabsorption	1/48	0.30860672010835594	0.6514369719515626	0	0	2.7715565509518476	3.2584845675973475	RAB11A
Notch signaling pathway	1/48	0.30860672010835594	0.6514369719515626	0	0	2.7715565509518476	3.2584845675973475	SNW1
Phospholipase D signaling pathway	2/148	0.3130937384573402	0.6514369719515626	0	0	1.7872629955547492	2.0754638887429917	FCER1A;PIP5K1B
Cholesterol metabolism	1/50	0.3191700762858281	0.6535387276328861	0	0	2.6581632653061225	3.0357052873752	SOAT1
Pathogenic Escherichia coli infection	1/55	0.3448822059891591	0.6721921128637726	0	0	2.411427875243665	2.5670912166726927	ARPC2
JAK-STAT signaling pathway	2/162	0.35219487024423124	0.6721921128637726	0	0	1.6297185430463577	1.7007264358947614	PIAS2;SOCS4
Pyrimidine metabolism	1/57	0.3548948306523031	0.6721921128637726	0	0	2.3250704887218046	2.4086190719630425	NT5C3A
Hepatitis B	2/163	0.3549612310314995	0.6721921128637726	0	0	1.619513800337296	1.6774060805103759	MAP3K1;TLR3
VEGF signaling pathway	1/59	0.3647554100811169	0.6721921128637726	0	0	2.244668784029038	2.2638119016640625	KDR
Viral myocarditis	1/59	0.3647554100811169	0.6721921128637726	0	0	2.244668784029038	2.2638119016640625	EIF4G2
Lysine degradation	1/59	0.3647554100811169	0.6721921128637726	0	0	2.244668784029038	2.2638119016640625	TMLHE
Influenza A	2/171	0.37693602872277615	0.6814224352937964	0	0	1.54222344135742	1.504716244966273	EIF2S1;TLR3
MAPK signaling pathway	3/295	0.3932149295259033	0.6814224352937964	0	0	1.3393835616438357	1.2501791727666483	MAP3K1;KDR;NLK
Fc epsilon RI signaling pathway	1/68	0.4073071615044804	0.6814224352937964	0	0	1.9422623723487824	1.744516137295557	FCER1A
Prolactin signaling pathway	1/70	0.41637158536372365	0.6814224352937964	0	0	1.8857742181540809	1.6522723429332358	SOCS4
RIG-I-like receptor signaling pathway	1/70	0.41637158536372365	0.6814224352937964	0	0	1.8857742181540809	1.6522723429332358	MAP3K1
Adherens junction	1/72	0.4252982732461347	0.6814224352937964	0	0	1.832468495181616	1.5666955782112517	NLK
Arrhythmogenic right ventricular cardiomyopathy (ARVC)	1/72	0.4252982732461347	0.6814224352937964	0	0	1.832468495181616	1.5666955782112517	DSP
Bile secretion	1/72	0.4252982732461347	0.6814224352937964	0	0	1.832468495181616	1.5666955782112517	KCNN2
p53 signaling pathway	1/72	0.4252982732461347	0.6814224352937964	0	0	1.832468495181616	1.5666955782112517	RCHY1
Chemokine signaling pathway	2/190	0.4278088340616522	0.6814224352937964	0	0	1.385021840214175	1.1759927271682307	CCL13;GNG11
Bacterial invasion of epithelial cells	1/74	0.434089304493139	0.6814224352937964	0	0	1.782083633741889	1.4871576944500675	ARPC2
Inositol phosphate metabolism	1/74	0.434089304493139	0.6814224352937964	0	0	1.782083633741889	1.4871576944500675	PIP5K1B
Pancreatic cancer	1/75	0.43843459015027214	0.6814224352937964	0	0	1.757912517780939	1.4494773539178465	ARHGEF6
Focal adhesion	2/199	0.45115052180086074	0.6843975893736949	0	0	1.3211416277271657	1.0515682854360136	KDR;BIRC3
Cardiac muscle contraction	1/78	0.45127255914006603	0.6843975893736949	0	0	1.689166097060834	1.3440420618303472	SLC9A6
Proteoglycans in cancer	2/201	0.4562650595824632	0.6843975893736949	0	0	1.307730706512696	1.026151918880756	KDR;DROSHA
Insulin secretion	1/86	0.4840992761265066	0.694947134835921	0	0	1.5295665634674922	1.1096474311683664	KCNN2
Salmonella infection	1/86	0.4840992761265066	0.694947134835921	0	0	1.5295665634674922	1.1096474311683664	ARPC2
GABAergic synapse	1/89	0.49589976504300626	0.694947134835921	0	0	1.477197966507177	1.036079265403561	GNG11
mRNA surveillance pathway	1/91	0.5036173831678689	0.694947134835921	0	0	1.4442251461988305	0.9906495720994232	NCBP1
Morphine addiction	1/91	0.5036173831678689	0.694947134835921	0	0	1.4442251461988305	0.9906495720994232	GNG11
GnRH signaling pathway	1/93	0.511217607040046	0.694947134835921	0	0	1.4126859267734553	0.9478556561134337	MAP3K1
Small cell lung cancer	1/93	0.511217607040046	0.694947134835921	0	0	1.4126859267734553	0.9478556561134337	BIRC3
Human cytomegalovirus infection	2/225	0.5154246007161255	0.694947134835921	0	0	1.1655629139072847	0.7724934311570969	PDIA3;GNG11
Circadian entrainment	1/97	0.5260729421130615	0.694947134835921	0	0	1.3535498903508771	0.8694059428139447	GNG11
Glycerophospholipid metabolism	1/97	0.5260729421130615	0.694947134835921	0	0	1.3535498903508771	0.8694059428139447	LPGAT1
Pancreatic secretion	1/98	0.5297161444721403	0.694947134835921	0	0	1.3395279435702658	0.8511547985231086	RAB11A
Choline metabolism in cancer	1/99	0.5333315220833812	0.694947134835921	0	0	1.3257921589688506	0.8334089342440957	PIP5K1B
Phosphatidylinositol signaling system	1/99	0.5333315220833812	0.694947134835921	0	0	1.3257921589688506	0.8334089342440957	PIP5K1B
Ribosome biogenesis in eukaryotes	1/101	0.5404796460701069	0.6972187434304379	0	0	1.2991447368421052	0.7993615483012473	DROSHA
Toll-like receptor signaling pathway	1/104	0.5509983734161858	0.7037503977295839	0	0	1.2611139499233521	0.7516534518281937	TLR3
Th17 cell differentiation	1/107	0.5612778570623167	0.7098514074611653	0	0	1.2252358490566038	0.7076217408890328	HSP90AA1
Cholinergic synapse	1/112	0.5778933065595439	0.7111588302849129	0	0	1.1697486960644856	0.6414504346106595	GNG11
Pathways in cancer	4/530	0.5806051794921037	0.7111588302849129	0	0	0.9860923265368617	0.5361229226992972	HSP90AA1;GNG11;HSP90B1;BIRC3
Toxoplasmosis	1/113	0.5811405980438216	0.7111588302849129	0	0	1.1592457706766917	0.6291952000925306	BIRC3
Glutamatergic synapse	1/114	0.5843630698465175	0.7111588302849129	0	0	1.1489287377736377	0.6172421963416218	GNG11
Sphingolipid signaling pathway	1/119	0.6001096804274113	0.7234967175246361	0	0	1.0999665477252454	0.5616900415710411	FCER1A
Oocyte meiosis	1/125	0.6182250587401373	0.7352211258064073	0	0	1.0464240237691003	0.5032281541770209	ANAPC13
Purine metabolism	1/129	0.6298466222851268	0.7352211258064073	0	0	1.0135176809210527	0.4685278852147893	NT5C3A
Relaxin signaling pathway	1/130	0.6326966684188168	0.7352211258064073	0	0	1.005609955120359	0.46033220494115534	GNG11
Dopaminergic synapse	1/131	0.6355249124726667	0.7352211258064073	0	0	0.9978238866396761	0.45231754688375897	GNG11
FoxO signaling pathway	1/132	0.6383315200799816	0.7352211258064073	0	0	0.9901566894335074	0.4444788690748739	NLK
Apelin signaling pathway	1/137	0.6520457244606033	0.737841214521209	0	0	0.9535119969040248	0.4077604329029834	GNG11
Insulin signaling pathway	1/137	0.6520457244606033	0.737841214521209	0	0	0.9535119969040248	0.4077604329029834	SOCS4
mTOR signaling pathway	1/152	0.6901644249049153	0.7701664849650678	0	0	0.8581387242941791	0.3182196466892683	RRAGD
Ribosome	1/153	0.6925528081856424	0.7701664849650678	0	0	0.8524497922437673	0.31316515064565686	MRPL35
Wnt signaling pathway	1/158	0.7042231170351768	0.774838548755089	0	0	0.8250921890714046	0.28932686450227696	NLK
Hippo signaling pathway	1/160	0.7087670445976783	0.774838548755089	0	0	0.8146309169149288	0.28041907709186886	SAV1
cGMP-PKG signaling pathway	1/166	0.7219868700935675	0.7826580356476488	0	0	0.7847687400318979	0.25563710314328797	KCNJ8
Tight junction	1/170	0.7304671109608539	0.7852521442829179	0	0	0.7660386172531921	0.24059056928956105	MAP3K1
Tuberculosis	1/179	0.7486196378334944	0.7891922009919717	0	0	0.7269736842105263	0.21047651149780025	RIPK2
Alcoholism	1/180	0.7505600529648129	0.7891922009919717	0	0	0.7228756248162305	0.20741876113295452	GNG11
Axon guidance	1/181	0.7524855869923451	0.7891922009919717	0	0	0.7188230994152047	0.2044141946864017	SEMA3A
Transcriptional misregulation in cancer	1/186	0.7618939787228196	0.7926155101229333	0	0	0.6992176386913229	0.19015074646676672	BIRC3
Rap1 signaling pathway	1/206	0.7961046542629934	0.8215800031994092	0	0	0.6303594351732991	0.1437374748134798	KDR
cAMP signaling pathway	1/212	0.8053810666002548	0.8245568062812132	0	0	0.6122474432526814	0.1325146767667274	SUCNR1
Human T-cell leukemia virus 1 infection	1/219	0.815674795517971	0.8285200678883327	0	0	0.5923768710767745	0.12069059024750492	MAP3K1
Cytokine-cytokine receptor interaction	1/294	0.8971516366944728	0.9041606338561484	0	0	0.4390605352972876	0.04765140783588868	CCL13
Human papillomavirus infection	1/330	0.9223344456460357	0.9223344456460357	0	0	0.39029755239161734	0.031554535267820746	TLR3
